Vehicle Original,Sales,% Change,Change,Movie Presence,Release,Car,Stars,Vehicle,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
mercedes-benz cls-class,6152,-0.118750895,Negative,mercedes-benz cls-class,Kingsman: The Secret Service,2013 mercedes-benz cls 350 [c218],1,mercedes-benz cls,23,"$128,261,724 ",Twentieth Century Fox,2015,0,1,1,23,1
mercedes-benz e-class,55888,-0.158313253,Negative,mercedes-benz e-class,The Gift,2014 mercedes-benz e 350 [w212],4,mercedes-benz e,66,"$43,787,265 ",STX Entertainment,2015,1,12,13,66,4
mercedes-benz g-class,3616,0.170226537,Positive,mercedes-benz g-class,Jurassic World,2014 mercedes-benz g 550 [w463],3,mercedes-benz g,1,"$652,270,625 ",Universal Pictures,2015,3,3,6,1,3
mercedes-benz gl-class/gls-class,27707,0.04173403,Positive,mercedes-benz gl-class,,,,,,,,2015,,,,,
mercedes-benz gla-class,25593,2.717751307,Positive,0,,,,,,,,2015,,,,,
mercedes-benz gle-class/m-class,53217,0.138916235,Positive,mercedes-benz gle-class,,,,,,,,2015,,,,,
mercedes-benz glk-class,23333,-0.333342857,Negative,0,,,,,,,,2015,,,,,
mercedes-benz r-class,4,-0.5,Negative,0,,,,,,,,2015,,,,,
mercedes-benz s-class,21934,-0.132220288,Negative,mercedes-benz s-class,Entourage,2014 mercedes-benz s-klasse [w222],4,mercedes-benz s,80,"$32,363,404 ",Warner Bros.,2015,6,12,18,80,4
mercedes-benz sl-class,4060,-0.192842942,Negative,mercedes-benz sl-class,The Wedding Ringer,2013 mercedes-benz sl 63 amg [r231],3,mercedes-benz sl,47,"$64,460,211 ",Screen Gems,2015,1,6,7,47,3
mercedes-benz slk-class/slc-class,4182,-0.117162761,Negative,mercedes-benz slk-class,,,,,,,,2015,,,,,
mercedes-benz sls amg,29,-0.875,Negative,mercedes-benz sls amg,Spectre,2010 mercedes-benz sls amg [c197],1,mercedes-benz sls amg,11,"$197,102,585 ",Sony Pictures Entertainment (SPE),2015,0,1,1,11,1
mercedes-benz sprinter,28519,0.107749077,Positive,mercedes-benz sprinter,Night at the Museum: Secret of the Tomb,2014 mercedes-benz sprinter [w906],3,mercedes-benz sprinter,65,"$44,392,039 ",Twentieth Century Fox,2015,1,11,12,65,3
mini cooper,40120,0.278317668,Positive,mini cooper,Pixels,2015 mini cooper s,3,mini cooper,36,"$78,747,585 ",Sony Pictures Entertainment (SPE),2015,1,8,9,36,3
mini cooper clubman,492,-0.811710677,Negative,mini cooper clubman,Woman in Gold,mini cooper clubman,1,mini cooper clubman,77,"$33,307,793 ",The Weinstein Company,2015,0,1,1,77,1
mini cooper convertible,3098,-0.123868778,Negative,mini cooper,,,,,,,,2015,,,,,
mini cooper coupe,460,-0.518828452,Negative,mini cooper,,,,,,,,2015,,,,,
mini cooper hardtop 2-door,19783,-0.079646429,Negative,mini cooper,,,,,,,,2015,,,,,
mini cooper hardtop 4-door,15189,10.26780415,Positive,mini cooper,,,,,,,,2015,,,,,
mini cooper roadster,1103,-0.232428671,Negative,mini cooper,,,,,,,,2015,,,,,
mini countryman,16686,-0.263148598,Negative,0,,,,,,,,2015,,,,,
mini paceman,1708,-0.179634966,Negative,0,,,,,,,,2015,,,,,
mitsubishi lancer,17691,0.07250682,Positive,mitsubishi lancer,Vacation,2009 mitsubishi lancer sportback,1,mitsubishi lancer,50,"$58,884,188 ",Warner Bros.,2015,0,2,2,50,1
mitsubishi mirage,21515,0.287706488,Positive,mitsubishi mirage,Sicario,1997 mitsubishi mirage,1,mitsubishi mirage,62,"$46,770,373 ",Lionsgate,2015,0,1,1,62,1
mitsubishi outlander,19055,0.458142026,Positive,mitsubishi outlander,San Andreas,2010 mitsubishi outlander,1,mitsubishi outlander,20,"$155,190,832 ",Warner Bros.,2015,0,1,1,20,1
mitsubishi outlander sport,36966,0.190378051,Positive,mitsubishi outlander sport,Tomorrowland,2011 mitsubishi outlander sport,1,mitsubishi outlander sport,29,"$93,436,322 ",Walt Disney Studios Motion Pictures,2015,0,2,2,29,1
mitsubishi i-miev,115,-0.413265306,Negative,0,,,,,,,,2015,,,,,
nissan 370z/350z,7391,0.026670371,Positive,nissan 370z/350z,Sisters,2003 nissan 350z,1,nissan 350z,59,"$49,123,380 ",Universal Pictures,2015,0,1,1,59,1
nissan altima,333398,-0.006691614,Negative,nissan altima,San Andreas,2007 nissan altima,1,nissan altima,20,"$155,190,832 ",Warner Bros.,2015,0,17,17,20,1
nissan armada,12737,0.011434924,Positive,0,,,,,,,,2015,,,,,
nissan cube,943,-0.750858653,Negative,nissan cube,Alvin and the Chipmunks: The Road Chip,2009 nissan cube,3,nissan cube,53,"$55,575,427 ",Twentieth Century Fox,2015,1,0,1,53,3
nissan frontier,62817,-0.154810758,Negative,nissan frontier,Ant-Man,2001 nissan frontier,1,nissan frontier,14,"$180,202,163 ",Walt Disney Studios Motion Pictures,2015,0,1,1,14,1
nissan gt-r,1105,-0.230501393,Negative,nissan gt-r,Furious 7,2012 nissan gt-r,3,nissan gt-r,5,"$353,007,020 ",Universal Pictures,2015,1,1,2,5,3
nissan juke,27121,-0.289728682,Negative,0,,,,,,,,2015,,,,,
nissan leaf,17269,-0.428178808,Negative,0,,,,,,,,2015,,,,,
nissan maxima,40359,-0.199242079,Negative,nissan maxima,Avengers: Age of Ultron,2000 nissan maxima,1,nissan maxima,3,"$459,005,868 ",Walt Disney Studios Motion Pictures,2015,0,12,12,3,1
nissan murano,62907,0.3299296,Positive,nissan murano,The SpongeBob Movie: Sponge Out of Water,2003 nissan murano,1,nissan murano,18,"$162,994,032 ",Paramount Pictures,2015,0,1,1,18,1
nissan nv,16958,0.138885158,Positive,nissan nv,Trainwreck,2012 nissan nv 2500 hd,1,nissan nv,27,"$110,212,700 ",Universal Pictures,2015,0,1,1,27,1
nissan nv200,17317,0.293761674,Positive,nissan nv,,,,,,,,2015,,,,,
nissan pathfinder,82041,0.037036569,Positive,nissan pathfinder,Run All Night,2013 nissan pathfinder,2,nissan pathfinder,92,"$26,461,644 ",Warner Bros.,2015,0,10,10,92,2
nissan quest,11018,0.12051256,Positive,nissan quest,Jurassic World,2011 nissan quest,2,nissan quest,1,"$652,270,625 ",Universal Pictures,2015,0,3,3,1,2
nissan rogue,287190,0.441724105,Positive,nissan rogue,San Andreas,2014 nissan rogue,1,nissan rogue,20,"$155,190,832 ",Warner Bros.,2015,0,4,4,20,1
nissan sentra,203509,0.110444813,Positive,nissan sentra,The DUFF,2000 nissan sentra,2,nissan sentra,76,"$34,030,343 ",Lionsgate,2015,0,9,9,76,2
nissan titan,12140,-0.030893271,Negative,0,,,,,,,,2015,,,,,
nissan versa,144528,0.033960266,Positive,nissan versa,Terminator Genisys,2012 nissan versa,2,nissan versa,31,"$89,760,956 ",Paramount Pictures,2015,0,3,3,31,2
nissan xterra,10672,-0.353408058,Negative,0,,,,,,,,2015,,,,,
porsche 911,9898,-0.051279594,Negative,porsche 911,Taken 3,1999 porsche 911 carrera [996],3,porsche 911,32,"$89,256,424 ",Twentieth Century Fox,2015,1,6,7,32,3
porsche 918 spyder,203,1.114583333,Positive,0,,,,,,,,2015,,,,,
porsche boxster,3102,-0.199483871,Negative,0,,,,,,,,2015,,,,,
porsche cayenne,16474,0.016599815,Positive,porsche cayenne,Taken 3,2002 porsche cayenne turbo [955],1,porsche cayenne,32,"$89,256,424 ",Twentieth Century Fox,2015,0,5,5,32,1
porsche cayman,3561,0.04214223,Positive,0,,,,,,,,2015,,,,,
porsche macan,13533,0.868940754,Positive,0,,,,,,,,2015,,,,,
porsche panamera,4985,-0.131533101,Negative,0,,,,,,,,2015,,,,,
ram cargo van,3222,-0.71514455,Negative,0,,,,,,,,2015,,,,,
ram pickup,451116,0.025755533,Positive,0,,,,,,,,2015,,,,,
ram promaster,28345,0.571317701,Positive,ram promaster,Max,2014 ram promaster,2,ram promaster,69,"$42,656,255 ",Warner Bros.,2015,0,1,1,69,2
scion iq,482,-0.76372549,Negative,0,,,,,,,,2015,,,,,
scion tc,16459,-0.082910793,Negative,scion tc,Insidious: Chapter 3,2006 scion tc,1,scion tc,57,"$52,218,558 ",Focus Features,2015,0,2,2,57,1
scion xb,15223,-0.082011699,Negative,scion xb,Entourage,2009 scion xb,1,scion xb,80,"$32,363,404 ",Warner Bros.,2015,0,1,1,80,1
scion xd,794,-0.892368171,Negative,0,,,,,,,,2015,,,,,
smart fortwo,7484,-0.284033292,Negative,smart fortwo,Spectre,2007 smart fortwo,1,smart fortwo,11,"$197,102,585 ",Sony Pictures Entertainment (SPE),2015,0,2,2,11,1
subaru brz,5296,-0.29424307,Negative,0,,,,,,,,2015,,,,,
subaru forester,175192,0.095271736,Positive,subaru forester,Inside Out,subaru forester,3,subaru forester,4,"$356,461,711 ",Walt Disney Studios Motion Pictures,2015,2,3,5,4,3
subaru impreza/wrx/wrx sti,100519,0.203993388,Positive,subaru impreza/wrx/wrx sti,Furious 7,2012 subaru impreza wrx sti,3,subaru impreza,5,"$353,007,020 ",Universal Pictures,2015,3,5,8,5,3
subaru legacy,60447,0.156437727,Positive,subaru legacy,Annie,1995 subaru legacy wagon,3,subaru legacy,85,"$28,959,342 ",Sony Pictures Entertainment (SPE),2015,1,5,6,85,3
subaru outback,152294,0.097298076,Positive,subaru outback,San Andreas,2013 subaru outback,1,subaru outback,20,"$155,190,832 ",Warner Bros.,2015,0,2,2,20,1
subaru xv crosstrek/crosstrek,88927,0.253269632,Positive,subaru xv crosstrek/crosstrek,Daddy's Home,2014 subaru xv crosstrek hybrid,2,subaru xv crosstrek,46,"$64,684,278 ",Paramount Pictures,2015,0,1,1,46,2
tesla model s,25202,0.509282549,Positive,tesla model s,Kingsman: The Secret Service,2013 tesla model s,2,tesla model s,23,"$128,261,724 ",Twentieth Century Fox,2015,0,4,4,23,2
toyota 4runner,97034,0.261722102,Positive,toyota 4runner,Jupiter Ascending,2010 toyota 4runner,1,toyota 4runner,61,"$47,387,723 ",Warner Bros.,2015,0,2,2,61,1
toyota 86/scion fr-s,10507,-0.252808989,Negative,0,,,,,,,,2015,,,,,
toyota avalon,60063,-0.105979191,Negative,toyota avalon,Alvin and the Chipmunks: The Road Chip,2011 toyota avalon,1,toyota avalon,53,"$55,575,427 ",Twentieth Century Fox,2015,0,1,1,53,1
toyota camry,429355,0.001747526,Positive,toyota camry,War Room,2010 toyota camry hybrid,4,toyota camry,42,"$67,790,117 ",TriStar Pictures,2015,4,37,41,42,4
toyota corolla/matrix,363332,0.070203654,Positive,toyota corolla/matrix,Taken 3,1977 toyota corolla,2,toyota corolla,32,"$89,256,424 ",Twentieth Century Fox,2015,0,23,23,32,2
toyota fj cruiser,229,-0.984440821,Negative,toyota fj cruiser,San Andreas,2007 toyota fj cruiser,1,toyota fj cruiser,20,"$155,190,832 ",Warner Bros.,2015,0,1,1,20,1
toyota highlander,158915,0.087512917,Positive,toyota highlander,The Intern,2015 toyota highlander,2,toyota highlander,38,"$75,574,886 ",Warner Bros.,2015,0,7,7,38,2
toyota land cruiser,2687,-0.149145028,Negative,toyota land cruiser,American Sniper,1990 toyota land cruiser,3,toyota land cruiser,6,"$348,797,073 ",Warner Bros.,2015,2,3,5,6,3
toyota prius,184779,-0.108949135,Negative,toyota prius,Home,2001 toyota prius i,4,toyota prius,15,"$177,397,510 ",Twentieth Century Fox,2015,2,19,21,15,4
toyota rav4,315412,0.178238164,Positive,toyota rav4,Furious 7,2009 toyota rav4,1,toyota rav4,5,"$353,007,020 ",Universal Pictures,2015,0,7,7,5,1
toyota sequoia,12583,0.065813993,Positive,0,,,,,,,,2015,,,,,
toyota sienna,137497,0.104375833,Positive,toyota sienna,Trainwreck,2004 toyota sienna,2,toyota sienna,27,"$110,212,700 ",Universal Pictures,2015,0,4,4,27,2
toyota tacoma,179562,0.158158165,Positive,toyota tacoma,A Walk in the Woods,2005 toyota tacoma,1,toyota tacoma,84,"$29,474,282 ",Broad Green Pictures,2015,0,3,3,84,1
toyota tundra,118880,0.003266016,Positive,toyota tundra,A Walk in the Woods,2007 toyota tundra,1,toyota tundra,84,"$29,474,282 ",Broad Green Pictures,2015,0,1,1,84,1
toyota venza,21351,-0.288086426,Negative,0,,,,,,,,2015,,,,,
toyota yaris hatchback,16779,0.264050023,Positive,0,,,,,,,,2015,,,,,
volkswagen beetle,22667,-0.223254061,Negative,volkswagen beetle,Paper Towns,2012 volkswagen beetle [typ 5c],2,volkswagen beetle,81,"$32,000,304 ",Twentieth Century Fox,2015,0,4,4,81,2
volkswagen cc,6276,-0.372086043,Negative,0,,,,,,,,2015,,,,,
volkswagen eos,2993,-0.122544708,Negative,0,,,,,,,,2015,,,,,
volkswagen golf/gti/r/sportwagen alltrack,65308,0.939361544,Positive,volkswagen golf/gti/r/sportwagen alltrack,Paddington,1998 volkswagen golf iv [typ 1j],3,volkswagen golf,37,"$76,271,832 ",-,2015,1,9,10,37,3
volkswagen jetta,131109,-0.185015509,Negative,volkswagen jetta,Goosebumps,2011 volkswagen jetta sportwagen a6 [typ 1k],3,volkswagen jetta,35,"$79,132,868 ",Sony Pictures Entertainment (SPE),2015,3,15,18,35,3
volkswagen passat,78207,-0.190814183,Negative,volkswagen passat,Furious 7,2001 volkswagen passat b5 [typ 3bg],1,volkswagen passat,5,"$353,007,020 ",Universal Pictures,2015,0,14,14,5,1
volkswagen tiguan,35843,0.426814219,Positive,volkswagen tiguan,Spectre,2012 volkswagen tiguan i [typ 5n],1,volkswagen tiguan,11,"$197,102,585 ",Sony Pictures Entertainment (SPE),2015,0,2,2,11,1
volkswagen touareg,7037,0.010917972,Positive,volkswagen touareg,Entourage,2013 volkswagen touareg ii [typ 7p5],1,volkswagen touareg,80,"$32,363,404 ",Warner Bros.,2015,0,2,2,80,1
volvo c70,7,-0.991014121,Negative,volvo c70,Ted 2,2006 volvo c70,1,volvo c70,34,"$81,476,385 ",Universal Pictures,2015,0,1,1,34,1
volvo s60/v60,24128,-0.051833222,Negative,volvo s60/v60,A Walk in the Woods,2005 volvo s60,3,volvo s60,84,"$29,474,282 ",Broad Green Pictures,2015,1,2,3,84,3
volvo s80,1887,0.076440388,Positive,0,,,,,,,,2015,,,,,
volvo xc60,26134,0.355779207,Positive,volvo xc60,The Gift,2014 volvo xc60,3,volvo xc60,66,"$43,787,265 ",STX Entertainment,2015,1,0,1,66,3
volvo xc70,5118,0.004908698,Positive,volvo xc70,The Intern,volvo xc70,1,volvo xc70,38,"$75,574,886 ",Warner Bros.,2015,0,1,1,38,1
volvo xc90,12777,2.233046559,Positive,volvo xc90,The Martian,2008 volvo xc90,2,volvo xc90,9,"$225,345,353 ",Twentieth Century Fox,2015,0,3,3,9,2
