Release,Car,Stars,Vehicle,Vehicle Original,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
Honest Thief,2015 dodge charger,4,dodge charger,dodge charger,32,"$14,163,574",Open Road Films (II),2020,3,5,8,32,4
Unhinged,1997 dodge dakota,1,dodge dakota,dodge dakota,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
Ford v Ferrari,1962 dodge dart 330,1,dodge dart,dodge dart,39,"$10,427,913",Twentieth Century Fox,2020,0,2,2,39,1
Unhinged,2002 dodge durango,2,dodge durango,dodge durango,25,"$20,831,465",Solstice Studios,2020,0,2,2,25,2
The Tax Collector,2008 dodge grand caravan,3,dodge grand caravan,dodge grand caravan,87,"$1,044,212",RLJE Films,2020,1,3,4,87,3
Sonic the Hedgehog,2009 dodge journey,1,dodge journey,dodge journey,3,"$146,066,470",Paramount Pictures,2020,0,3,3,3,1
Vanguard,1994 dodge ram,3,dodge ram,dodge ram,99,"$793,525",Gravitas Ventures,2020,1,5,6,99,3
Bad Boys for Life,2012 fiat 500,1,fiat 500,fiat 500,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,2,2,1,1
Birds of Prey,2006 ford crown victoria,3,ford crown victoria,ford crown victoria,6,"$84,158,461",Warner Bros.,2020,5,21,26,6,3
Bad Boys for Life,2008 ford e-350,3,ford e-,ford e-series,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,2,6,8,1,3
Bad Boys for Life,2015 ford edge,1,ford edge,ford edge,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,1,1,1,1
Bad Boys for Life,2017 ford escape,1,ford escape,ford escape,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,5,5,1,1
Bad Boys for Life,2007 ford expedition gen.3,1,ford expedition,ford expedition,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,2,2,1,1
Bad Boys for Life,2011 ford explorer,1,ford explorer,ford explorer,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,5,5,1,1
Unhinged,2002 ford f-250 super duty,4,ford f-,ford f-series,25,"$20,831,465",Solstice Studios,2020,4,27,31,25,4
Unhinged,2014 ford fiesta mkvi,1,ford fiesta,ford fiesta,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
Birds of Prey,2015 ford focus,1,ford focus,ford focus,6,"$84,158,461",Warner Bros.,2020,0,10,10,6,1
Bad Boys for Life,2019 ford fusion,1,ford fusion,ford fusion,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,8,8,1,1
Ford v Ferrari,1964 ford gt 40 prototype replica mki,3,ford gt,ford gt,39,"$10,427,913",Twentieth Century Fox,2020,1,1,2,39,3
My Hero Academia: Heroes Rising,2005 ford mustang,3,ford mustang,ford mustang,33,"$13,651,826",FUNimation Entertainment,2020,1,21,22,33,3
Unhinged,1993 ford ranger,2,ford ranger,ford ranger,25,"$20,831,465",Solstice Studios,2020,0,2,2,25,2
The War with Grandpa,2008 ford taurus,2,ford taurus,ford taurus,27,"$18,702,194",101 Studios,2020,0,5,5,27,2
The Gentlemen,2003 ford transit mkiv,3,ford transit,ford transit,16,"$36,471,397",STX Entertainment,2020,1,7,8,16,3
Uncut Gems,2010 ford transit connect,1,ford transit connect,ford transit connect,21,"$25,789,956",A24,2020,0,2,2,21,1
Unhinged,2017 gmc acadia,1,gmc acadia,gmc acadia,25,"$20,831,465",Solstice Studios,2020,0,2,2,25,1
Bad Boys for Life,2016 gmc sierra denali,1,gmc sierra,gmc sierra,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,2,2,1,1
Unhinged,2016 gmc terrain,1,gmc terrain,gmc terrain,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
Honest Thief,2015 gmc yukon xl,1,gmc yukon xl,gmc yukon xl,32,"$14,163,574",Open Road Films (II),2020,0,2,2,32,1
Queen & Slim,1998 honda accord,4,honda accord,honda accord,62,"$3,089,365",Universal Pictures,2020,1,10,11,62,4
Sonic the Hedgehog,honda civic,1,honda civic,honda civic,3,"$146,066,470",Paramount Pictures,2020,0,7,7,3,1
Sonic the Hedgehog,1997 honda cr-v,1,honda cr-v,honda cr-v,3,"$146,066,470",Paramount Pictures,2020,0,6,6,3,1
Sonic the Hedgehog,2009 honda fit,1,honda fit,honda fit,3,"$146,066,470",Paramount Pictures,2020,0,3,3,3,1
Unhinged,2016 honda hr-v,1,honda hr-v,honda hr-v,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
Birds of Prey,2002 honda odyssey,3,honda odyssey,honda odyssey,6,"$84,158,461",Warner Bros.,2020,1,1,2,6,3
Honest Thief,2006 honda pilot,1,honda pilot,honda pilot,32,"$14,163,574",Open Road Films (II),2020,0,1,1,32,1
Tenet,hummer h2,3,hummer h2,hummer h2,14,"$46,299,000",Warner Bros.,2020,2,0,2,14,3
Fantasy Island,2007 hummer h3,1,hummer h3,hummer h3,20,"$26,441,782",Sony Pictures Entertainment (SPE),2020,0,1,1,20,1
Knives Out,2007 hyundai accent,3,hyundai accent,hyundai accent,12,"$49,651,655",Lionsgate,2020,2,2,4,12,3
The Tax Collector,2011 hyundai elantra,2,hyundai elantra,hyundai elantra,87,"$1,044,212",RLJE Films,2020,0,7,7,87,2
Unhinged,2009 hyundai genesis,1,hyundai genesis,hyundai genesis,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
Unhinged,2016 hyundai sonata hybrid,2,hyundai sonata,hyundai sonata,25,"$20,831,465",Solstice Studios,2020,0,4,4,25,2
Unhinged,2019 hyundai veloster,2,hyundai veloster,hyundai veloster,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,2
Bad Boys for Life,2003 infiniti fx,1,infiniti fx,infiniti qx70/fx,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,1,1,1,1
The War with Grandpa,2007 infiniti g,1,infiniti g,infiniti g,27,"$18,702,194",101 Studios,2020,0,3,3,27,1
Jay and Silent Bob Reboot,2013 infiniti jx35,1,infiniti jx,infiniti qx60/jx,94,"$857,744",Saban Films,2020,0,1,1,94,1
Birds of Prey,1987 jaguar xj-s [xj27],4,jaguar xj,jaguar xj,6,"$84,158,461",Warner Bros.,2020,1,5,6,6,4
Ford v Ferrari,1963 jaguar xk-e,1,jaguar xk,jaguar xk,39,"$10,427,913",Twentieth Century Fox,2020,0,2,2,39,1
Jumanji: The Next Level,1997 jeep cherokee,2,jeep cherokee,jeep cherokee,4,"$124,736,710",Sony Pictures Entertainment (SPE),2020,0,3,3,4,2
Bad Boys for Life,2017 jeep compass,1,jeep compass,jeep compass,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,1,1,1,1
Bad Boys for Life,2014 jeep grand cherokee srt,3,jeep grand cherokee,jeep grand cherokee,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,1,5,6,1,3
Bad Boys for Life,2008 jeep liberty,1,jeep liberty,jeep liberty,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,2,2,1,1
Unhinged,2011 jeep patriot,1,jeep patriot,jeep patriot,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
Honest Thief,2015 jeep renegade,1,jeep renegade,jeep renegade,32,"$14,163,574",Open Road Films (II),2020,0,1,1,32,1
Honest Thief,jeep wrangler unlimited,3,jeep wrangler,jeep wrangler,32,"$14,163,574",Open Road Films (II),2020,2,6,8,32,3
Bad Boys for Life,2017 kia forte,1,kia forte,kia forte,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,2,2,1,1
Bad Boys for Life,2016 kia optima,1,kia optima,kia optima,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,3,3,1,1
Birds of Prey,2016 kia sorento,1,kia sorento,kia sorento,6,"$84,158,461",Warner Bros.,2020,0,4,4,6,1
Bad Boys for Life,2014 kia soul,1,kia soul,kia soul,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,2,2,1,1
Tenet,2004 kia sportage,2,kia sportage,kia sportage,14,"$46,299,000",Warner Bros.,2020,0,4,4,14,2
Fatale,2018 kia stinger,2,kia stinger,kia stinger,68,"$2,388,133",Lionsgate,2020,0,1,1,68,2
Fantasy Island,land-rover defender 110 station wagon,2,land-rover defender,land rover defender,20,"$26,441,782",Sony Pictures Entertainment (SPE),2020,0,4,4,20,2
Tenet,2005 land-rover discovery series iii,2,land-rover discovery ,land rover discovery ,14,"$46,299,000",Warner Bros.,2020,0,5,5,14,2
The Gentlemen,2018 land-rover range rover series iv,3,land-rover range rover,land rover range rover,16,"$36,471,397",STX Entertainment,2020,1,4,5,16,3
Bloodshot,2013 land-rover range rover sport,3,land-rover range rover sport,land rover range rover sport,41,"$10,021,787",Sony Pictures Entertainment (SPE),2020,1,2,3,41,3
Parasite,2018 land-rover range rover velar,2,land-rover range rover velar,land rover range rover velar,19,"$30,736,060",Neon,2020,0,2,2,19,2
Unhinged,2007 lexus es 350,1,lexus es,lexus es/es350,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
Fatale,2013 lexus gs,1,lexus gs,lexus gs,68,"$2,388,133",Lionsgate,2020,0,1,1,68,1
Unhinged,2010 lexus hs 250h,1,lexus hs,lexus hs/hs250h,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
Birds of Prey,2011 lexus is,1,lexus is,lexus is,6,"$84,158,461",Warner Bros.,2020,0,1,1,6,1
Uncut Gems,2001 lexus ls 430,1,lexus ls,lexus ls,21,"$25,789,956",A24,2020,0,1,1,21,1
The Rhythm Section,2016 lexus lx 570,1,lexus lx,lexus lx/lx570,50,"$5,437,971",Paramount Pictures,2020,0,1,1,50,1
Unhinged,2015 lexus nx,1,lexus nx,lexus nx,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
Bad Boys for Life,2016 lexus rx,1,lexus rx,lexus rx,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,6,6,1,1
A Beautiful Day in the Neighborhood,1998 lincoln continental,2,lincoln continental,lincoln continental,52,"$4,997,062",Sony Pictures Entertainment (SPE),2020,0,5,5,52,2
Fatale,2016 lincoln mkx,2,lincoln mkx,lincoln mkx/nautilus,68,"$2,388,133",Lionsgate,2020,0,1,1,68,2
Bill & Ted Face the Music,2015 lincoln navigator l,2,lincoln navigator,lincoln navigator,60,"$3,498,714",United Artists Releasing,2020,0,2,2,60,2
Vanguard,1998 lincoln town car stretched limousine,3,lincoln town car,lincoln town car,99,"$793,525",Gravitas Ventures,2020,1,7,8,99,3
Bloodshot,2007 maserati granturismo,1,maserati granturismo,maserati granturismo,41,"$10,021,787",Sony Pictures Entertainment (SPE),2020,0,1,1,41,1
Sonic the Hedgehog,2011 mazda 2,1,mazda 2,mazda 2,3,"$146,066,470",Paramount Pictures,2020,0,1,1,3,1
The Invisible Man,2004 mazda 3,2,mazda 3,mazda 3,9,"$64,914,050",Universal Pictures,2020,0,4,4,9,2
Sonic the Hedgehog,2016 mazda cx-3,1,mazda cx-3,mazda cx-3,3,"$146,066,470",Paramount Pictures,2020,0,2,2,3,1
Honest Thief,2016 mazda cx-5,1,mazda cx-5,mazda cx-5,32,"$14,163,574",Open Road Films (II),2020,0,1,1,32,1
Honest Thief,2001 mazda tribute,1,mazda tribute,mazda tribute,32,"$14,163,574",Open Road Films (II),2020,0,1,1,32,1
Tenet,2003 mercedes-benz actros [mp2],3,mercedes-benz a,mercedes-benz a-class,14,"$46,299,000",Warner Bros.,2020,1,1,2,14,3
The Rhythm Section,2014 mercedes-benz c-klasse [w205],3,mercedes-benz c,mercedes-benz c-class,50,"$5,437,971",Paramount Pictures,2020,1,4,5,50,3
Fatale,2014 mercedes-benz cla 250 [c117],1,mercedes-benz cla,mercedes-benz cla-class,68,"$2,388,133",Lionsgate,2020,0,1,1,68,1
Unhinged,2004 mercedes-benz clk [a209],1,mercedes-benz clk,mercedes-benz clk-class,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
The Gentlemen,2000 mercedes-benz e 200 [w210],2,mercedes-benz e,mercedes-benz e-class,16,"$36,471,397",STX Entertainment,2020,0,8,8,16,2
Wonder Woman 1984,1990 mercedes-benz g-klasse [w463],3,mercedes-benz g,mercedes-benz g-class,29,"$16,700,000",Warner Bros.,2020,2,5,7,29,3
Bad Boys for Life,2016 mercedes-benz gle [w166],1,mercedes-benz gle,mercedes-benz gle-class,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,1,1,1,1
The Gentlemen,2014 mercedes-benz ml 250 [w166],3,mercedes-benz m,mercedes-benz m-class,16,"$36,471,397",STX Entertainment,2020,1,0,1,16,3
Parasite,2018 mercedes-benz s-klasse [w222],4,mercedes-benz s,mercedes-benz s-class,19,"$30,736,060",Neon,2020,3,3,6,19,4
Mafia Inc,mercedes-benz sl [r107],2,mercedes-benz sl,mercedes-benz sl-class,92,"$889,863",Entertainment One,2020,0,5,5,92,2
Vanguard,2010 mercedes-benz sls amg [c197],3,mercedes-benz sls amg,mercedes-benz sls amg,99,"$793,525",Gravitas Ventures,2020,1,1,2,99,3
Vanguard,2006 mercedes-benz sprinter [w906],3,mercedes-benz sprinter,mercedes-benz sprinter,99,"$793,525",Gravitas Ventures,2020,1,5,6,99,3
A Beautiful Day in the Neighborhood,1998 mercury grand marquis,2,mercury grand marquis,mercury grand marquis,52,"$4,997,062",Sony Pictures Entertainment (SPE),2020,0,4,4,52,2
Bad Boys for Life,2002 mercury mountaineer,1,mercury mountaineer,mercury mountaineer,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,1,1,1,1
Mafia Inc,1994 mercury sable,2,mercury sable,mercury sable,92,"$889,863",Entertainment One,2020,0,3,3,92,2
Parasite,2014 mini cooper,2,mini cooper,mini cooper,19,"$30,736,060",Neon,2020,0,1,1,19,2
Tenet,mini countryman cooper,1,mini countryman,mini countryman,14,"$46,299,000",Warner Bros.,2020,0,1,1,14,1
Unhinged,2009 mitsubishi endeavor,1,mitsubishi endeavor,mitsubishi endeavor,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
Birds of Prey,2002 mitsubishi galant,1,mitsubishi galant,mitsubishi galant,6,"$84,158,461",Warner Bros.,2020,0,1,1,6,1
Wonder Woman 1984,1979 mitsubishi lancer,1,mitsubishi lancer,mitsubishi lancer,29,"$16,700,000",Warner Bros.,2020,0,2,2,29,1
Jay and Silent Bob Reboot,2017 mitsubishi mirage,1,mitsubishi mirage,mitsubishi mirage,94,"$857,744",Saban Films,2020,0,1,1,94,1
Unhinged,2018 mitsubishi outlander sport,1,mitsubishi outlander sport,mitsubishi outlander sport,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
Bad Boys for Life,2003 nissan 350z,1,nissan 350z,nissan 370z/350z,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,2,2,1,1
The Assistant,2016 nissan altima,2,nissan altima,nissan altima,84,"$1,100,313",Bleecker Street Media,2020,0,7,7,84,2
Vanguard,2008 nissan armada,2,nissan armada,nissan armada,99,"$793,525",Gravitas Ventures,2020,0,2,2,99,2
Unhinged,2009 nissan cube,1,nissan cube,nissan cube,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
The Gentlemen,nissan gt-r,1,nissan gt-r,nissan gt-r,16,"$36,471,397",STX Entertainment,2020,0,1,1,16,1
Bad Boys for Life,2012 nissan maxima,1,nissan maxima,nissan maxima,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,4,4,1,1
Bad Boys for Life,2003 nissan murano,1,nissan murano,nissan murano,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,4,4,1,1
The War with Grandpa,2013 nissan pathfinder,3,nissan pathfinder,nissan pathfinder,27,"$18,702,194",101 Studios,2020,1,5,6,27,3
Bad Boys for Life,2004 nissan quest,3,nissan quest,nissan quest,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,1,0,1,1,3
Bad Boys for Life,2017 nissan rogue,1,nissan rogue,nissan rogue,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,5,5,1,1
Bad Boys for Life,2016 nissan sentra,1,nissan sentra,nissan sentra,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,12,12,1,1
Jay and Silent Bob Reboot,2017 nissan versa note,3,nissan versa,nissan versa,94,"$857,744",Saban Films,2020,1,3,4,94,3
The War with Grandpa,2008 pontiac g6,1,pontiac g6,pontiac g6,27,"$18,702,194",101 Studios,2020,0,1,1,27,1
Bad Boys for Life,2004 pontiac grand prix,1,pontiac grand prix,pontiac grand prix,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,2,2,1,1
Parasite,2017 porsche 718 boxster [982],1,porsche 718,porsche 718,19,"$30,736,060",Neon,2020,0,1,1,19,1
Bad Boys for Life,2020 porsche 911 carrera 4s [992],4,porsche 911,porsche 911,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,2,3,5,1,4
Bill & Ted Face the Music,1997 porsche boxster [986],1,porsche boxster,porsche boxster,60,"$3,498,714",United Artists Releasing,2020,0,1,1,60,1
Uncut Gems,2003 porsche cayenne [955],2,porsche cayenne,porsche cayenne,21,"$25,789,956",A24,2020,0,5,5,21,2
Like a Boss,porsche panamera [970],1,porsche panamera,porsche panamera,23,"$22,169,514",Paramount Pictures,2020,0,1,1,23,1
Uncut Gems,2008 saab 9-3,1,saab 9-3,saab 9-3,21,"$25,789,956",A24,2020,0,1,1,21,1
Tenet,2010 saab 9-5,3,saab 9-5,saab 9-5,14,"$46,299,000",Warner Bros.,2020,1,0,1,14,3
Unhinged,2007 saturn aura,2,saturn aura,saturn aura,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,2
Relic,2009 subaru forester,3,subaru forester,subaru forester,86,"$1,046,653",IFC Films,2020,1,4,5,86,3
The Invisible Man,2007 subaru impreza,1,subaru impreza,subaru impreza/wrx/wrx sti,9,"$64,914,050",Universal Pictures,2020,0,3,3,9,1
Honest Thief,2017 subaru legacy,1,subaru legacy,subaru legacy,32,"$14,163,574",Open Road Films (II),2020,0,1,1,32,1
Unhinged,2000 subaru outback,1,subaru outback,subaru outback,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
Tenet,subaru wrx sti,2,subaru wrx,subaru impreza/wrx/wrx sti,14,"$46,299,000",Warner Bros.,2020,0,2,2,14,2
Bad Boys for Life,2016 tesla model x,2,tesla model x,tesla model x,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,2,2,1,2
Richard Jewell,1996 toyota 4runner,3,toyota 4runner,toyota 4runner,54,"$4,523,325",Warner Bros.,2020,1,2,3,54,3
My Hero Academia: Heroes Rising,toyota 86,2,toyota 86,toyota 86/scion fr-s,33,"$13,651,826",FUNimation Entertainment,2020,0,1,1,33,2
Birds of Prey,1998 toyota avalon,1,toyota avalon,toyota avalon,6,"$84,158,461",Warner Bros.,2020,0,3,3,6,1
The Invisible Man,2017 toyota c-hr,1,toyota c-hr,toyota c-hr,9,"$64,914,050",Universal Pictures,2020,0,1,1,9,1
The Grudge,2000 toyota camry,3,toyota camry,toyota camry,24,"$21,221,803",Sony Pictures Entertainment (SPE),2020,1,15,16,24,3
Just Mercy,1986 toyota corolla,2,toyota corolla,toyota corolla/matrix,17,"$35,733,621",Warner Bros.,2020,0,15,15,17,2
Vanguard,2008 toyota fj cruiser,1,toyota fj cruiser,toyota fj cruiser,99,"$793,525",Gravitas Ventures,2020,0,1,1,99,1
The Tax Collector,2001 toyota highlander,1,toyota highlander,toyota highlander,87,"$1,044,212",RLJE Films,2020,0,3,3,87,1
Birds of Prey,1995 toyota land cruiser,1,toyota land cruiser,toyota land cruiser,6,"$84,158,461",Warner Bros.,2020,0,3,3,6,1
Unhinged,2010 toyota prius iii,2,toyota prius,toyota prius,25,"$20,831,465",Solstice Studios,2020,0,7,7,25,2
Tenet,2019 toyota rav4,2,toyota rav4,toyota rav4,14,"$46,299,000",Warner Bros.,2020,0,10,10,14,2
Unhinged,2011 toyota sienna,3,toyota sienna,toyota sienna,25,"$20,831,465",Solstice Studios,2020,1,1,2,25,3
Just Mercy,1986 toyota supra,1,toyota supra,toyota supra,17,"$35,733,621",Warner Bros.,2020,0,2,2,17,1
Sonic the Hedgehog,2016 toyota tacoma,4,toyota tacoma,toyota tacoma,3,"$146,066,470",Paramount Pictures,2020,1,0,1,3,4
Knives Out,2000 toyota tundra,1,toyota tundra,toyota tundra,12,"$49,651,655",Lionsgate,2020,0,5,5,12,1
Unhinged,2012 volkswagen beetle [typ 5c],1,volkswagen beetle,volkswagen beetle,25,"$20,831,465",Solstice Studios,2020,0,1,1,25,1
Sonic the Hedgehog,volkswagen golf vi [typ 5k],1,volkswagen golf,volkswagen golf/gti/r/sportwagen alltrack,3,"$146,066,470",Paramount Pictures,2020,0,1,1,3,1
Bad Boys for Life,2008 volkswagen jetta a4 [typ 1j],2,volkswagen jetta,volkswagen jetta,1,"$204,417,855",Sony Pictures Entertainment (SPE),2020,0,7,7,1,2
Tenet,2015 volkswagen passat b8 [typ 3g],1,volkswagen passat,volkswagen passat,14,"$46,299,000",Warner Bros.,2020,0,2,2,14,1
The Invisible Man,2017 volkswagen tiguan ii [typ ad1],1,volkswagen tiguan,volkswagen tiguan,9,"$64,914,050",Universal Pictures,2020,0,3,3,9,1
The Rhythm Section,2004 volvo s40,1,volvo s40,volvo s40,50,"$5,437,971",Paramount Pictures,2020,0,1,1,50,1
