Release,Car,Stars,Vehicle,Vehicle Original,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
G.I. Joe: Retaliation,2010 chevrolet avalanche,3,chevrolet avalanche,chevrolet avalanche,22,"$122,523,060",Paramount Pictures,2013,1,2,3,22,3
Grown Ups 2,2011 chevrolet aveo,1,chevrolet aveo,chevrolet aveo,20,"$133,668,525",Sony Pictures Entertainment (SPE),2013,0,3,3,20,1
Grown Ups 2,2011 chevrolet camaro,2,chevrolet camaro,chevrolet camaro,20,"$133,668,525",Sony Pictures Entertainment (SPE),2013,0,6,6,20,2
The Heat,2011 chevrolet caprice ppv,2,chevrolet caprice ppv,chevrolet caprice ppv,15,"$159,582,188",Twentieth Century Fox,2013,0,1,1,15,2
Last Vegas,2005 chevrolet cobalt,1,chevrolet cobalt,chevrolet cobalt,58,"$62,791,595",CBS Films,2013,0,3,3,58,1
World War Z,2010 chevrolet colorado,1,chevrolet colorado,chevrolet colorado,12,"$202,359,711",Paramount Pictures,2013,0,2,2,12,1
Turbo,2014 chevrolet corvette stingray c7,2,chevrolet corvette,chevrolet corvette,43,"$83,028,128",Twentieth Century Fox,2013,0,3,3,43,2
Iron Man 3,2011 chevrolet cruze,1,chevrolet cruze,chevrolet cruze,1,"$409,013,994",Walt Disney Studios Motion Pictures,2013,0,5,5,1,1
Man of Steel,1996 chevrolet express,2,chevrolet express,chevrolet express,4,"$291,045,518",Warner Bros.,2013,0,4,4,4,2
Identity Thief,2006 chevrolet hhr,1,chevrolet hhr,chevrolet hhr,19,"$134,506,920",Universal Pictures,2013,0,2,2,19,1
The Heat,2010 chevrolet impala,3,chevrolet impala,chevrolet impala,15,"$159,582,188",Twentieth Century Fox,2013,4,22,26,15,3
Now You See Me,2010 chevrolet malibu,3,chevrolet malibu,chevrolet malibu,23,"$117,723,989",Lionsgate,2013,1,6,7,23,3
The Hangover Part III,2001 chevrolet silverado,1,chevrolet silverado,chevrolet silverado,26,"$112,200,072",Warner Bros.,2013,0,3,3,26,1
The Call,2012 chevrolet sonic,2,chevrolet sonic,chevrolet sonic,68,"$51,872,378",TriStar Pictures,2013,0,1,1,68,2
White House Down,2007 chevrolet suburban,3,chevrolet suburban,chevrolet suburban,47,"$73,103,784",Sony Pictures Entertainment (SPE),2013,1,14,15,47,3
Kick-Ass 2,2007 chevrolet tahoe,3,chevrolet tahoe,chevrolet tahoe,97,"$28,795,985",Universal Pictures,2013,1,9,10,97,3
Olympus Has Fallen,2005 chevrolet trailblazer,1,chevrolet trailblazer,chevrolet trailblazer,33,"$98,925,640",FilmDistrict,2013,0,5,5,33,1
Turbo,2013 chevrolet traverse,2,chevrolet traverse,chevrolet traverse,43,"$83,028,128",Twentieth Century Fox,2013,0,4,4,43,2
White House Down,2011 chrysler 200,3,chrysler 200,chrysler 200,47,"$73,103,784",Sony Pictures Entertainment (SPE),2013,2,7,9,47,3
2 Guns,2012 chrysler 300,3,chrysler 300,chrysler 300,45,"$75,612,460",Universal Pictures,2013,1,3,4,45,3
World War Z,2004 chrysler pacifica,1,chrysler pacifica,chrysler pacifica,12,"$202,359,711",Paramount Pictures,2013,0,1,1,12,1
World War Z,2001 chrysler pt cruiser,1,chrysler pt cruiser,chrysler pt cruiser,12,"$202,359,711",Paramount Pictures,2013,0,2,2,12,1
The Internship,2008 chrysler sebring convertible,3,chrysler sebring,chrysler sebring,74,"$44,672,764",Twentieth Century Fox,2013,1,2,3,74,3
The Hangover Part III,2008 chrysler town & country,4,chrysler town & country,chrysler town & country,26,"$112,200,072",Warner Bros.,2013,1,4,5,26,4
Man of Steel,1995 dodge avenger,1,dodge avenger,dodge avenger,4,"$291,045,518",Warner Bros.,2013,0,3,3,4,1
The Best Man Holiday,2007 dodge caliber,1,dodge caliber,dodge caliber,51,"$70,313,550",Universal Pictures,2013,0,1,1,51,1
2 Guns,1970 dodge challenger,4,dodge challenger,dodge challenger,45,"$75,612,460",Universal Pictures,2013,3,0,3,45,4
Fast & Furious 6,1969 dodge charger,4,dodge charger,dodge charger,8,"$238,679,850",Universal Pictures,2013,4,16,20,8,4
Man of Steel,1991 dodge dakota,1,dodge dakota,dodge dakota,4,"$291,045,518",Warner Bros.,2013,0,4,4,4,1
Elysium,1980 dodge dart,1,dodge dart,dodge dart,37,"$93,050,117",TriStar Pictures,2013,0,3,3,37,1
Man of Steel,2011 dodge durango,1,dodge durango,dodge durango,4,"$291,045,518",Warner Bros.,2013,0,3,3,4,1
Prisoners,2003 dodge grand caravan,3,dodge grand caravan,dodge grand caravan,60,"$61,002,302",Warner Bros.,2013,1,9,10,60,3
Prisoners,2007 dodge nitro,1,dodge nitro,dodge nitro,60,"$61,002,302",Warner Bros.,2013,0,1,1,60,1
2 Guns,2002 dodge ram,3,dodge ram,dodge ram,45,"$75,612,460",Universal Pictures,2013,2,9,11,45,3
Identity Thief,2013 fiat 500,3,fiat 500,fiat 500,19,"$134,506,920",Universal Pictures,2013,1,6,7,19,3
Prisoners,2000 ford crown victoria,4,ford crown victoria,ford crown victoria,60,"$61,002,302",Warner Bros.,2013,3,70,73,60,4
Identity Thief,2003 ford e-series,3,ford e-,ford e-series,19,"$134,506,920",Universal Pictures,2013,2,15,17,19,3
2 Guns,2011 ford edge,2,ford edge,ford edge,45,"$75,612,460",Universal Pictures,2013,0,1,1,45,2
World War Z,2001 ford escape,1,ford escape,ford escape,12,"$202,359,711",Paramount Pictures,2013,0,8,8,12,1
Snitch,2009 ford expedition gen.3,2,ford expedition,ford expedition,78,"$42,930,462",Lionsgate,2013,0,3,3,78,2
Olympus Has Fallen,1995 ford explorer,2,ford explorer,ford explorer,33,"$98,925,640",FilmDistrict,2013,0,10,10,33,2
Prisoners,1997 ford f-150,4,ford f-,ford f-series,60,"$61,002,302",Warner Bros.,2013,2,27,29,60,4
Zero Dark Thirty,2011 ford fiesta classic,1,ford fiesta,ford fiesta,35,"$94,277,984",Sony Pictures Entertainment (SPE),2013,0,3,3,35,1
Mama,2012 ford focus,2,ford focus,ford focus,48,"$71,628,180",Universal Pictures,2013,0,15,15,48,2
A Good Day to Die Hard,2006 ford fusion,1,ford fusion,ford fusion,54,"$67,349,198",Twentieth Century Fox,2013,0,3,3,54,1
Fast & Furious 6,1969 ford mustang,3,ford mustang,ford mustang,8,"$238,679,850",Universal Pictures,2013,1,18,19,8,3
The Heat,1993 ford ranger,1,ford ranger,ford ranger,15,"$159,582,188",Twentieth Century Fox,2013,0,3,3,15,1
Identity Thief,2008 ford taurus,4,ford taurus,ford taurus,19,"$134,506,920",Universal Pictures,2013,1,17,18,19,4
Fast & Furious 6,2000 ford transit mkiv,1,ford transit,ford transit,8,"$238,679,850",Universal Pictures,2013,0,5,5,8,1
Jack Reacher,2010 ford transit connect,3,ford transit connect,ford transit connect,89,"$32,520,094",Paramount Pictures,2013,1,2,3,89,3
Now You See Me,2007 gmc acadia,1,gmc acadia,gmc acadia,23,"$117,723,989",Lionsgate,2013,0,2,2,23,1
The Hangover Part III,2004 gmc envoy,1,gmc envoy,gmc envoy,26,"$112,200,072",Warner Bros.,2013,0,2,2,26,1
Elysium,2009 gmc sierra hybrid,3,gmc sierra,gmc sierra,37,"$93,050,117",TriStar Pictures,2013,1,2,3,37,3
Prisoners,2010 gmc terrain,1,gmc terrain,gmc terrain,60,"$61,002,302",Warner Bros.,2013,0,2,2,60,1
Parental Guidance,2010 gmc yukon hybrid,3,gmc yukon,gmc yukon,77,"$43,273,946",Twentieth Century Fox,2013,1,2,3,77,3
A Good Day to Die Hard,2001 gmc yukon xl denali,1,gmc yukon xl,gmc yukon xl,54,"$67,349,198",Twentieth Century Fox,2013,0,1,1,54,1
Blue Jasmine,1994 honda accord,2,honda accord,honda accord,88,"$33,021,046",Sony Pictures Classics,2013,0,14,14,88,2
Planes,2009 honda civic,2,honda civic,honda civic,39,"$90,288,712",Walt Disney Studios Motion Pictures,2013,0,17,17,39,2
This Is the End,2010 honda cr-v,1,honda cr-v,honda cr-v,31,"$101,470,202",Sony Pictures Entertainment (SPE),2013,0,12,12,31,1
This Is 40,2007 honda element,1,honda element,honda element,98,"$28,592,545",Universal Pictures,2013,0,1,1,98,1
We're the Millers,2009 honda fit,1,honda fit,honda fit,16,"$150,394,119",Warner Bros.,2013,0,1,1,16,1
Blue Jasmine,1999 honda odyssey,2,honda odyssey,honda odyssey,88,"$33,021,046",Sony Pictures Classics,2013,0,2,2,88,2
The Heat,2006 honda pilot,1,honda pilot,honda pilot,15,"$159,582,188",Twentieth Century Fox,2013,0,3,3,15,1
Snitch,2006 hummer h2 sut,3,hummer h2,hummer h2,78,"$42,930,462",Lionsgate,2013,1,2,3,78,3
Grown Ups 2,1998 hyundai accent,1,hyundai accent,hyundai accent,20,"$133,668,525",Sony Pictures Entertainment (SPE),2013,0,6,6,20,1
World War Z,2004 hyundai elantra,1,hyundai elantra,hyundai elantra,12,"$202,359,711",Paramount Pictures,2013,0,5,5,12,1
The Hangover Part III,2005 hyundai santa fe,1,hyundai santa fe,hyundai santa fe,26,"$112,200,072",Warner Bros.,2013,0,2,2,26,1
Last Vegas,2011 hyundai sonata,2,hyundai sonata,hyundai sonata,58,"$62,791,595",CBS Films,2013,0,6,6,58,2
Silver Linings Playbook,2007 hyundai veracruz,1,hyundai veracruz,hyundai veracruz,29,"$103,633,972",The Weinstein Company,2013,0,1,1,29,1
This Is the End,2009 infiniti fx,1,infiniti fx,infiniti qx70/fx,31,"$101,470,202",Sony Pictures Entertainment (SPE),2013,0,1,1,31,1
This Is the End,2010 infiniti g,3,infiniti g,infiniti g,31,"$101,470,202",Sony Pictures Entertainment (SPE),2013,1,5,6,31,3
The Wolf of Wall Street,1986 jaguar xj-s [xj27],2,jaguar xj,jaguar xj,80,"$41,448,935",Paramount Pictures,2013,0,4,4,80,2
Gangster Squad,1949 jaguar xk 120,2,jaguar xk,jaguar xk,71,"$46,000,903",Warner Bros.,2013,0,3,3,71,2
Safe Haven,1995 jeep cherokee,4,jeep cherokee,jeep cherokee,49,"$71,349,120",Relativity Media,2013,1,3,4,49,4
A Good Day to Die Hard,1999 jeep grand cherokee,2,jeep grand cherokee,jeep grand cherokee,54,"$67,349,198",Twentieth Century Fox,2013,0,12,12,54,2
World War Z,2002 jeep liberty,1,jeep liberty,jeep liberty,12,"$202,359,711",Paramount Pictures,2013,0,5,5,12,1
Silver Linings Playbook,2007 jeep patriot,1,jeep patriot,jeep patriot,29,"$103,633,972",The Weinstein Company,2013,0,2,2,29,1
Evil Dead,1987 jeep wrangler,3,jeep wrangler,jeep wrangler,65,"$54,239,856",TriStar Pictures,2013,1,1,2,65,3
Identity Thief,2004 kia amanti,1,kia amanti,kia amanti,19,"$134,506,920",Universal Pictures,2013,0,2,2,19,1
We're the Millers,2010 kia forte,1,kia forte,kia forte,16,"$150,394,119",Warner Bros.,2013,0,3,3,16,1
2 Guns,2005 kia optima,1,kia optima,kia optima,45,"$75,612,460",Universal Pictures,2013,0,3,3,45,1
Grown Ups 2,2007 kia rio5,1,kia rio,kia rio,20,"$133,668,525",Sony Pictures Entertainment (SPE),2013,0,3,3,20,1
2 Guns,2007 kia rondo,1,kia rondo,kia rondo,45,"$75,612,460",Universal Pictures,2013,0,1,1,45,1
Pacific Rim,2012 kia soul,1,kia soul,kia soul,30,"$101,802,906",Warner Bros.,2013,0,1,1,30,1
Man of Steel,2002 kia spectra,1,kia spectra,kia spectra,4,"$291,045,518",Warner Bros.,2013,0,1,1,4,1
The Heat,1998 kia sportage,1,kia sportage,kia sportage,15,"$159,582,188",Twentieth Century Fox,2013,0,4,4,15,1
RED 2,1989 land-rover defender 110 station wagon,2,land-rover defender,land rover defender,66,"$53,262,560",Lionsgate,2013,0,2,2,66,2
Captain Phillips,2003 land-rover discovery series ii,1,land-rover discovery ,land rover discovery ,28,"$104,638,057",Sony Pictures Entertainment (SPE),2013,0,2,2,28,1
Fast & Furious 6,2002 land-rover range rover series iii,3,land-rover range rover,land rover range rover,8,"$238,679,850",Universal Pictures,2013,3,7,10,8,3
Fast & Furious 6,2005 land-rover range rover sport,2,land-rover range rover sport,land rover range rover sport,8,"$238,679,850",Universal Pictures,2013,0,3,3,8,2
Side Effects,2005 lexus es 330,2,lexus es,lexus es/es350,91,"$32,172,757",Open Road Films (II),2013,0,4,4,91,2
Now You See Me,2000 lexus gs 300,1,lexus gs,lexus gs,23,"$117,723,989",Lionsgate,2013,0,2,2,23,1
The Hangover Part III,2001 lexus is 300,1,lexus is,lexus is,26,"$112,200,072",Warner Bros.,2013,0,3,3,26,1
Silver Linings Playbook,2010 lexus ls 460,2,lexus ls,lexus ls,29,"$103,633,972",The Weinstein Company,2013,0,2,2,29,2
The Best Man Holiday,2013 lexus lx 570,4,lexus lx,lexus lx/lx570,51,"$70,313,550",Universal Pictures,2013,1,0,1,51,4
This Is 40,2008 lexus rx 350,3,lexus rx,lexus rx,98,"$28,592,545",Universal Pictures,2013,1,1,2,98,3
This Is the End,2003 lincoln aviator,1,lincoln aviator,lincoln aviator,31,"$101,470,202",Sony Pictures Entertainment (SPE),2013,0,1,1,31,1
Saving Mr. Banks,1965 lincoln continental executive limousine,3,lincoln continental,lincoln continental,76,"$44,087,469",Walt Disney Studios Motion Pictures,2013,1,5,6,76,3
The Best Man Holiday,2011 lincoln mkx,1,lincoln mkx,lincoln mkx/nautilus,51,"$70,313,550",Universal Pictures,2013,0,1,1,51,1
The Hangover Part III,2003 lincoln town car stretched limousine,4,lincoln town car,lincoln town car,26,"$112,200,072",Warner Bros.,2013,3,18,21,26,4
A Good Day to Die Hard,maserati quattroporte v,2,maserati quattroporte,maserati quattroporte,54,"$67,349,198",Twentieth Century Fox,2013,0,1,1,54,2
Kick-Ass 2,2011 mazda 2,1,mazda 2,mazda 2,97,"$28,795,985",Universal Pictures,2013,0,1,1,97,1
Fast & Furious 6,1990 mazda 323 f,2,mazda 3,mazda 3,8,"$238,679,850",Universal Pictures,2013,0,5,5,8,2
Pacific Rim,2009 mazda 6,1,mazda 6,mazda 6,30,"$101,802,906",Warner Bros.,2013,0,3,3,30,1
Olympus Has Fallen,2013 mazda cx-5,1,mazda cx-5,mazda cx-5,33,"$98,925,640",FilmDistrict,2013,0,2,2,33,1
This Is the End,2007 mazda cx-7,1,mazda cx-7,mazda cx-7,31,"$101,470,202",Sony Pictures Entertainment (SPE),2013,0,1,1,31,1
Kick-Ass 2,2004 mazda rx-8,1,mazda rx-8,mazda rx-8,97,"$28,795,985",Universal Pictures,2013,0,1,1,97,1
Now You See Me,1996 mercedes-benz actros [mp1],2,mercedes-benz a,mercedes-benz a-class,23,"$117,723,989",Lionsgate,2013,0,5,5,23,2
Jack Reacher,2011 mercedes-benz c 250 cdi [c204],3,mercedes-benz c,mercedes-benz c-class,89,"$32,520,094",Paramount Pictures,2013,1,9,10,89,3
Thor: The Dark World,1997 mercedes-benz clk [c208],1,mercedes-benz clk,mercedes-benz clk-class,11,"$202,651,732",Walt Disney Studios Motion Pictures,2013,0,2,2,11,1
A Good Day to Die Hard,2011 mercedes-benz cls [c218],2,mercedes-benz cls,mercedes-benz cls-class,54,"$67,349,198",Twentieth Century Fox,2013,0,4,4,54,2
The Hangover Part III,2011 mercedes-benz e 350 [a207],3,mercedes-benz e,mercedes-benz e-class,26,"$112,200,072",Warner Bros.,2013,2,9,11,26,3
Fast & Furious 6,1979 mercedes-benz g-klasse [w460],3,mercedes-benz g,mercedes-benz g-class,8,"$238,679,850",Universal Pictures,2013,3,1,4,8,3
Olympus Has Fallen,2011 mercedes-benz gl 450 [x164],2,mercedes-benz gl,mercedes-benz gl-class,33,"$98,925,640",FilmDistrict,2013,0,4,4,33,2
Man of Steel,2009 mercedes-benz ml [w164],1,mercedes-benz m,mercedes-benz m-class,4,"$291,045,518",Warner Bros.,2013,0,4,4,4,1
Mama,2000 mercedes-benz s-klasse [w220],3,mercedes-benz s,mercedes-benz s-class,48,"$71,628,180",Universal Pictures,2013,2,11,13,48,3
Anchorman 2: The Legend Continues,mercedes-benz sl [r107],2,mercedes-benz sl,mercedes-benz sl-class,38,"$90,579,768",Paramount Pictures,2013,0,6,6,38,2
RED 2,2010 mercedes-benz sls amg [c197],2,mercedes-benz sls amg,mercedes-benz sls amg,66,"$53,262,560",Lionsgate,2013,0,3,3,66,2
A Good Day to Die Hard,2007 mercedes-benz sprinter [w906],3,mercedes-benz sprinter,mercedes-benz sprinter,54,"$67,349,198",Twentieth Century Fox,2013,1,4,5,54,3
A Good Day to Die Hard,2004 mercedes-benz vito [w639],1,mercedes-benz vito,mercedes-benz metris/vito,54,"$67,349,198",Twentieth Century Fox,2013,0,1,1,54,1
Last Vegas,2006 mercury grand marquis,2,mercury grand marquis,mercury grand marquis,58,"$62,791,595",CBS Films,2013,0,6,6,58,2
Side Effects,2006 mercury mariner hybrid,2,mercury mariner,mercury mariner,91,"$32,172,757",Open Road Films (II),2013,0,2,2,91,2
Snitch,2001 mercury sable,3,mercury sable,mercury sable,78,"$42,930,462",Lionsgate,2013,1,2,3,78,3
Instructions Not Included,2010 mini cooper cabrio,3,mini cooper,mini cooper,75,"$44,467,206",Lionsgate,2013,1,7,8,75,3
The Mortal Instruments: City of Bones,mini cooper clubman,1,mini cooper clubman,mini cooper clubman,94,"$31,165,421",Screen Gems,2013,0,1,1,94,1
A Good Day to Die Hard,1993 mitsubishi galant,1,mitsubishi galant,mitsubishi galant,54,"$67,349,198",Twentieth Century Fox,2013,0,3,3,54,1
Fast & Furious 6,2006 mitsubishi lancer evolution ix,2,mitsubishi lancer,mitsubishi lancer,8,"$238,679,850",Universal Pictures,2013,0,3,3,8,2
Thor: The Dark World,2003 nissan 350z,1,nissan 350z,nissan 370z/350z,11,"$202,651,732",Walt Disney Studios Motion Pictures,2013,0,2,2,11,1
Fast & Furious 6,2009 nissan 370z,1,nissan 370z,nissan 370z/350z,8,"$238,679,850",Universal Pictures,2013,0,1,1,8,1
Blue Jasmine,2007 nissan altima hybrid,2,nissan altima,nissan altima,88,"$33,021,046",Sony Pictures Classics,2013,0,4,4,88,2
The Wolverine,2004 nissan cube,1,nissan cube,nissan cube,21,"$132,556,852",Twentieth Century Fox,2013,0,1,1,21,1
Jack Reacher,2005 nissan frontier,1,nissan frontier,nissan frontier,89,"$32,520,094",Paramount Pictures,2013,0,1,1,89,1
Fast & Furious 6,2011 nissan gt-r,3,nissan gt-r,nissan gt-r,8,"$238,679,850",Universal Pictures,2013,2,1,3,8,3
Parental Guidance,2011 nissan leaf,3,nissan leaf,nissan leaf,77,"$43,273,946",Twentieth Century Fox,2013,1,0,1,77,3
Man of Steel,2000 nissan maxima,1,nissan maxima,nissan maxima,4,"$291,045,518",Warner Bros.,2013,0,3,3,4,1
Identity Thief,2009 nissan murano,1,nissan murano,nissan murano,19,"$134,506,920",Universal Pictures,2013,0,4,4,19,1
Scary Movie V,2012 nissan nv 2500 hd,1,nissan nv,nissan nv,92,"$32,015,787",-,2013,0,1,1,92,1
Zero Dark Thirty,1993 nissan pathfinder,2,nissan pathfinder,nissan pathfinder,35,"$94,277,984",Sony Pictures Entertainment (SPE),2013,0,4,4,35,2
Instructions Not Included,2011 nissan quest,1,nissan quest,nissan quest,75,"$44,467,206",Lionsgate,2013,0,1,1,75,1
R.I.P.D.,2010 nissan rogue,1,nissan rogue,nissan rogue,87,"$33,618,855",Universal Pictures,2013,0,1,1,87,1
World War Z,2000 nissan sentra,1,nissan sentra,nissan sentra,12,"$202,359,711",Paramount Pictures,2013,0,9,9,12,1
The Heat,2004 nissan titan,1,nissan titan,nissan titan,15,"$159,582,188",Twentieth Century Fox,2013,0,1,1,15,1
The Call,2007 nissan versa,2,nissan versa,nissan versa,68,"$51,872,378",TriStar Pictures,2013,0,7,7,68,2
Olympus Has Fallen,2000 nissan xterra,1,nissan xterra,nissan xterra,33,"$98,925,640",FilmDistrict,2013,0,1,1,33,1
Texas Chainsaw,2006 pontiac grand prix,2,pontiac grand prix,pontiac grand prix,86,"$34,341,945",Lionsgate,2013,0,5,5,86,2
Now You See Me,2009 pontiac vibe,1,pontiac vibe,pontiac vibe,23,"$117,723,989",Lionsgate,2013,0,1,1,23,1
We're the Millers,porsche 911 carrera cabrio [996],3,porsche 911,porsche 911,16,"$150,394,119",Warner Bros.,2013,3,5,8,16,3
Warm Bodies,1997 porsche boxster [986],2,porsche boxster,porsche boxster,55,"$66,380,662",Lionsgate,2013,0,3,3,55,2
Now You See Me,2011 porsche cayenne [958],1,porsche cayenne,porsche cayenne,23,"$117,723,989",Lionsgate,2013,0,4,4,23,1
The Purge,2010 porsche panamera [970],2,porsche panamera,porsche panamera,57,"$64,473,115",Universal Pictures,2013,0,2,2,57,2
World War Z,2003 saab 9-3,1,saab 9-3,saab 9-3,12,"$202,359,711",Paramount Pictures,2013,0,1,1,12,1
A Good Day to Die Hard,2002 saab 9-5,2,saab 9-5,saab 9-5,54,"$67,349,198",Twentieth Century Fox,2013,0,3,3,54,2
Grown Ups 2,2007 saturn aura,1,saturn aura,saturn aura,20,"$133,668,525",Sony Pictures Entertainment (SPE),2013,0,1,1,20,1
Parental Guidance,2008 saturn outlook,1,saturn outlook,saturn outlook,77,"$43,273,946",Twentieth Century Fox,2013,0,1,1,77,1
Silver Linings Playbook,2008 scion xd,1,scion xd,scion xd,29,"$103,633,972",The Weinstein Company,2013,0,1,1,29,1
This Is the End,smart fortwo,1,smart fortwo,smart fortwo,31,"$101,470,202",Sony Pictures Entertainment (SPE),2013,0,2,2,31,1
Fast & Furious 6,2013 subaru brz,1,subaru brz,subaru brz,8,"$238,679,850",Universal Pictures,2013,0,1,1,8,1
The Wolverine,2010 subaru forester,2,subaru forester,subaru forester,21,"$132,556,852",Twentieth Century Fox,2013,0,1,1,21,2
Fast & Furious 6,2009 subaru impreza wrx sti,1,subaru impreza,subaru impreza/wrx/wrx sti,8,"$238,679,850",Universal Pictures,2013,0,5,5,8,1
Zero Dark Thirty,1990 subaru legacy,3,subaru legacy,subaru legacy,35,"$94,277,984",Sony Pictures Entertainment (SPE),2013,1,7,8,35,3
Identity Thief,2000 subaru outback,3,subaru outback,subaru outback,19,"$134,506,920",Universal Pictures,2013,1,2,3,19,3
A Good Day to Die Hard,2006 suzuki grand vitara,1,suzuki grand vitara,suzuki grand vitara,54,"$67,349,198",Twentieth Century Fox,2013,0,1,1,54,1
We're the Millers,1999 toyota 4runner,1,toyota 4runner,toyota 4runner,16,"$150,394,119",Warner Bros.,2013,0,5,5,16,1
Pacific Rim,2007 toyota auris,1,toyota auris,toyota corolla im/auris/scion im,30,"$101,802,906",Warner Bros.,2013,0,1,1,30,1
The Call,2005 toyota camry,4,toyota camry,toyota camry,68,"$51,872,378",TriStar Pictures,2013,1,24,25,68,4
Zero Dark Thirty,2002 toyota corolla,3,toyota corolla,toyota corolla/matrix,35,"$94,277,984",Sony Pictures Entertainment (SPE),2013,2,17,19,35,3
RED 2,2007 toyota fj cruiser,1,toyota fj cruiser,toyota fj cruiser,66,"$53,262,560",Lionsgate,2013,0,2,2,66,1
Mama,2001 toyota highlander,3,toyota highlander,toyota highlander,48,"$71,628,180",Universal Pictures,2013,1,5,6,48,3
Anchorman 2: The Legend Continues,toyota land cruiser,1,toyota land cruiser,toyota land cruiser,38,"$90,579,768",Paramount Pictures,2013,0,1,1,38,1
Percy Jackson: Sea of Monsters,2009 toyota matrix,1,toyota matrix,toyota corolla/matrix,52,"$68,481,744",Twentieth Century Fox,2013,0,2,2,52,1
This Is the End,2012 toyota prius iii,3,toyota prius,toyota prius,31,"$101,470,202",Sony Pictures Entertainment (SPE),2013,1,14,15,31,3
The Heat,2006 toyota rav4,1,toyota rav4,toyota rav4,15,"$159,582,188",Twentieth Century Fox,2013,0,5,5,15,1
