Release,Car,Stars,Vehicle,Vehicle Original,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
Don't Breathe,1978 chevrolet camaro,3,chevrolet camaro,chevrolet camaro,33,"$89,217,875",Screen Gems,2016,2,4,6,33,3
Sisters,2006 chevrolet cobalt,2,chevrolet cobalt,chevrolet cobalt,76,"$37,921,265",Universal Pictures,2016,0,6,6,76,2
The Nice Guys,1978 chevrolet corvette c3,2,chevrolet corvette,chevrolet corvette,79,"$36,261,763",Warner Bros.,2016,0,4,4,79,2
Suicide Squad,2011 chevrolet cruze,1,chevrolet cruze,chevrolet cruze,9,"$325,100,054",Warner Bros.,2016,0,6,6,9,1
Deadpool,2010 chevrolet equinox,1,chevrolet equinox,chevrolet equinox,6,"$363,070,709",Twentieth Century Fox,2016,0,3,3,6,1
Manchester by the Sea,2001 chevrolet express,2,chevrolet express,chevrolet express,96,"$27,055,039",Roadside Attractions,2016,0,3,3,96,2
Jack Reacher: Never Go Back,2006 chevrolet hhr,1,chevrolet hhr,chevrolet hhr,55,"$58,546,937",Paramount Pictures,2016,0,1,1,55,1
Jason Bourne,2006 chevrolet impala,2,chevrolet impala,chevrolet impala,15,"$162,434,410",Universal Pictures,2016,0,24,24,15,2
Sisters,2013 chevrolet malibu,3,chevrolet malibu,chevrolet malibu,76,"$37,921,265",Universal Pictures,2016,1,9,10,76,3
Ride Along 2,2014 chevrolet silverado,3,chevrolet silverado,chevrolet silverado,32,"$91,221,830",Universal Pictures,2016,1,7,8,32,3
Deadpool,2012 chevrolet sonic,1,chevrolet sonic,chevrolet sonic,6,"$363,070,709",Twentieth Century Fox,2016,0,1,1,6,1
Ride Along 2,2013 chevrolet spark,1,chevrolet spark,chevrolet spark,32,"$91,221,830",Universal Pictures,2016,0,1,1,32,1
Deadpool,2007 chevrolet suburban,3,chevrolet suburban,chevrolet suburban,6,"$363,070,709",Twentieth Century Fox,2016,3,12,15,6,3
Ride Along 2,2007 chevrolet tahoe,3,chevrolet tahoe,chevrolet tahoe,32,"$91,221,830",Universal Pictures,2016,1,16,17,32,3
Jason Bourne,2002 chevrolet trailblazer,2,chevrolet trailblazer,chevrolet trailblazer,15,"$162,434,410",Universal Pictures,2016,0,2,2,15,2
Jason Bourne,2005 chevrolet uplander,1,chevrolet uplander,chevrolet uplander,15,"$162,434,410",Universal Pictures,2016,0,1,1,15,1
Jack Reacher: Never Go Back,2015 chrysler 200,3,chrysler 200,chrysler 200,55,"$58,546,937",Paramount Pictures,2016,2,9,11,55,3
Ride Along 2,2011 chrysler 300,3,chrysler 300,chrysler 300,32,"$91,221,830",Universal Pictures,2016,1,8,9,32,3
Bad Moms,2017 chrysler pacifica,3,chrysler pacifica,chrysler pacifica,25,"$113,257,297",STX Entertainment,2016,1,0,1,25,3
Jason Bourne,2004 chrysler pt cruiser,2,chrysler pt cruiser,chrysler pt cruiser,15,"$162,434,410",Universal Pictures,2016,0,3,3,15,2
Jack Reacher: Never Go Back,2001 chrysler sebring,2,chrysler sebring,chrysler sebring,55,"$58,546,937",Paramount Pictures,2016,0,5,5,55,2
Daddy's Home,2011 chrysler town & country,2,chrysler town & country,chrysler town & country,36,"$85,672,859",Paramount Pictures,2016,0,8,8,36,2
Bad Moms,1970 dodge challenger,4,dodge challenger,dodge challenger,25,"$113,257,297",STX Entertainment,2016,3,2,5,25,4
Batman v Superman: Dawn of Justice,2015 dodge charger,3,dodge charger,dodge charger,8,"$330,360,194",Warner Bros.,2016,3,22,25,8,3
The 5th Wave,1997 dodge dakota,2,dodge dakota,dodge dakota,83,"$34,916,787",Sony Pictures Entertainment (SPE),2016,0,4,4,83,2
Why Him?,2013 dodge dart,3,dodge dart,dodge dart,88,"$30,633,916",Twentieth Century Fox,2016,1,3,4,88,3
Batman v Superman: Dawn of Justice,2014 dodge durango,3,dodge durango,dodge durango,8,"$330,360,194",Warner Bros.,2016,2,5,7,8,3
Miracles from Heaven,1999 dodge grand caravan,2,dodge grand caravan,dodge grand caravan,52,"$61,705,123",TriStar Pictures,2016,0,5,5,52,2
Barbershop: The Next Cut,2009 dodge journey,1,dodge journey,dodge journey,61,"$54,030,051",Warner Bros.,2016,0,1,1,61,1
The Secret Life of Pets,2007 dodge nitro,1,dodge nitro,dodge nitro,4,"$368,384,330",Universal Pictures,2016,0,2,2,4,1
Nerve,1994 dodge ram,3,dodge ram,dodge ram,75,"$38,583,626",Lionsgate,2016,1,11,12,75,3
Inferno,2012 fiat 500,3,fiat 500,fiat 500,84,"$34,221,651",Sony Pictures Entertainment (SPE),2016,2,7,9,84,3
Inferno,2015 fiat 500x,3,fiat 500x,fiat 500x,84,"$34,221,651",Sony Pictures Entertainment (SPE),2016,2,0,2,84,3
Money Monster,2013 ford c-max hybrid,1,ford c-max,ford c-max,72,"$41,012,075",TriStar Pictures,2016,0,1,1,72,1
Deadpool,2000 ford crown victoria,3,ford crown victoria,ford crown victoria,6,"$363,070,709",Twentieth Century Fox,2016,4,50,54,6,3
Lights Out,2008 ford e-series,2,ford e-,ford e-series,45,"$67,268,835",Warner Bros.,2016,0,11,11,45,2
Office Christmas Party,2015 ford edge,2,ford edge,ford edge,63,"$49,815,176",Paramount Pictures,2016,0,1,1,63,2
The Secret Life of Pets,2008 ford escape,2,ford escape,ford escape,4,"$368,384,330",Universal Pictures,2016,0,7,7,4,2
Hell or High Water,1997 ford expedition gen.1,2,ford expedition,ford expedition,97,"$27,007,844",Lionsgate,2016,0,3,3,97,2
Central Intelligence,2006 ford explorer,3,ford explorer,ford explorer,22,"$127,440,871",Warner Bros.,2016,1,15,16,22,3
The Accountant,2011 ford f-150,4,ford f-,ford f-series,35,"$85,856,696",Warner Bros.,2016,8,35,43,35,4
Captain America: Civil War,2000 ford fiesta mkiv,1,ford fiesta,ford fiesta,3,"$408,084,349",Walt Disney Studios Motion Pictures,2016,0,5,5,3,1
Daddy's Home,2009 ford flex,4,ford flex,ford flex,36,"$85,672,859",Paramount Pictures,2016,1,3,4,36,4
Captain America: Civil War,2000 ford focus,2,ford focus,ford focus,3,"$408,084,349",Walt Disney Studios Motion Pictures,2016,0,14,14,3,2
Alvin and the Chipmunks: The Road Chip,2013 ford fusion,4,ford fusion,ford fusion,90,"$30,311,560",Twentieth Century Fox,2016,1,9,10,90,4
Daddy's Home,2015 ford mustang,3,ford mustang,ford mustang,36,"$85,672,859",Paramount Pictures,2016,2,14,16,36,3
Captain America: Civil War,1993 ford ranger,2,ford ranger,ford ranger,3,"$408,084,349",Walt Disney Studios Motion Pictures,2016,0,6,6,3,2
Joy,1994 ford taurus,3,ford taurus,ford taurus,93,"$28,141,138",Twentieth Century Fox,2016,2,9,11,93,3
The Conjuring 2,1971 ford transit mki,2,ford transit,ford transit,28,"$102,470,008",Warner Bros.,2016,0,9,9,28,2
My Big Fat Greek Wedding 2,2010 ford transit connect,2,ford transit connect,ford transit connect,54,"$59,689,605",Universal Pictures,2016,0,3,3,54,2
Batman v Superman: Dawn of Justice,2010 gmc acadia,1,gmc acadia,gmc acadia,8,"$330,360,194",Warner Bros.,2016,0,2,2,8,1
Jack Reacher: Never Go Back,2004 gmc canyon,2,gmc canyon,gmc canyon,55,"$58,546,937",Paramount Pictures,2016,0,1,1,55,2
Captain America: Civil War,2003 gmc savana,2,gmc savana,gmc savana,3,"$408,084,349",Walt Disney Studios Motion Pictures,2016,0,4,4,3,2
Arrival,2015 gmc sierra,3,gmc sierra,gmc sierra,31,"$91,676,099",Paramount Pictures,2016,1,4,5,31,3
Suicide Squad,2015 gmc yukon,2,gmc yukon,gmc yukon,9,"$325,100,054",Warner Bros.,2016,0,3,3,9,2
Jason Bourne,2015 gmc yukon xl denali,2,gmc yukon xl,gmc yukon xl,15,"$162,434,410",Universal Pictures,2016,0,1,1,15,2
Teenage Mutant Ninja Turtles: Out of the Shadows,1994 honda accord,2,honda accord,honda accord,37,"$82,051,601",Paramount Pictures,2016,0,19,19,37,2
Deadpool,1996 honda civic,2,honda civic,honda civic,6,"$363,070,709",Twentieth Century Fox,2016,0,11,11,6,2
My Big Fat Greek Wedding 2,2010 honda cr-v,3,honda cr-v,honda cr-v,54,"$59,689,605",Universal Pictures,2016,1,8,9,54,3
Ghostbusters,2015 honda fit,1,honda fit,honda fit,21,"$128,350,574",Sony Pictures Entertainment (SPE),2016,0,5,5,21,1
Jason Bourne,2010 honda insight,1,honda insight,honda insight,15,"$162,434,410",Universal Pictures,2016,0,1,1,15,1
Mother's Day,2005 honda odyssey,3,honda odyssey,honda odyssey,85,"$32,492,859",Open Road Films (II),2016,1,4,5,85,3
Doctor Strange,2003 honda pilot,1,honda pilot,honda pilot,11,"$229,876,337",Walt Disney Studios Motion Pictures,2016,0,3,3,11,1
Teenage Mutant Ninja Turtles: Out of the Shadows,2006 honda ridgeline,1,honda ridgeline,honda ridgeline,37,"$82,051,601",Paramount Pictures,2016,0,1,1,37,1
Ride Along 2,2000 honda s2000,1,honda s2000,honda s2000,32,"$91,221,830",Universal Pictures,2016,0,1,1,32,1
13 Hours,2009 hummer h3t,1,hummer h3,hummer h3,62,"$52,853,219",Paramount Pictures,2016,0,1,1,62,1
Arrival,2007 hyundai accent,2,hyundai accent,hyundai accent,31,"$91,676,099",Paramount Pictures,2016,0,7,7,31,2
Doctor Strange,2011 hyundai elantra,1,hyundai elantra,hyundai elantra,11,"$229,876,337",Walt Disney Studios Motion Pictures,2016,0,6,6,11,1
Almost Christmas,2011 hyundai equus,2,hyundai equus,hyundai equus,71,"$41,964,925",Universal Pictures,2016,0,1,1,71,2
Ghostbusters,2013 hyundai santa fe sport,1,hyundai santa fe,hyundai santa fe,21,"$128,350,574",Sony Pictures Entertainment (SPE),2016,0,5,5,21,1
Ghostbusters,2011 hyundai sonata,1,hyundai sonata,hyundai sonata,21,"$128,350,574",Sony Pictures Entertainment (SPE),2016,0,5,5,21,1
Nerve,2013 hyundai veloster turbo,1,hyundai veloster,hyundai veloster,75,"$38,583,626",Lionsgate,2016,0,1,1,75,1
Bad Moms,2003 infiniti g35,1,infiniti g,infiniti g,25,"$113,257,297",STX Entertainment,2016,0,2,2,25,1
Nerve,2013 infiniti jx35,1,infiniti jx,infiniti qx60/jx,75,"$38,583,626",Lionsgate,2016,0,1,1,75,1
Money Monster,2006 infiniti m,1,infiniti m,infiniti q70/m,72,"$41,012,075",TriStar Pictures,2016,0,1,1,72,1
London Has Fallen,2014 infiniti q70 l hybrid,2,infiniti q70,infiniti q70/m,51,"$62,524,260",Focus Features,2016,0,1,1,51,2
London Has Fallen,2014 infiniti qx70,1,infiniti qx70,infiniti qx70/fx,51,"$62,524,260",Focus Features,2016,0,1,1,51,1
Me Before You,2014 jaguar f-type [x152],1,jaguar f-type,jaguar f-type,56,"$56,245,075",Warner Bros.,2016,0,1,1,56,1
Now You See Me 2,2010 jaguar xf [x250],3,jaguar xf,jaguar xf,47,"$65,075,540",Lionsgate,2016,1,0,1,47,3
Ride Along 2,2014 jaguar xjr [x351],3,jaguar xj,jaguar xj,32,"$91,221,830",Universal Pictures,2016,1,8,9,32,3
Pete's Dragon,1990 jeep cherokee,3,jeep cherokee,jeep cherokee,40,"$76,233,151",Walt Disney Studios Motion Pictures,2016,2,4,6,40,3
Miss Peregrine's Home for Peculiar Children,2014 jeep grand cherokee,3,jeep grand cherokee,jeep grand cherokee,34,"$86,945,137",Twentieth Century Fox,2016,1,16,17,34,3
Central Intelligence,2008 jeep liberty,2,jeep liberty,jeep liberty,22,"$127,440,871",Warner Bros.,2016,0,6,6,22,2
Batman v Superman: Dawn of Justice,2015 jeep renegade,3,jeep renegade,jeep renegade,8,"$330,360,194",Warner Bros.,2016,1,0,1,8,3
Almost Christmas,2007 jeep wrangler unlimited,4,jeep wrangler,jeep wrangler,71,"$41,964,925",Universal Pictures,2016,2,6,8,71,4
Jack Reacher: Never Go Back,2011 kia forte,1,kia forte,kia forte,55,"$58,546,937",Paramount Pictures,2016,0,3,3,55,1
Bad Moms,2011 kia optima,1,kia optima,kia optima,25,"$113,257,297",STX Entertainment,2016,0,4,4,25,1
Ghostbusters,2008 kia rio,1,kia rio,kia rio,21,"$128,350,574",Sony Pictures Entertainment (SPE),2016,0,4,4,21,1
Suicide Squad,2013 kia rondo,1,kia rondo,kia rondo,9,"$325,100,054",Warner Bros.,2016,0,1,1,9,1
Office Christmas Party,2015 kia sedona,3,kia sedona,kia sedona,63,"$49,815,176",Paramount Pictures,2016,1,1,2,63,3
Daddy's Home,2011 kia sorento,2,kia sorento,kia sorento,36,"$85,672,859",Paramount Pictures,2016,0,3,3,36,2
Doctor Strange,2012 kia soul,1,kia soul,kia soul,11,"$229,876,337",Walt Disney Studios Motion Pictures,2016,0,2,2,11,1
Jason Bourne,2007 kia spectra,2,kia spectra,kia spectra,15,"$162,434,410",Universal Pictures,2016,0,2,2,15,2
Dirty Grandpa,2011 kia sportage,1,kia sportage,kia sportage,81,"$35,593,113",Lionsgate,2016,0,2,2,81,1
13 Hours,1990 land-rover defender 90 station wagon,4,land-rover defender,land rover defender,62,"$52,853,219",Paramount Pictures,2016,2,2,4,62,4
London Has Fallen,2005 land-rover discovery series iii,3,land-rover discovery ,land rover discovery ,51,"$62,524,260",Focus Features,2016,1,3,4,51,3
Bad Moms,2013 land-rover range rover series iv,3,land-rover range rover,land rover range rover,25,"$113,257,297",STX Entertainment,2016,2,11,13,25,3
The Accountant,2014 land-rover range rover sport,2,land-rover range rover sport,land rover range rover sport,35,"$85,856,696",Warner Bros.,2016,0,2,2,35,2
La La Land,2014 lexus ct 200h,2,lexus ct,lexus ct,87,"$30,980,271",Lionsgate,2016,0,1,1,87,2
Jason Bourne,2013 lexus es,1,lexus es,lexus es/es350,15,"$162,434,410",Universal Pictures,2016,0,3,3,15,1
Jason Bourne,2006 lexus gs,1,lexus gs,lexus gs,15,"$162,434,410",Universal Pictures,2016,0,1,1,15,1
Nerve,2003 lexus gx 470,1,lexus gx,lexus gx/gx460,75,"$38,583,626",Lionsgate,2016,0,1,1,75,1
London Has Fallen,2009 lexus is 250c,1,lexus is,lexus is,51,"$62,524,260",Focus Features,2016,0,2,2,51,1
Ride Along 2,1995 lexus ls 400,1,lexus ls,lexus ls,32,"$91,221,830",Universal Pictures,2016,0,2,2,32,1
War Dogs,lexus rx,2,lexus rx,lexus rx,70,"$43,034,523",Warner Bros.,2016,0,6,6,70,2
The Nice Guys,1978 lincoln continental,1,lincoln continental,lincoln continental,79,"$36,261,763",Warner Bros.,2016,0,2,2,79,1
The Accountant,2013 lincoln mkt,2,lincoln mkt,lincoln mkt,35,"$85,856,696",Warner Bros.,2016,0,3,3,35,2
Ride Along 2,2013 lincoln mkz,1,lincoln mkz,lincoln mkz,32,"$91,221,830",Universal Pictures,2016,0,2,2,32,1
Ghostbusters,1998 lincoln navigator,1,lincoln navigator,lincoln navigator,21,"$128,350,574",Sony Pictures Entertainment (SPE),2016,0,3,3,21,1
Zootopia,2003 lincoln town car,2,lincoln town car,lincoln town car,7,"$341,268,248",Walt Disney Studios Motion Pictures,2016,0,19,19,7,2
Jack Reacher: Never Go Back,2014 maserati ghibli,3,maserati ghibli,maserati ghibli,55,"$58,546,937",Paramount Pictures,2016,1,2,3,55,3
Money Monster,2010 maserati granturismo convertible,2,maserati granturismo,maserati granturismo,72,"$41,012,075",TriStar Pictures,2016,0,2,2,72,2
Zoolander 2,2004 maserati quattroporte v,1,maserati quattroporte,maserati quattroporte,92,"$28,848,693",Paramount Pictures,2016,0,1,1,92,1
Deadpool,2014 mazda 3,1,mazda 3,mazda 3,6,"$363,070,709",Twentieth Century Fox,2016,0,6,6,6,1
Ghostbusters,2008 mazda 5,1,mazda 5,mazda 5,21,"$128,350,574",Sony Pictures Entertainment (SPE),2016,0,1,1,21,1
Jason Bourne,1983 mazda 626,1,mazda 6,mazda 6,15,"$162,434,410",Universal Pictures,2016,0,2,2,15,1
Captain America: Civil War,1998 mazda b-series,2,mazda b-series,mazda b-series,3,"$408,084,349",Walt Disney Studios Motion Pictures,2016,0,3,3,3,2
The Accountant,2013 mazda cx-5,1,mazda cx-5,mazda cx-5,35,"$85,856,696",Warner Bros.,2016,0,1,1,35,1
Ride Along 2,2003 mazda rx-8,1,mazda rx-8,mazda rx-8,32,"$91,221,830",Universal Pictures,2016,0,1,1,32,1
La La Land,2001 mazda tribute,1,mazda tribute,mazda tribute,87,"$30,980,271",Lionsgate,2016,0,1,1,87,1
Captain America: Civil War,1998 mercedes-benz a-klasse [w168],1,mercedes-benz a,mercedes-benz a-class,3,"$408,084,349",Walt Disney Studios Motion Pictures,2016,0,4,4,3,1
13 Hours,2015 mercedes-benz c 200 bluetec [w205],4,mercedes-benz c,mercedes-benz c-class,62,"$52,853,219",Paramount Pictures,2016,2,14,16,62,4
Neighbors 2: Sorority Rising,2014 mercedes-benz cla 250 [c117],1,mercedes-benz cla,mercedes-benz cla-class,58,"$55,455,765",Universal Pictures,2016,0,2,2,58,1
The Big Short,2003 mercedes-benz clk [c209],2,mercedes-benz clk,mercedes-benz clk-class,68,"$46,264,692",Paramount Pictures,2016,0,5,5,68,2
Jason Bourne,2013 mercedes-benz e-klasse [w212],2,mercedes-benz e,mercedes-benz e-class,15,"$162,434,410",Universal Pictures,2016,0,9,9,15,2
13 Hours,2013 mercedes-benz g-klasse [w463],4,mercedes-benz g,mercedes-benz g-class,62,"$52,853,219",Paramount Pictures,2016,1,1,2,62,4
13 Hours,2013 mercedes-benz gl 350 bluetec [x166],2,mercedes-benz gl,mercedes-benz gl-class,62,"$52,853,219",Paramount Pictures,2016,0,1,1,62,2
13 Hours,2012 mercedes-benz ml 250 [w166],3,mercedes-benz m,mercedes-benz m-class,62,"$52,853,219",Paramount Pictures,2016,1,4,5,62,3
Suicide Squad,mercedes-benz r-klasse [w251],1,mercedes-benz r,mercedes-benz r-class,9,"$325,100,054",Warner Bros.,2016,0,1,1,9,1
Joy,mercedes-benz s-klasse [w126],3,mercedes-benz s,mercedes-benz s-class,93,"$28,141,138",Twentieth Century Fox,2016,1,10,11,93,3
Zoolander 2,2001 mercedes-benz slk [r170],2,mercedes-benz slk,mercedes-benz slk-class,92,"$28,848,693",Paramount Pictures,2016,0,1,1,92,2
Now You See Me 2,2010 mercedes-benz sls amg [c197],1,mercedes-benz sls amg,mercedes-benz sls amg,47,"$65,075,540",Lionsgate,2016,0,1,1,47,1
Jason Bourne,2006 mercedes-benz sprinter [w906],3,mercedes-benz sprinter,mercedes-benz sprinter,15,"$162,434,410",Universal Pictures,2016,2,11,13,15,3
Jason Bourne,mercedes-benz vito [w639],3,mercedes-benz vito,mercedes-benz metris/vito,15,"$162,434,410",Universal Pictures,2016,1,3,4,15,3
Hell or High Water,2003 mercury grand marquis,3,mercury grand marquis,mercury grand marquis,97,"$27,007,844",Lionsgate,2016,1,5,6,97,3
Finding Dory,1997 mercury mountaineer,1,mercury mountaineer,mercury mountaineer,1,"$486,295,561",Walt Disney Studios Motion Pictures,2016,0,3,3,1,1
Ghostbusters,2000 mercury sable,1,mercury sable,mercury sable,21,"$128,350,574",Sony Pictures Entertainment (SPE),2016,0,1,1,21,1
Dirty Grandpa,mini cooper cabrio,3,mini cooper,mini cooper,81,"$35,593,113",Lionsgate,2016,1,9,10,81,3
The Purge: Election Year,2000 mitsubishi eclipse 3g,1,mitsubishi eclipse,mitsubishi eclipse/spyder,38,"$79,213,375",Universal Pictures,2016,0,1,1,38,1
Office Christmas Party,1999 mitsubishi galant,3,mitsubishi galant,mitsubishi galant,63,"$49,815,176",Paramount Pictures,2016,1,0,1,63,3
13 Hours,1988 mitsubishi lancer,2,mitsubishi lancer,mitsubishi lancer,62,"$52,853,219",Paramount Pictures,2016,0,2,2,62,2
Alvin and the Chipmunks: The Road Chip,2011 mitsubishi outlander sport,1,mitsubishi outlander sport,mitsubishi outlander sport,90,"$30,311,560",Twentieth Century Fox,2016,0,1,1,90,1
Doctor Strange,2003 nissan 350z,1,nissan 350z,nissan 370z/350z,11,"$229,876,337",Walt Disney Studios Motion Pictures,2016,0,3,3,11,1
The Secret Life of Pets,2007 nissan altima,1,nissan altima,nissan altima,4,"$368,384,330",Universal Pictures,2016,0,12,12,4,1
Alvin and the Chipmunks: The Road Chip,2009 nissan cube,3,nissan cube,nissan cube,90,"$30,311,560",Twentieth Century Fox,2016,1,0,1,90,3
Manchester by the Sea,2005 nissan frontier,1,nissan frontier,nissan frontier,96,"$27,055,039",Roadside Attractions,2016,0,1,1,96,1
Batman v Superman: Dawn of Justice,2014 nissan juke nismo,1,nissan juke,nissan juke,8,"$330,360,194",Warner Bros.,2016,0,5,5,8,1
The Girl on the Train,2016 nissan maxima,3,nissan maxima,nissan maxima,41,"$75,395,035",Universal Pictures,2016,1,2,3,41,3
Captain America: Civil War,2012 nissan nv 2500 hd,2,nissan nv,nissan nv,3,"$408,084,349",Walt Disney Studios Motion Pictures,2016,0,1,1,3,2
Ghostbusters,2014 nissan nv200 taxi,2,nissan nv200,nissan nv200,21,"$128,350,574",Sony Pictures Entertainment (SPE),2016,0,4,4,21,2
Deadpool,1987 nissan pathfinder,1,nissan pathfinder,nissan pathfinder,6,"$363,070,709",Twentieth Century Fox,2016,0,6,6,6,1
Teenage Mutant Ninja Turtles: Out of the Shadows,1999 nissan quest,2,nissan quest,nissan quest,37,"$82,051,601",Paramount Pictures,2016,0,1,1,37,2
Jason Bourne,2008 nissan rogue,1,nissan rogue,nissan rogue,15,"$162,434,410",Universal Pictures,2016,0,3,3,15,1
Jason Bourne,2007 nissan sentra,1,nissan sentra,nissan sentra,15,"$162,434,410",Universal Pictures,2016,0,8,8,15,1
Bad Moms,2014 nissan versa note,2,nissan versa,nissan versa,25,"$113,257,297",STX Entertainment,2016,0,4,4,25,2
Hell or High Water,2005 pontiac g6,2,pontiac g6,pontiac g6,97,"$27,007,844",Lionsgate,2016,0,2,2,97,2
Batman v Superman: Dawn of Justice,2004 pontiac grand prix,1,pontiac grand prix,pontiac grand prix,8,"$330,360,194",Warner Bros.,2016,0,4,4,8,1
War Dogs,porsche 911 carrera [997],2,porsche 911,porsche 911,70,"$43,034,523",Warner Bros.,2016,0,2,2,70,2
The Accountant,2013 porsche cayenne [958],1,porsche cayenne,porsche cayenne,35,"$85,856,696",Warner Bros.,2016,0,2,2,35,1
Batman v Superman: Dawn of Justice,2014 ram promaster,2,ram promaster,ram promaster,8,"$330,360,194",Warner Bros.,2016,0,3,3,8,2
London Has Fallen,1998 saab 9-3,2,saab 9-3,saab 9-3,51,"$62,524,260",Focus Features,2016,0,3,3,51,2
