Year,Vehicle Original,Vehicle,Sales,% Change,Change,Car,Stars,Highest Star,Strong Appearance,Weak Appearance,Total Appearance,Release,Rank,Best Rank,Gross,Distributor
2011,lexus gs,lexus gs,3746,-0.469329933,Negative,1993 lexus gs 300,1.0,1.0,0.0,2.0,2.0,Mission: Impossible - Ghost Protocol,21.0,21.0,"$122,347,325 ",Paramount Pictures
2011,lexus gx/gx460,lexus gx,11609,-0.294285714,Negative,2003 lexus gx,1.0,1.0,0.0,1.0,1.0,Zookeeper,40.0,40.0,"$80,360,843 ",Sony Pictures Entertainment (SPE)
2011,lexus hs/hs250h,,2864,-0.7314076709999999,Negative,,,,,,,,,,,
2011,lexus is,lexus is,29669,-0.130680653,Negative,2006 lexus is,1.0,1.0,0.0,1.0,1.0,Battle Los Angeles,37.0,37.0,"$83,552,429 ",Sony Pictures Entertainment (SPE)
2011,lexus ls,lexus ls,9568,-0.220529532,Negative,2004 lexus ls 430,1.0,1.0,0.0,4.0,4.0,Mission: Impossible - Ghost Protocol,21.0,21.0,"$122,347,325 ",Paramount Pictures
2011,lexus lx/lx570,,3167,-0.20487070000000004,Negative,,,,,,,,,,,
2011,lexus rx,lexus rx,82595,-0.13774924300000002,Negative,2006 lexus rx 400h,1.0,1.0,0.0,2.0,2.0,Limitless,41.0,41.0,"$79,249,455 ",Relativity Media
2011,lexus sc430,,18,-0.945121951,Negative,,,,,,,,,,,
2011,lincoln mks,,12217,-0.152597628,Negative,,,,,,,,,,,
2011,lincoln mkt,lincoln mkt,5024,-0.324277068,Negative,2010 lincoln mkt,1.0,1.0,0.0,1.0,1.0,Larry Crowne,97.0,97.0,"$35,608,245 ",Universal Pictures
2011,lincoln mkx/nautilus,lincoln mkx,23395,0.066706183,Positive,2011 lincoln mkx,1.0,1.0,0.0,1.0,1.0,The Ides of March,77.0,77.0,"$40,796,111 ",Sony Pictures Entertainment (SPE)
2011,lincoln mkz,lincoln mkz,27529,0.221610828,Positive,2010 lincoln mkz,1.0,1.0,0.0,1.0,1.0,Something Borrowed,80.0,80.0,"$39,046,489 ",Warner Bros.
2011,lincoln navigator,lincoln navigator,8018,-0.027531837000000003,Negative,1998 lincoln navigator,1.0,1.0,0.0,1.0,1.0,Battle Los Angeles,37.0,37.0,"$83,552,429 ",Sony Pictures Entertainment (SPE)
2011,lincoln town car,lincoln town car,9460,-0.16015625,Negative,1986 lincoln town car,5.0,5.0,4.0,21.0,25.0,The Lincoln Lawyer,56.0,56.0,"$58,009,200 ",Lionsgate
2011,mazda 2,,13952,3.618338299,Positive,,,,,,,,,,,
2011,mazda 3,mazda 3,102417,-0.037008829,Negative,2010 mazda 3,2.0,2.0,0.0,4.0,4.0,Contagion,43.0,43.0,"$75,658,097 ",Warner Bros.
2011,mazda 5,mazda 5,19155,0.221386214,Positive,2006 mazda 5,1.0,1.0,0.0,1.0,1.0,Final Destination 5,76.0,76.0,"$42,587,643 ",Warner Bros.
2011,mazda 6,mazda 6,35711,0.0013740120000000002,Positive,2000 mazda 626,3.0,3.0,1.0,4.0,5.0,Fast Five,6.0,6.0,"$209,837,675 ",Universal Pictures
2011,mazda cx-7,mazda cx-7,35641,0.23805057699999999,Positive,2010 mazda cx-7,3.0,3.0,1.0,0.0,1.0,Contagion,43.0,43.0,"$75,658,097 ",Warner Bros.
2011,mazda cx-9,mazda cx-9,34421,0.19070845399999997,Positive,2010 mazda cx-9,1.0,1.0,0.0,1.0,1.0,Contagion,43.0,43.0,"$75,658,097 ",Warner Bros.
2011,mazda mx-5 miata,,5674,-0.109262166,Negative,,,,,,,,,,,
2011,mazda rx-8,mazda rx-8,759,-0.330687831,Negative,2005 mazda rx-8,1.0,1.0,0.0,1.0,1.0,Fast Five,6.0,6.0,"$209,837,675 ",Universal Pictures
2011,mazda tribute,,2696,-0.258729722,Negative,,,,,,,,,,,
2011,mercedes-benz b-class,mercedes-benz b,19,18.0,Positive,2005 mercedes-benz b-klasse [w245],2.0,2.0,0.0,2.0,2.0,Unknown,52.0,52.0,"$63,686,397 ",Warner Bros.
2011,mercedes-benz c-class,mercedes-benz c,69314,0.179110317,Positive,2007 mercedes-benz c-klasse dtm [w204],2.0,2.0,0.0,15.0,15.0,Cars 2,7.0,7.0,"$191,452,396 ",Walt Disney Studios Motion Pictures
2011,mercedes-benz cl-class,,943,-0.088888889,Negative,,,,,,,,,,,
2011,mercedes-benz clk-class,mercedes-benz clk,6,-0.98974359,Negative,1998 mercedes-benz clk 320 [c208],1.0,1.0,0.0,2.0,2.0,Limitless,41.0,41.0,"$79,249,455 ",Relativity Media
2011,mercedes-benz cls-class,mercedes-benz cls,5665,1.653395785,Positive,2006 mercedes-benz cls 55 amg [c219],2.0,2.0,0.0,1.0,1.0,Horrible Bosses,23.0,23.0,"$117,538,559 ",Warner Bros.
2011,mercedes-benz e-class,mercedes-benz e,62736,0.029775779,Positive,1994 mercedes-benz e-klasse [w124],3.0,3.0,4.0,13.0,17.0,Unknown,52.0,52.0,"$63,686,397 ",Warner Bros.
2011,mercedes-benz g-class,mercedes-benz g,1191,0.295973885,Positive,2002 mercedes-benz g 55 amg [w463],2.0,2.0,0.0,1.0,1.0,The Dilemma,69.0,69.0,"$48,475,290 ",Universal Pictures
2011,mercedes-benz gl-class/gls-class,,25139,0.26054254600000004,Positive,,,,,,,,,,,
2011,mercedes-benz gle-class/m-class,,35835,0.206646912,Positive,,,,,,,,,,,
2011,mercedes-benz glk-class,,24310,0.160603457,Positive,,,,,,,,,,,
2011,mercedes-benz r-class,mercedes-benz r,2385,-0.187946885,Negative,2006 mercedes-benz r-klasse [w251],2.0,2.0,0.0,2.0,2.0,The Girl with the Dragon Tattoo,67.0,67.0,"$50,338,690 ",Sony Pictures Entertainment (SPE)
2011,mercedes-benz s-class,mercedes-benz s,12258,-0.099206349,Negative,2003 mercedes-benz s 500 [w220],4.0,4.0,1.0,14.0,15.0,"Big Mommas: Like Father, Like Son",84.0,84.0,"$37,915,414 ",Twentieth Century Fox
2011,mercedes-benz sl-class,mercedes-benz sl,1449,-0.39245283,Negative,mercedes-benz sl 63 amg [r230],1.0,1.0,0.0,9.0,9.0,Rise of the Planet of the Apes,9.0,9.0,"$176,760,185 ",Twentieth Century Fox
2011,mercedes-benz slk-class/slc-class,,3220,0.626262626,Positive,,,,,,,,,,,
2011,mercedes-benz sls amg,mercedes-benz sls amg,722,0.44689378799999996,Positive,2011 mercedes-benz sls amg [c197],3.0,3.0,1.0,1.0,2.0,Transformers: Dark of the Moon,2.0,2.0,"$352,390,543 ",DreamWorks
2011,mercedes-benz sprinter,mercedes-benz sprinter,16577,0.936791681,Positive,2009 mercedes-benz sprinter [w906],2.0,2.0,0.0,3.0,3.0,Unknown,52.0,52.0,"$63,686,397 ",Warner Bros.
2011,mercury grand marquis,mercury grand marquis,248,-0.991311355,Negative,2006 mercury grand marquis,2.0,2.0,0.0,9.0,9.0,Transformers: Dark of the Moon,2.0,2.0,"$352,390,543 ",DreamWorks
2011,mini cooper,mini cooper,40828,-0.105512225,Negative,mini cooper s,2.0,2.0,0.0,13.0,13.0,Hall Pass,71.0,71.0,"$45,060,734 ",Warner Bros.
2011,mini cooper hardtop 2-door,,28067,-0.053644885,Negative,,,,,,,,,,,
2011,mini countryman,,16683,28.01391304,Positive,,,,,,,,,,,
2011,mitsubishi eclipse/spyder,mitsubishi eclipse,7546,0.7622606259999999,Positive,1995 mitsubishi eclipse 2g,1.0,1.0,0.0,3.0,3.0,Transformers: Dark of the Moon,2.0,2.0,"$352,390,543 ",DreamWorks
2011,mitsubishi endeavor,,9658,1.249184909,Positive,,,,,,,,,,,
2011,mitsubishi galant,mitsubishi galant,15631,0.36016359200000003,Positive,2009 mitsubishi galant,1.0,1.0,0.0,2.0,2.0,The Adjustment Bureau,53.0,53.0,"$62,495,645 ",Universal Pictures
2011,mitsubishi lancer,mitsubishi lancer,19874,-0.072002241,Negative,2006 mitsubishi lancer,2.0,2.0,0.0,7.0,7.0,Mission: Impossible - Ghost Protocol,21.0,21.0,"$122,347,325 ",Paramount Pictures
2011,mitsubishi outlander,,9788,-0.21696,Negative,,,,,,,,,,,
2011,mitsubishi outlander sport,,16443,8.729585799,Positive,,,,,,,,,,,
2011,nissan 370z/350z,nissan 370z,7328,-0.282623593,Negative,2009 nissan 370z,2.0,2.0,0.0,5.0,5.0,Fast Five,6.0,6.0,"$209,837,675 ",Universal Pictures
2011,nissan altima,nissan altima,268981,0.173242084,Positive,2002 nissan altima,1.0,1.0,0.0,10.0,10.0,Transformers: Dark of the Moon,2.0,2.0,"$352,390,543 ",DreamWorks
2011,nissan armada,,18331,-0.052367659000000004,Negative,,,,,,,,,,,
2011,nissan cube,,14459,-0.370471961,Negative,,,,,,,,,,,
2011,nissan frontier,,51700,0.278848294,Positive,,,,,,,,,,,
2011,nissan gt-r,nissan gt-r,1294,0.475484607,Positive,2010 nissan gt-r,2.0,2.0,0.0,2.0,2.0,Fast Five,6.0,6.0,"$209,837,675 ",Universal Pictures
2011,nissan juke,,35886,3.153953004,Positive,,,,,,,,,,,
2011,nissan leaf,,9674,508.1578947,Positive,,,,,,,,,,,
2011,nissan maxima,nissan maxima,58737,-0.030246496,Negative,1997 nissan maxima,1.0,1.0,0.0,5.0,5.0,Transformers: Dark of the Moon,2.0,2.0,"$352,390,543 ",DreamWorks
2011,nissan murano,nissan murano,53626,-0.006907535,Negative,2003 nissan murano,1.0,1.0,0.0,4.0,4.0,Bridesmaids,12.0,12.0,"$169,106,725 ",Universal Pictures
2011,nissan pathfinder,,25935,0.209767702,Positive,,,,,,,,,,,
2011,nissan quest,,12199,67.92090395,Positive,,,,,,,,,,,
2011,nissan rogue,nissan rogue,124543,0.251499774,Positive,2011 nissan rogue,1.0,1.0,0.0,1.0,1.0,New Year's Eve,72.0,72.0,"$44,205,254 ",Warner Bros.
2011,nissan sentra,nissan sentra,114991,0.22246319,Positive,1985 nissan sentra,1.0,1.0,0.0,3.0,3.0,Fast Five,6.0,6.0,"$209,837,675 ",Universal Pictures
2011,nissan titan,,21994,-0.060727708,Negative,,,,,,,,,,,
2011,nissan versa,nissan versa,99730,0.00025074,Positive,2010 nissan versa,3.0,3.0,1.0,7.0,8.0,The Muppets,39.0,39.0,"$81,795,283 ",Walt Disney Studios Motion Pictures
2011,nissan xterra,nissan xterra,18221,-0.11216683699999999,Negative,2005 nissan xterra,2.0,2.0,0.0,3.0,3.0,Insidious,63.0,63.0,"$54,009,150 ",FilmDistrict
2011,porsche 911,porsche 911,6016,0.048631689000000006,Positive,2001 porsche 911 carrera [996],3.0,3.0,3.0,7.0,10.0,Fast Five,6.0,6.0,"$209,837,675 ",Universal Pictures
2011,porsche boxster,porsche boxster,1773,-0.18557648100000002,Negative,porsche boxster s [987],3.0,3.0,1.0,0.0,1.0,The Roommate,87.0,87.0,"$37,300,000 ",Screen Gems
2011,porsche cayenne,porsche cayenne,12978,0.5555555560000001,Positive,2007 porsche cayenne [957],2.0,2.0,0.0,1.0,1.0,Mission: Impossible - Ghost Protocol,21.0,21.0,"$122,347,325 ",Paramount Pictures
2011,porsche cayman,porsche cayman,1377,0.041603631,Positive,2005 porsche cayman [987c],1.0,1.0,0.0,2.0,2.0,Fast Five,6.0,6.0,"$209,837,675 ",Universal Pictures
2011,porsche panamera,,6879,-0.11135512199999999,Negative,,,,,,,,,,,
2011,ram pickup,,244763,0.22594815,Positive,,,,,,,,,,,
2011,saab 9-3,saab 9-3,3847,-0.15133465699999998,Negative,2010 saab 9-3 sportcombi,1.0,1.0,0.0,1.0,1.0,The Girl with the Dragon Tattoo,67.0,67.0,"$50,338,690 ",Sony Pictures Entertainment (SPE)
2011,saab 9-5,saab 9-5,1496,0.844636252,Positive,2007 saab 9-5,1.0,1.0,0.0,3.0,3.0,Bad Teacher,29.0,29.0,"$100,292,856 ",Sony Pictures Entertainment (SPE)
2011,scion tc,scion tc,22433,0.47546698200000004,Positive,2005 scion tc,1.0,1.0,0.0,1.0,1.0,Colombiana,93.0,93.0,"$36,665,854 ",TriStar Pictures
2011,scion xb,scion xb,17017,-0.16435867199999998,Negative,2010 scion xb,1.0,1.0,0.0,1.0,1.0,The Dilemma,69.0,69.0,"$48,475,290 ",Universal Pictures
2011,scion xd,,9573,-0.053115727,Negative,,,,,,,,,,,
2011,smart fortwo,smart fortwo,5208,-0.12130926300000001,Negative,smart fortwo,1.0,1.0,0.0,3.0,3.0,Gnomeo & Juliet,31.0,31.0,"$99,967,673 ",Walt Disney Studios Motion Pictures
2011,subaru forester,subaru forester,76196,-0.10441937,Negative,2003 subaru forester,1.0,1.0,0.0,1.0,1.0,Horrible Bosses,23.0,23.0,"$117,538,559 ",Warner Bros.
2011,subaru impreza/wrx/wrx sti,subaru impreza,41196,-0.07205766400000001,Negative,2011 subaru impreza wrx sti,2.0,2.0,0.0,2.0,2.0,Fast Five,6.0,6.0,"$209,837,675 ",Universal Pictures
2011,subaru legacy,subaru legacy,42401,0.094925759,Positive,1997 subaru legacy outback,2.0,2.0,0.0,5.0,5.0,Bad Teacher,29.0,29.0,"$100,292,856 ",Sony Pictures Entertainment (SPE)
2011,subaru outback,subaru outback,104405,0.120850689,Positive,2000 subaru outback,2.0,2.0,0.0,3.0,3.0,50/50,98.0,98.0,"$35,014,192 ",Summit Entertainment
2011,subaru tribeca,subaru tribeca,2791,0.129045307,Positive,2008 subaru tribeca,1.0,1.0,0.0,1.0,1.0,Hall Pass,71.0,71.0,"$45,060,734 ",Warner Bros.
2011,suzuki equator,,2127,0.469937802,Positive,,,,,,,,,,,
2011,suzuki forenza/reno,,1,-0.916666667,Negative,,,,,,,,,,,
2011,suzuki grand vitara,suzuki grand vitara,4980,0.112103618,Positive,2006 suzuki grand vitara,1.0,1.0,0.0,3.0,3.0,Transformers: Dark of the Moon,2.0,2.0,"$352,390,543 ",DreamWorks
2011,suzuki kizashi,,6942,0.130987292,Positive,,,,,,,,,,,
2011,suzuki sx4/aerio,suzuki sx4,12519,0.078666207,Positive,2008 suzuki sx4 sport,1.0,1.0,0.0,1.0,1.0,Fast Five,6.0,6.0,"$209,837,675 ",Universal Pictures
2011,suzuki xl7,,48,-0.846645367,Negative,,,,,,,,,,,
2011,toyota 4runner,toyota 4runner,44316,-0.047602673,Negative,1990 toyota 4runner,1.0,1.0,0.0,1.0,1.0,Rise of the Planet of the Apes,9.0,9.0,"$176,760,185 ",Twentieth Century Fox
2011,toyota avalon,toyota avalon,28925,0.018844664,Positive,2005 toyota avalon,1.0,1.0,0.0,1.0,1.0,Contagion,43.0,43.0,"$75,658,097 ",Warner Bros.
2011,toyota camry,toyota camry,308510,-0.058858342,Negative,2006 toyota camry,3.0,3.0,2.0,22.0,24.0,The Hangover Part II,4.0,4.0,"$254,464,305 ",Warner Bros.
2011,toyota corolla/matrix,toyota corolla,240259,-0.09704903,Negative,1987 toyota corolla,4.0,4.0,1.0,36.0,37.0,Bridesmaids,12.0,12.0,"$169,106,725 ",Universal Pictures
2011,toyota fj cruiser,,13541,-0.09479243300000001,Negative,,,,,,,,,,,
2011,toyota highlander,toyota highlander,101252,0.099119636,Positive,2004 toyota highlander,1.0,1.0,0.0,4.0,4.0,Rise of the Planet of the Apes,9.0,9.0,"$176,760,185 ",Twentieth Century Fox
2011,toyota land cruiser,toyota land cruiser,1662,-0.080243498,Negative,1998 toyota land cruiser,1.0,1.0,0.0,3.0,3.0,Battle Los Angeles,37.0,37.0,"$83,552,429 ",Sony Pictures Entertainment (SPE)
2011,toyota prius,toyota prius,136463,-0.031682845,Negative,2006 toyota prius ii,4.0,4.0,3.0,10.0,13.0,Horrible Bosses,23.0,23.0,"$117,538,559 ",Warner Bros.
2011,toyota rav4,toyota rav4,132237,-0.226127565,Negative,2009 toyota rav4,3.0,3.0,1.0,5.0,6.0,Scream 4,83.0,83.0,"$38,180,928 ",-
2011,toyota sequoia,toyota sequoia,13022,-0.059647603,Negative,2001 toyota sequoia,2.0,2.0,0.0,3.0,3.0,Fast Five,6.0,6.0,"$209,837,675 ",Universal Pictures
2011,toyota sienna,toyota sienna,111429,0.133134019,Positive,2004 toyota sienna,3.0,3.0,1.0,4.0,5.0,The Smurfs,17.0,17.0,"$142,614,158 ",Sony Pictures Entertainment (SPE)
2011,toyota tacoma,toyota tacoma,110705,0.042439594000000004,Positive,2001 toyota tacoma,1.0,1.0,0.0,5.0,5.0,I Am Number Four,59.0,59.0,"$55,100,437 ",Walt Disney Studios Motion Pictures
2011,toyota tundra,toyota tundra,82908,-0.111468347,Negative,2007 toyota tundra,1.0,1.0,0.0,1.0,1.0,Jack and Jill,47.0,47.0,"$71,635,888 ",Sony Pictures Entertainment (SPE)
2011,toyota venza,,38904,-0.17787029,Negative,,,,,,,,,,,
2011,toyota yaris hatchback,,32704,-0.183950494,Negative,,,,,,,,,,,
2011,volkswagen beetle,,6468,-0.608877064,Negative,,,,,,,,,,,
2011,volkswagen cc,,29502,0.05413227599999999,Positive,,,,,,,,,,,
2011,volkswagen eos,volkswagen eos,7533,0.126008969,Positive,2007 volkswagen eos [typ 1f],2.0,2.0,0.0,1.0,1.0,Little Fockers,51.0,51.0,"$63,881,175 ",Universal Pictures
2011,volkswagen golf/gti/r/sportwagen alltrack,volkswagen golf,34706,0.22696740399999998,Positive,2010 volkswagen golf vi [typ 5k],3.0,3.0,1.0,9.0,10.0,50/50,98.0,98.0,"$35,014,192 ",Summit Entertainment
2011,volkswagen jetta,volkswagen jetta,177360,0.439458499,Positive,2011 volkswagen jetta a6 [typ 5k],4.0,4.0,1.0,18.0,19.0,Horrible Bosses,23.0,23.0,"$117,538,559 ",Warner Bros.
2011,volkswagen passat,volkswagen passat,22835,0.827238537,Positive,1999 volkswagen passat wagon b5 [typ 3b],2.0,2.0,0.0,7.0,7.0,Fast Five,6.0,6.0,"$209,837,675 ",Universal Pictures
2011,volkswagen routan,,12473,-0.218532673,Negative,,,,,,,,,,,
2011,volkswagen tiguan,,25990,0.24080970100000001,Positive,,,,,,,,,,,
2011,volkswagen touareg,volkswagen touareg,7535,0.598769361,Positive,2004 volkswagen touareg i [typ 7l],3.0,3.0,2.0,1.0,3.0,Fast Five,6.0,6.0,"$209,837,675 ",Universal Pictures
2011,volvo c30,,3471,-0.111367127,Negative,,,,,,,,,,,
2011,volvo c70,,4933,0.129349817,Positive,,,,,,,,,,,
2011,volvo s40,,2984,-0.469322426,Negative,,,,,,,,,,,
2011,volvo s60/v60,volvo s60,21282,13.81002088,Positive,2011 volvo s60,2.0,2.0,0.0,5.0,5.0,The Twilight Saga: Breaking Dawn - Part 1,3.0,3.0,"$274,841,954 ",Summit Entertainment
2011,volvo s80,volvo s80,4735,-0.344545958,Negative,2008 volvo s80,2.0,2.0,0.0,2.0,2.0,The Hangover Part II,4.0,4.0,"$254,464,305 ",Warner Bros.
2011,volvo v50,volvo v50,555,-0.677325581,Negative,2004 volvo v50,1.0,1.0,0.0,1.0,1.0,The Girl with the Dragon Tattoo,67.0,67.0,"$50,338,690 ",Sony Pictures Entertainment (SPE)
2011,volvo xc60,volvo xc60,12932,0.074979219,Positive,2009 volvo xc60,2.0,2.0,0.0,2.0,2.0,Scream 4,83.0,83.0,"$38,180,928 ",-
2011,volvo xc70,volvo xc70,5716,-0.13733776,Negative,2006 volvo xc70,2.0,2.0,0.0,2.0,2.0,The Descendants,82.0,82.0,"$38,295,831 ",Fox Searchlight Pictures
2011,volvo xc90,volvo xc90,10609,0.048423757000000005,Positive,2009 volvo xc90,3.0,3.0,1.0,3.0,4.0,"Crazy, Stupid, Love.",36.0,36.0,"$84,351,197 ",Warner Bros.
2012,acura mdx,acura mdx,50854,0.17524439,Positive,2012 acura mdx,1.0,1.0,0.0,1.0,1.0,The Avengers,1.0,1.0,"$623,357,910 ",Walt Disney Studios Motion Pictures
2012,acura rdx,acura rdx,29520,0.9426164779999999,Positive,2013 acura rdx,1.0,1.0,0.0,1.0,1.0,The Avengers,1.0,1.0,"$623,357,910 ",Walt Disney Studios Motion Pictures
2012,acura rl,acura rl,379,-0.65419708,Negative,1999 acura rl,1.0,1.0,0.0,1.0,1.0,American Reunion,54.0,54.0,"$57,011,521 ",Universal Pictures
2012,acura tl,acura tl,33572,0.074751096,Positive,2012 acura tl,2.0,2.0,0.0,3.0,3.0,The Avengers,1.0,1.0,"$623,357,910 ",Walt Disney Studios Motion Pictures
2012,acura tsx,acura tsx,28865,-0.066914498,Negative,2004 acura tsx,1.0,1.0,0.0,1.0,1.0,Jack Reacher,70.0,70.0,"$47,550,642 ",Paramount Pictures
2012,acura zdx,,775,-0.504475703,Negative,,,,,,,,,,,
2012,audi a3,audi a3,7205,0.098155769,Positive,1998 audi a3,1.0,1.0,0.0,3.0,3.0,Safe House,21.0,21.0,"$126,373,434 ",Universal Pictures
2012,audi a4,audi a4,38530,0.09354600699999999,Positive,1999 audi a4 b5,2.0,2.0,0.0,6.0,6.0,Safe House,21.0,21.0,"$126,373,434 ",Universal Pictures
2012,audi a4 avant,audi a4 avant,1252,-0.642796006,Negative,2005 audi a4 avant b7,1.0,1.0,0.0,2.0,2.0,Skyfall,4.0,4.0,"$290,904,271 ",Sony Pictures Entertainment (SPE)
2012,audi a4 sedan,,34163,0.07671215599999999,Positive,,,,,,,,,,,
2012,audi a5,audi a5,17270,0.122521937,Positive,2007 audi a5 b8,3.0,3.0,1.0,0.0,1.0,Skyfall,4.0,4.0,"$290,904,271 ",Sony Pictures Entertainment (SPE)
2012,audi a6,audi a6,18998,0.7078389070000001,Positive,2005 audi a6 c6,3.0,3.0,1.0,0.0,1.0,Jack Reacher,70.0,70.0,"$47,550,642 ",Paramount Pictures
2012,audi a7,,8598,0.371291866,Positive,,,,,,,,,,,
2012,audi a8,audi a8,6002,0.052982456,Positive,2010 audi a8 d4,2.0,2.0,0.0,1.0,1.0,The Girl with the Dragon Tattoo,61.0,61.0,"$52,177,103 ",Sony Pictures Entertainment (SPE)
2012,audi q5,,28671,0.15107596,Positive,,,,,,,,,,,
2012,audi q7,audi q7,11008,0.22338297399999998,Positive,2007 audi q7,1.0,1.0,0.0,1.0,1.0,Jack Reacher,70.0,70.0,"$47,550,642 ",Paramount Pictures
2012,audi r8,audi r8,802,-0.299563319,Negative,2011 audi r8 spyder,3.0,3.0,1.0,0.0,1.0,This Means War,56.0,56.0,"$54,760,791 ",Twentieth Century Fox
2012,audi tt,audi tt,2226,-0.004472272,Negative,2001 audi tt roadster,1.0,1.0,0.0,1.0,1.0,Diary of a Wimpy Kid: Dog Days,67.0,67.0,"$49,008,662 ",Twentieth Century Fox
2012,bmw 1-series,bmw 1,7689,-0.129415761,Negative,2011 bmw 118i [f20],2.0,2.0,0.0,1.0,1.0,Mission: Impossible - Ghost Protocol,30.0,30.0,"$87,050,578 ",Paramount Pictures
2012,bmw 3-series,bmw 3,99602,0.055430164000000004,Positive,2001 bmw 3 coupé [e46],2.0,2.0,0.0,18.0,18.0,The Bourne Legacy,24.0,24.0,"$113,203,870 ",Universal Pictures
2012,bmw 5-series,bmw 5,56798,0.103066555,Positive,1998 bmw 540i [e39],4.0,4.0,2.0,22.0,24.0,The Possession,66.0,66.0,"$49,130,154 ",Lionsgate
2012,bmw 6-series,bmw 6,8208,1.1029976940000001,Positive,2011 bmw 6 [f12],3.0,3.0,1.0,1.0,2.0,Mission: Impossible - Ghost Protocol,30.0,30.0,"$87,050,578 ",Paramount Pictures
2012,bmw 7-series,bmw 7,11098,-0.017789185,Negative,2009 bmw 7 [f02],3.0,3.0,2.0,9.0,11.0,Taken 2,17.0,17.0,"$138,936,379 ",Twentieth Century Fox
2012,bmw x3,bmw x3,35173,0.265534487,Positive,2011 bmw x3 [f25],3.0,3.0,1.0,0.0,1.0,Mission: Impossible - Ghost Protocol,30.0,30.0,"$87,050,578 ",Paramount Pictures
2012,bmw x5,bmw x5,44445,0.09613534900000001,Positive,2007 bmw x5 [e70],2.0,2.0,0.0,6.0,6.0,Safe House,21.0,21.0,"$126,373,434 ",Universal Pictures
2012,bmw x6,,6749,0.08995478,Positive,,,,,,,,,,,
2012,bmw z4,bmw z4,2751,-0.20925553300000002,Negative,2003 bmw z4 [e85],1.0,1.0,0.0,1.0,1.0,The Campaign,31.0,31.0,"$86,907,746 ",Warner Bros.
2012,buick enclave,,56703,-0.028925195,Negative,,,,,,,,,,,
2012,buick lacrosse,buick lacrosse,57076,-0.023908062,Negative,2006 buick lacrosse,4.0,4.0,1.0,3.0,4.0,Flight,27.0,27.0,"$91,978,551 ",Paramount Pictures
2012,buick lucerne,buick lucerne,971,-0.952303763,Negative,2006 buick lucerne,1.0,1.0,0.0,2.0,2.0,The Amazing Spider-Man,6.0,6.0,"$262,030,663 ",Sony Pictures Entertainment (SPE)
2012,buick regal,buick regal,24616,-0.38680749299999995,Negative,2002 buick regal,1.0,1.0,0.0,5.0,5.0,Skyfall,4.0,4.0,"$290,904,271 ",Sony Pictures Entertainment (SPE)
2012,buick verano,,41042,153.8754717,Positive,,,,,,,,,,,
2012,cadillac cts,cadillac cts,46979,-0.146488136,Negative,2010 cadillac cts,3.0,3.0,1.0,5.0,6.0,That's My Boy,92.0,92.0,"$36,931,089 ",Sony Pictures Entertainment (SPE)
2012,cadillac dts,cadillac dts,465,-0.9598757440000001,Negative,2006 cadillac dts,3.0,3.0,1.0,0.0,1.0,We Bought a Zoo,88.0,88.0,"$38,785,097 ",Twentieth Century Fox
2012,cadillac escalade,cadillac escalade,22632,-0.112574991,Negative,2007 cadillac escalade esv,2.0,2.0,0.0,5.0,5.0,Mission: Impossible - Ghost Protocol,30.0,30.0,"$87,050,578 ",Paramount Pictures
2012,cadillac srx,cadillac srx,57485,0.010192426,Positive,2010 cadillac srx,1.0,1.0,0.0,1.0,1.0,The Amazing Spider-Man,6.0,6.0,"$262,030,663 ",Sony Pictures Entertainment (SPE)
2012,cadillac sts,,164,-0.9508687840000001,Negative,,,,,,,,,,,
2012,chevrolet avalanche,chevrolet avalanche,23995,0.194494225,Positive,2010 chevrolet avalanche,1.0,1.0,0.0,3.0,3.0,Magic Mike,23.0,23.0,"$113,721,571 ",Warner Bros.
2012,chevrolet aveo,chevrolet aveo,67,-0.997657425,Negative,2005 chevrolet aveo,1.0,1.0,0.0,3.0,3.0,Looper,41.0,41.0,"$66,475,042 ",TriStar Pictures
2012,chevrolet camaro,chevrolet camaro,84391,-0.04371720900000001,Negative,1970 chevrolet camaro,3.0,3.0,2.0,4.0,6.0,21 Jump Street,18.0,18.0,"$138,447,667 ",Sony Pictures Entertainment (SPE)
2012,chevrolet caprice ppv,,3734,3.243181818,Positive,,,,,,,,,,,
2012,chevrolet captiva sport,,36935,4.247939756,Positive,,,,,,,,,,,
2012,chevrolet cobalt,chevrolet cobalt,11,-0.987149533,Negative,2005 chevrolet cobalt,2.0,2.0,0.0,7.0,7.0,Madea's Witness Protection,42.0,42.0,"$65,653,242 ",Lionsgate
2012,chevrolet colorado,chevrolet colorado,36840,0.18739122,Positive,2009 chevrolet colorado,2.0,2.0,0.0,1.0,1.0,We Bought a Zoo,88.0,88.0,"$38,785,097 ",Twentieth Century Fox
2012,chevrolet corvette,chevrolet corvette,14132,0.07353388,Positive,chevrolet corvette c6,2.0,2.0,0.0,5.0,5.0,The Campaign,31.0,31.0,"$86,907,746 ",Warner Bros.
2012,chevrolet cruze,chevrolet cruze,237758,0.026004177000000003,Positive,2011 chevrolet cruze,1.0,1.0,0.0,1.0,1.0,Chronicle,45.0,45.0,"$64,575,175 ",Twentieth Century Fox
2012,chevrolet equinox,chevrolet equinox,218621,0.13114542,Positive,2010 chevrolet equinox,3.0,3.0,1.0,0.0,1.0,American Reunion,54.0,54.0,"$57,011,521 ",Universal Pictures
