Release,Year,Car,url,Stars
Harry Potter and the Deathly Hallows: Part 1,2010,2007 toyota prius ii,vehicle_350917-Toyota-Prius-NHW20-2007.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,1998 volkswagen golf iv [typ 1j],vehicle_454309-Volkswagen-Golf-Typ-1J-1998.html,1
The Karate Kid,2010,2003 beijing-hyundai sonata,vehicle_371560-Beijing-Hyundai-Sonata-EF-2003.html,1
The Karate Kid,2010,2006 chang'an-ford focus,vehicle_371557-Chang-an-Ford-Focus-2006.html,1
The Karate Kid,2010,2008 dongfeng-honda civic hybrid,vehicle_331626-Dongfeng-Honda-Civic-Hybrid-2008.html,1
The Karate Kid,2010,2005 faw-audi a6 l c6,vehicle_331650-FAW-Audi-A6-L-Typ-4F-2005.html,2
The Karate Kid,2010,2004 faw-toyota corolla,vehicle_371559-FAW-Toyota-Corolla-ZZE122-2004.html,1
The Karate Kid,2010,1998 faw-volkswagen jetta wang a2 [typ 19e],vehicle_331649-FAW-Volkswagen-Jetta-Wang-Typ-19E-1998.html,1
The Karate Kid,2010,jaguar xj [x350],vehicle_331628-Jaguar-XJ-X350.html,1
The Karate Kid,2010,2009 shanghai-volkswagen passat new lingyu [typ 3u],vehicle_331621-Shanghai-Volkswagen-Passat-New-LingYu-Typ-3U-2009.html,1
Grown Ups,2010,2006 cadillac dts,vehicle_351080-Cadillac-DTS-2006.html,2
Grown Ups,2010,2006 cadillac dts funeral coach,vehicle_351084-Cadillac-DTS-Funeral-Coach-2006.html,1
Grown Ups,2010,2009 chevrolet suburban,vehicle_351089-Chevrolet-Suburban-GMT931-2009.html,3
Grown Ups,2010,2005 chrysler 300,vehicle_351081-Chrysler-300-LX-2005.html,1
Grown Ups,2010,1998 ford explorer,vehicle_381398-Ford-Explorer-UN150-1998.html,1
Grown Ups,2010,2009 ford mustang,vehicle_351088-Ford-Mustang-S197-2009.html,2
Grown Ups,2010,2008 smart fortwo,vehicle_351085-smart-Fortwo-451-2008.html,2
Grown Ups,2010,toyota rav4,vehicle_381397-Toyota-RAV4-XA20.html,1
Grown Ups,2010,2001 volkswagen passat wagon b5 [typ 3bg],vehicle_381399-Volkswagen-Passat-Wagon-Typ-3BG-2001.html,1
Grown Ups,2010,2007 volvo xc90,vehicle_351086-Volvo-XC90-2007.html,2
The Other Guys,2010,2007 acura mdx,vehicle_310533-Acura-MDX-YD2-2007.html,1
The Other Guys,2010,1999 acura tl,vehicle_1183787-Acura-TL-UA5-1999.html,1
The Other Guys,2010,2005 audi a4 avant b7,vehicle_1183229-Audi-A4-Avant-Typ-8E-2005.html,1
The Other Guys,2010,2005 cadillac escalade,vehicle_295634-Cadillac-Escalade-GMT820-2005.html,3
The Other Guys,2010,1968 chevrolet camaro,vehicle_346994-Chevrolet-Camaro-1968.html,2
The Other Guys,2010,2000 chevrolet impala,vehicle_346995-Chevrolet-Impala-GMX210-2000.html,2
The Other Guys,2010,2006 chevrolet impala,vehicle_1183181-Chevrolet-Impala-2006.html,1
The Other Guys,2010,2000 chevrolet malibu,vehicle_1183188-Chevrolet-Malibu-GMX130-2000.html,1
The Other Guys,2010,2008 chevrolet malibu,vehicle_1183794-Chevrolet-Malibu-2008.html,1
The Other Guys,2010,1997 chevrolet suburban,vehicle_350075-Chevrolet-Suburban-GMT410-1997.html,2
The Other Guys,2010,2007 chevrolet tahoe,vehicle_346993-Chevrolet-Tahoe-GMT921-2007.html,1
The Other Guys,2010,2007 chrysler town & country,vehicle_1183758-Chrysler-Town-and-Country-RS-2007.html,1
The Other Guys,2010,2007 dodge caliber,vehicle_350138-Dodge-Caliber-PM-2007.html,1
The Other Guys,2010,1999 ford crown victoria,vehicle_350140-Ford-Crown-Victoria-P71-1999.html,1
The Other Guys,2010,2000 ford crown victoria,vehicle_346999-Ford-Crown-Victoria-P71-2000.html,3
The Other Guys,2010,2003 ford crown victoria,vehicle_347000-Ford-Crown-Victoria-P70-2003.html,2
The Other Guys,2010,2002 ford escape,vehicle_1183245-Ford-Escape-U204-2002.html,1
The Other Guys,2010,2005 ford escape,vehicle_1183228-Ford-Escape-U204-2005.html,1
The Other Guys,2010,2008 ford escape,vehicle_1183249-Ford-Escape-U204-2008.html,1
The Other Guys,2010,1999 ford explorer,vehicle_350077-Ford-Explorer-UN150-1999.html,2
The Other Guys,2010,1985 ford f-series,vehicle_543415-Ford-F-Series-1985.html,1
The Other Guys,2010,1999 ford f-series,vehicle_350119-Ford-F-Series-PN96-1999.html,1
The Other Guys,2010,2010 ford focus,vehicle_347004-Ford-Focus-2010.html,1
The Other Guys,2010,2010 ford mustang,vehicle_350124-Ford-Mustang-S197-2010.html,1
The Other Guys,2010,2000 ford taurus,vehicle_350066-Ford-Taurus-D186-2000.html,2
The Other Guys,2010,2008 ford taurus,vehicle_1183241-Ford-Taurus-D258-2008.html,1
The Other Guys,2010,1996 honda accord,vehicle_350118-Honda-Accord-CD5-1996.html,1
The Other Guys,2010,2006 honda accord,vehicle_350104-Honda-Accord-CM5-2006.html,1
The Other Guys,2010,1996 honda accord coupé,vehicle_350085-Honda-Accord-Coupe-CD7-1996.html,1
The Other Guys,2010,2001 honda civic,vehicle_350126-Honda-Civic-ES-2001.html,1
The Other Guys,2010,1998 honda cr-v,vehicle_543411-Honda-CR-V-RD1-1998.html,1
The Other Guys,2010,2002 hyundai sonata,vehicle_350087-Hyundai-Sonata-EF-2002.html,1
The Other Guys,2010,hyundai tucson,vehicle_1183200-Hyundai-Tucson-JM.html,1
The Other Guys,2010,jaguar xj8 [x308],vehicle_1183796-Jaguar-XJ8-X308.html,1
The Other Guys,2010,1993 jeep grand cherokee,vehicle_350088-Jeep-Grand-Cherokee-ZJ-1993.html,1
The Other Guys,2010,1999 jeep grand cherokee,vehicle_350092-Jeep-Grand-Cherokee-WJ-1999.html,1
The Other Guys,2010,2000 lexus es 300,vehicle_543413-Lexus-ES-300-MCV20-2000.html,1
The Other Guys,2010,2009 lincoln mks,vehicle_1183762-Lincoln-MKS-2009.html,1
The Other Guys,2010,2007 lincoln mkz,vehicle_350135-Lincoln-MKZ-2007.html,1
The Other Guys,2010,1995 lincoln town car,vehicle_350130-Lincoln-Town-Car-1995.html,1
The Other Guys,2010,2004 mazda 3,vehicle_1183778-Mazda-3-BK-2004.html,1
The Other Guys,2010,2008 mazda 5,vehicle_543416-Mazda-5-CR-2008.html,1
The Other Guys,2010,2009 mazda 6,vehicle_1183227-Mazda-6-GH-2009.html,1
The Other Guys,2010,1998 mazda 626,vehicle_350105-Mazda-626-GF-1998.html,1
The Other Guys,2010,1997 nissan maxima,vehicle_1183797-Nissan-Maxima-A32-1997.html,1
The Other Guys,2010,2009 nissan versa,vehicle_346997-Nissan-Versa-C11-2009.html,1
The Other Guys,2010,2006 saab 9-3 sportcombi,vehicle_1183789-SAAB-9-3-SportCombi-2006.html,1
The Other Guys,2010,2004 subaru impreza wagon,vehicle_346996-Subaru-Impreza-Wagon-GG-2004.html,1
The Other Guys,2010,2000 subaru outback sus,vehicle_1183244-Subaru-Outback-SUS-BE-2000.html,1
The Other Guys,2010,2005 toyota avalon,vehicle_543417-Toyota-Avalon-GSX30-2005.html,1
The Other Guys,2010,1997 toyota camry,vehicle_350095-Toyota-Camry-XV20-1997.html,1
The Other Guys,2010,2002 toyota camry,vehicle_1183761-Toyota-Camry-XV30-2002.html,1
The Other Guys,2010,2006 toyota highlander hybrid,vehicle_1183769-Toyota-Highlander-Hybrid-XU20-2006.html,1
The Other Guys,2010,2005 toyota matrix,vehicle_543407-Toyota-Matrix-ZZE132-2005.html,1
The Other Guys,2010,2006 toyota prius ii,vehicle_295635-Toyota-Prius-NHW20-2006.html,4
The Other Guys,2010,2006 toyota sienna,vehicle_1183183-Toyota-Sienna-MCL20-2006.html,1
The Other Guys,2010,2004 volkswagen golf r32 iv [typ 1j],vehicle_1183795-Volkswagen-Golf-R32-Typ-1J-2004.html,1
The Other Guys,2010,1999 volkswagen jetta a4 [typ 1j],vehicle_346998-Volkswagen-Jetta-Typ-1J-1999.html,1
The Other Guys,2010,1998 volkswagen passat b5 [typ 3b],vehicle_350136-Volkswagen-Passat-Typ-3B-1998.html,1
The Other Guys,2010,2001 volkswagen passat b5 [typ 3bg],vehicle_1183252-Volkswagen-Passat-Typ-3BG-2001.html,1
The Other Guys,2010,2001 volvo s60,vehicle_350114-Volvo-S60-2001.html,1
The Other Guys,2010,1999 volvo s80,vehicle_1183776-Volvo-S80-TS-1999.html,1
Salt,2010,2005 audi a4 avant b7,vehicle_347201-Audi-A4-Avant-Typ-8E-2005.html,1
Salt,2010,2000 audi tt,vehicle_762808-Audi-TT-Typ-8N-2000.html,1
Salt,2010,2007 bmw x3 [e83],vehicle_762809-BMW-X3-E83-2007.html,1
Salt,2010,2006 cadillac dts,vehicle_1182455-Cadillac-DTS-2006.html,1
Salt,2010,2005 chevrolet aveo,vehicle_1182457-Chevrolet-Aveo-T200-2005.html,1
Salt,2010,2008 chevrolet cobalt,vehicle_1182463-Chevrolet-Cobalt-GMX001-2008.html,1
Salt,2010,2003 chevrolet express,vehicle_347208-Chevrolet-Express-GMT610-2003.html,2
Salt,2010,2006 chevrolet hhr,vehicle_1182441-Chevrolet-HHR-GMT001-2006.html,1
Salt,2010,2000 chevrolet impala,vehicle_347200-Chevrolet-Impala-GMX210-2000.html,2
Salt,2010,2006 chevrolet impala,vehicle_347202-Chevrolet-Impala-2006.html,2
Salt,2010,1997 chevrolet malibu,vehicle_1182494-Chevrolet-Malibu-GMX130-1997.html,1
Salt,2010,2008 chevrolet malibu,vehicle_347207-Chevrolet-Malibu-2008.html,1
Salt,2010,2007 chevrolet suburban,vehicle_347205-Chevrolet-Suburban-GMT931-2007.html,3
Salt,2010,2005 chevrolet tahoe,vehicle_258539-Chevrolet-Tahoe-GMT820-2005.html,3
Salt,2010,2007 chevrolet tahoe,vehicle_347204-Chevrolet-Tahoe-GMT921-2007.html,3
Salt,2010,2007 chrysler sebring,vehicle_1182489-Chrysler-Sebring-JS-2007.html,1
Salt,2010,2008 dodge avenger,vehicle_1182438-Dodge-Avenger-2008.html,1
Salt,2010,2007 dodge caliber,vehicle_359961-Dodge-Caliber-PM-2007.html,1
Salt,2010,2009 dodge ram,vehicle_359951-Dodge-Ram-2009.html,2
Salt,2010,2001 ford crown victoria,vehicle_258540-Ford-Crown-Victoria-2001.html,2
Salt,2010,2003 ford crown victoria,vehicle_258541-Ford-Crown-Victoria-P70-2003.html,2
Salt,2010,2004 ford explorer,vehicle_1182440-Ford-Explorer-U152-2004.html,1
Salt,2010,2006 ford fusion,vehicle_1182464-Ford-Fusion-CD338-2006.html,1
Salt,2010,2004 ford taurus,vehicle_1182487-Ford-Taurus-D186-2004.html,1
Salt,2010,2003 gmc savana,vehicle_347206-GMC-Savana-GMT610-2003.html,2
Salt,2010,2008 gmc yukon hybrid,vehicle_347203-GMC-Yukon-Hybrid-GMT922-2008.html,2
Salt,2010,1990 honda accord,vehicle_1182492-Honda-Accord-CB7-1990.html,1
Salt,2010,1998 honda accord,vehicle_359968-Honda-Accord-CG-1998.html,1
Salt,2010,2004 honda civic,vehicle_359971-Honda-Civic-ES-2004.html,1
Salt,2010,2007 honda cr-v,vehicle_1182484-Honda-CR-V-RE-2007.html,1
Salt,2010,2001 hyundai elantra,vehicle_1182450-Hyundai-Elantra-XD-2001.html,1
Salt,2010,hyundai tucson,vehicle_1182488-Hyundai-Tucson-JM.html,1
Salt,2010,2003 infiniti fx,vehicle_1182456-Infiniti-FX-S50-2003.html,1
Salt,2010,2005 infiniti g35,vehicle_1182490-Infiniti-G35-V35-2005.html,1
Salt,2010,2006 jeep commander,vehicle_1182471-Jeep-Commander-XK-2006.html,1
Salt,2010,jeep wrangler,vehicle_1182469-Jeep-Wrangler-TJ.html,1
Salt,2010,1987 jeep wrangler,vehicle_1182448-Jeep-Wrangler-YJ-1987.html,1
Salt,2010,2007 kia amanti,vehicle_258543-Kia-Amanti-LD-2007.html,2
Salt,2010,1961 lincoln continental presidential limousine,vehicle_359973-Lincoln-Continental-Presidential-Limousine-1961.html,1
Salt,2010,2003 lincoln navigator,vehicle_359965-Lincoln-Navigator-U228-2003.html,1
Salt,2010,2006 lincoln town car,vehicle_347210-Lincoln-Town-Car-2006.html,2
Salt,2010,1998 mercury grand marquis,vehicle_347209-Mercury-Grand-Marquis-M74-1998.html,1
Salt,2010,2005 mercury grand marquis,vehicle_1182481-Mercury-Grand-Marquis-M75-2005.html,1
Salt,2010,2002 mini cooper,vehicle_1182433-MINI-Cooper-R50-2002.html,1
Salt,2010,2002 mitsubishi galant,vehicle_1182478-Mitsubishi-Galant-EA-2002.html,1
Salt,2010,2007 nissan altima,vehicle_1182432-Nissan-Altima-L32-2007.html,1
Salt,2010,2008 pontiac g5,vehicle_1182470-Pontiac-G5-GMX001-2008.html,1
Salt,2010,1997 pontiac grand prix,vehicle_1182465-Pontiac-Grand-Prix-1997.html,1
Salt,2010,2002 saab 9-5 sportwagon,vehicle_1182462-SAAB-9-5-SportWagon-2002.html,1
Salt,2010,2003 subaru forester,vehicle_1182452-Subaru-Forester-SG6-2003.html,1
Salt,2010,2007 suzuki xl7,vehicle_1182491-Suzuki-XL7-GMT193-2007.html,1
Salt,2010,1988 toyota camry,vehicle_1182480-Toyota-Camry-V20-1988.html,1
Salt,2010,1997 toyota camry,vehicle_359967-Toyota-Camry-XV20-1997.html,1
Salt,2010,2007 toyota camry,vehicle_1182458-Toyota-Camry-XV40-2007.html,1
Salt,2010,1998 toyota corolla,vehicle_359970-Toyota-Corolla-E110-1998.html,1
Salt,2010,2008 toyota highlander,vehicle_1182485-Toyota-Highlander-XU40-2008.html,1
Salt,2010,1991 toyota land cruiser,vehicle_359956-Toyota-Land-Cruiser-J80-1991.html,1
Salt,2010,2004 toyota sienna,vehicle_1182461-Toyota-Sienna-MCL20-2004.html,1
Salt,2010,1993 volkswagen jetta a3 [typ 1h],vehicle_1182454-Volkswagen-Jetta-Typ-1H-1993.html,1
Salt,2010,1999 volkswagen jetta a4 [typ 1j],vehicle_311846-Volkswagen-Jetta-Typ-1J-1999.html,2
TRON: Legacy,2010,2005 chrysler 300,vehicle_345553-Chrysler-300-LX-2005.html,1
TRON: Legacy,2010,2007 chrysler sebring,vehicle_389012-Chrysler-Sebring-JS-2007.html,1
TRON: Legacy,2010,1999 ford crown victoria,vehicle_389014-Ford-Crown-Victoria-1999.html,2
TRON: Legacy,2010,2000 ford crown victoria,vehicle_389013-Ford-Crown-Victoria-P71-2000.html,2
TRON: Legacy,2010,2006 ford fusion,vehicle_741696-Ford-Fusion-CD338-2006.html,1
TRON: Legacy,2010,mini cooper s,vehicle_389018-MINI-Cooper-S-R53.html,1
Jackass 3D,2010,2009 acura tsx,vehicle_1306812-Acura-TSX-CU2-2009.html,1
Jackass 3D,2010,2007 bmw x5 [e70],vehicle_383689-BMW-X5-E70-2007.html,1
Jackass 3D,2010,2000 chevrolet impala,vehicle_1306803-Chevrolet-Impala-2000.html,1
Jackass 3D,2010,2007 chevrolet silverado,vehicle_383687-Chevrolet-Silverado-GMT901-2007.html,1
Jackass 3D,2010,2002 chevrolet tahoe,vehicle_383696-Chevrolet-Tahoe-GMT820-2002.html,1
Jackass 3D,2010,2009 dodge charger,vehicle_1306801-Dodge-Charger-LX-2009.html,1
Jackass 3D,2010,2008 ford e-series,vehicle_1306817-Ford-E-Series-2008.html,2
Jackass 3D,2010,2003 ford f-series super duty,vehicle_1306802-Ford-F-Series-Super-Duty-P254-2003.html,1
Jackass 3D,2010,2008 ford f-series super duty,vehicle_1306811-Ford-F-Series-Super-Duty-2008.html,1
Jackass 3D,2010,2006 gmc savana,vehicle_383695-GMC-Savana-GMT610-2006.html,1
Jackass 3D,2010,2005 hummer h2 sut,vehicle_383691-Hummer-H2-SUT-GMT913-2005.html,1
Jackass 3D,2010,1998 lincoln town car,vehicle_1306816-Lincoln-Town-Car-1998.html,1
Jackass 3D,2010,2004 mazda 3,vehicle_1306804-Mazda-3-BK-2004.html,1
Jackass 3D,2010,2006 nissan titan,vehicle_383690-Nissan-Titan-A60-2006.html,1
Jackass 3D,2010,2007 toyota prius ii,vehicle_1306813-Toyota-Prius-NHW20-2007.html,1
Jackass 3D,2010,2004 volkswagen passat wagon b5 [typ 3bg],vehicle_1306815-Volkswagen-Passat-Wagon-Typ-3BG-2004.html,1
Valentine's Day,2010,2000 bmw x5 [e53],vehicle_316123-BMW-X5-E53-2000.html,1
Valentine's Day,2010,2004 cadillac cts,vehicle_316139-Cadillac-CTS-2004.html,3
Valentine's Day,2010,2009 cadillac escalade hybrid,vehicle_316111-Cadillac-Escalade-Hybrid-GMT926-2009.html,2
Valentine's Day,2010,1998 chevrolet blazer,vehicle_316133-Chevrolet-Blazer-GMT330-1998.html,1
Valentine's Day,2010,2007 chevrolet hhr panel,vehicle_316125-Chevrolet-HHR-Panel-GMT001-2007.html,1
Valentine's Day,2010,1966 chevrolet impala,vehicle_316152-Chevrolet-Impala-16437-1966.html,3
Valentine's Day,2010,2006 chrysler pt cruiser,vehicle_316136-Chrysler-PT-Cruiser-PT-2006.html,1
Valentine's Day,2010,1999 ford crown victoria,vehicle_316129-Ford-Crown-Victoria-1999.html,1
Valentine's Day,2010,1967 ford f-series,vehicle_316150-Ford-F-Series-1967.html,2
Valentine's Day,2010,2005 ford f-series super duty,vehicle_316122-Ford-F-Series-Super-Duty-P254-2005.html,1
Valentine's Day,2010,2008 ford mustang,vehicle_316138-Ford-Mustang-S197-2008.html,2
Valentine's Day,2010,2010 ford transit connect,vehicle_316137-Ford-Transit-Connect-2010.html,3
Valentine's Day,2010,2007 jeep wrangler,vehicle_316147-Jeep-Wrangler-JK-2007.html,1
Valentine's Day,2010,1990 lexus es 250,vehicle_316156-Lexus-ES-250-VZV21-1990.html,1
Valentine's Day,2010,2003 lincoln town car stretched limousine,vehicle_316115-Lincoln-Town-Car-Stretched-Limousine-2003.html,2
Valentine's Day,2010,2007 mazda 3,vehicle_316144-Mazda-3-BK-2007.html,1
Valentine's Day,2010,mini cooper s,vehicle_316146-MINI-Cooper-S-R56.html,1
Valentine's Day,2010,porsche 911 carrera s cabrio [997],vehicle_316119-Porsche-911-Carrera-S-Cabrio-997.html,3
Valentine's Day,2010,2010 toyota prius iii,vehicle_316128-Toyota-Prius-ZVW30-2010.html,3
Valentine's Day,2010,2004 volvo s80,vehicle_316126-Volvo-S80-TS-2004.html,1
The Expendables,2010,2000 chevrolet malibu,vehicle_336162-Chevrolet-Malibu-GMX130-2000.html,2
The Expendables,2010,1996 chevrolet suburban,vehicle_336953-Chevrolet-Suburban-GMT410-1996.html,1
The Expendables,2010,2000 chevrolet suburban,vehicle_336160-Chevrolet-Suburban-GMT830-2000.html,1
The Expendables,2010,1998 dodge durango,vehicle_336164-Dodge-Durango-DN-1998.html,3
The Expendables,2010,2007 hyundai elantra,vehicle_336952-Hyundai-Elantra-HD-2007.html,1
The Expendables,2010,2006 kia sedona,vehicle_336958-Kia-Sedona-VQ-2006.html,1
The Expendables,2010,2001 nissan xterra,vehicle_336167-Nissan-Xterra-WD22-2001.html,3
The Expendables,2010,1974 volkswagen passat b1 [typ 32],vehicle_336955-Volkswagen-Passat-Typ-32-1974.html,1
Due Date,2010,2006 chevrolet hhr,vehicle_373951-Chevrolet-HHR-GMT001-2006.html,1
Due Date,2010,2009 chevrolet impala,vehicle_374886-Chevrolet-Impala-2009.html,1
Due Date,2010,2001 chevrolet malibu,vehicle_373932-Chevrolet-Malibu-GMX130-2001.html,1
Due Date,2010,2009 chevrolet malibu,vehicle_373949-Chevrolet-Malibu-2009.html,1
Due Date,2010,2002 chevrolet silverado,vehicle_325354-Chevrolet-Silverado-GMT880-2002.html,3
Due Date,2010,2005 chrysler 300,vehicle_373946-Chrysler-300-LX-2005.html,1
Due Date,2010,2009 dodge caliber,vehicle_373948-Dodge-Caliber-PM-2009.html,1
Due Date,2010,2006 dodge charger,vehicle_373947-Dodge-Charger-LX-2006.html,1
Due Date,2010,1998 dodge durango,vehicle_373929-Dodge-Durango-DN-1998.html,1
Due Date,2010,2009 dodge journey,vehicle_325352-Dodge-Journey-JC49-2009.html,1
Due Date,2010,1999 ford crown victoria,vehicle_373943-Ford-Crown-Victoria-P71-1999.html,2
Due Date,2010,2005 ford focus,vehicle_373937-Ford-Focus-2005.html,1
Due Date,2010,2005 ford mustang,vehicle_325353-Ford-Mustang-S197-2005.html,1
Due Date,2010,2004 kia spectra,vehicle_373941-Kia-Spectra-LD-2004.html,1
Due Date,2010,2003 lincoln town car,vehicle_355112-Lincoln-Town-Car-2003.html,2
Due Date,2010,1993 nissan sentra,vehicle_373925-Nissan-Sentra-B13-1993.html,1
Due Date,2010,2006 pontiac g6,vehicle_373922-Pontiac-G6-GMX381-2006.html,2
Due Date,2010,2010 subaru impreza,vehicle_325351-Subaru-Impreza-GH-2010.html,4
Due Date,2010,1993 toyota corolla,vehicle_373926-Toyota-Corolla-E100-1993.html,1
Due Date,2010,2006 toyota prius ii,vehicle_373920-Toyota-Prius-NHW20-2006.html,2
Alvin and the Chipmunks: The Squeakquel,2010,2004 chevrolet aveo,vehicle_361093-Chevrolet-Aveo-T200-2004.html,1
Alvin and the Chipmunks: The Squeakquel,2010,2001 chevrolet tahoe,vehicle_837360-Chevrolet-Tahoe-GMT820-2001.html,1
Alvin and the Chipmunks: The Squeakquel,2010,2006 honda civic hybrid,vehicle_361092-Honda-Civic-Hybrid-FA3-2006.html,1
Alvin and the Chipmunks: The Squeakquel,2010,1989 jeep cherokee,vehicle_361091-Jeep-Cherokee-XJ-1989.html,1
Alvin and the Chipmunks: The Squeakquel,2010,2003 lincoln town car stretched limousine,vehicle_361103-Lincoln-Town-Car-Stretched-Limousine-2003.html,3
Alvin and the Chipmunks: The Squeakquel,2010,2000 nissan maxima,vehicle_361101-Nissan-Maxima-A33-2000.html,1
Alvin and the Chipmunks: The Squeakquel,2010,2000 subaru outback,vehicle_361099-Subaru-Outback-BH-2000.html,1
Alvin and the Chipmunks: The Squeakquel,2010,1997 toyota camry,vehicle_361094-Toyota-Camry-XV20-1997.html,1
Alvin and the Chipmunks: The Squeakquel,2010,2007 toyota camry hybrid,vehicle_361095-Toyota-Camry-Hybrid-AHV40-2007.html,1
Alvin and the Chipmunks: The Squeakquel,2010,2002 toyota prius i,vehicle_361100-Toyota-Prius-NHW11-2002.html,1
Date Night,2010,2004 audi a4 b6,vehicle_318454-Audi-A4-Typ-8E-2004.html,1
Date Night,2010,2008 audi r8,vehicle_292736-Audi-R8-Typ-42-2008.html,4
Date Night,2010,2005 chevrolet equinox,vehicle_318241-Chevrolet-Equinox-GMT191-2005.html,1
Date Night,2010,1997 chevrolet suburban,vehicle_318243-Chevrolet-Suburban-GMT410-1997.html,2
Date Night,2010,1996 chrysler sebring convertible,vehicle_318238-Chrysler-Sebring-Convertible-JX-1996.html,1
Date Night,2010,1998 ford crown victoria,vehicle_318245-Ford-Crown-Victoria-1998.html,3
Date Night,2010,1999 ford crown victoria,vehicle_292738-Ford-Crown-Victoria-1999.html,3
Date Night,2010,2001 ford crown victoria,vehicle_292739-Ford-Crown-Victoria-P71-2001.html,2
Date Night,2010,2009 ford escape hybrid,vehicle_318222-Ford-Escape-Hybrid-U204-2009.html,1
Date Night,2010,1995 ford explorer,vehicle_318242-Ford-Explorer-UN105-1995.html,1
Date Night,2010,2005 ford focus,vehicle_318239-Ford-Focus-2005.html,1
Date Night,2010,2010 ford fusion,vehicle_318220-Ford-Fusion-CD338-2010.html,2
Date Night,2010,2003 honda accord,vehicle_318223-Honda-Accord-CM-2003.html,1
Date Night,2010,1993 jeep grand cherokee,vehicle_318236-Jeep-Grand-Cherokee-ZJ-1993.html,1
