Release,Car,Stars,Vehicle,Vehicle Original,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
The Campaign,2003 bmw z4 [e85],1,bmw z4,bmw z4,31,"$86,907,746",Warner Bros.,2012,0,1,1,31,1
Flight,2006 buick lacrosse,4,buick lacrosse,buick lacrosse,27,"$91,978,551",Paramount Pictures,2012,1,3,4,27,4
The Amazing Spider-Man,2006 buick lucerne,1,buick lucerne,buick lucerne,6,"$262,030,663",Sony Pictures Entertainment (SPE),2012,0,2,2,6,1
Skyfall,2002 buick regal,1,buick regal,buick regal,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,5,5,4,1
That's My Boy,2010 cadillac cts,3,cadillac cts,cadillac cts,92,"$36,931,089",Sony Pictures Entertainment (SPE),2012,1,5,6,92,3
We Bought a Zoo,2006 cadillac dts,3,cadillac dts,cadillac dts,88,"$38,785,097",Twentieth Century Fox,2012,1,0,1,88,3
Mission: Impossible - Ghost Protocol,2007 cadillac escalade esv,2,cadillac escalade,cadillac escalade,30,"$87,050,578",Paramount Pictures,2012,0,5,5,30,2
The Amazing Spider-Man,2010 cadillac srx,1,cadillac srx,cadillac srx,6,"$262,030,663",Sony Pictures Entertainment (SPE),2012,0,1,1,6,1
Magic Mike,2010 chevrolet avalanche,1,chevrolet avalanche,chevrolet avalanche,23,"$113,721,571",Warner Bros.,2012,0,3,3,23,1
Looper,2005 chevrolet aveo,1,chevrolet aveo,chevrolet aveo,41,"$66,475,042",TriStar Pictures,2012,0,3,3,41,1
Act of Valor,1973 chevrolet blazer,2,chevrolet blazer,chevrolet blazer,38,"$70,012,847",Relativity Media,2012,0,1,1,38,2
21 Jump Street,1970 chevrolet camaro,3,chevrolet camaro,chevrolet camaro,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,2,4,6,18,3
Madea's Witness Protection,2005 chevrolet cobalt,2,chevrolet cobalt,chevrolet cobalt,42,"$65,653,242",Lionsgate,2012,0,7,7,42,2
We Bought a Zoo,2009 chevrolet colorado,2,chevrolet colorado,chevrolet colorado,88,"$38,785,097",Twentieth Century Fox,2012,0,1,1,88,2
The Campaign,chevrolet corvette c6,2,chevrolet corvette,chevrolet corvette,31,"$86,907,746",Warner Bros.,2012,0,5,5,31,2
Chronicle,2011 chevrolet cruze,1,chevrolet cruze,chevrolet cruze,45,"$64,575,175",Twentieth Century Fox,2012,0,1,1,45,1
American Reunion,2010 chevrolet equinox,3,chevrolet equinox,chevrolet equinox,54,"$57,011,521",Universal Pictures,2012,1,0,1,54,3
Pitch Perfect,1996 chevrolet express,3,chevrolet express,chevrolet express,46,"$64,427,368",Universal Pictures,2012,2,4,6,46,3
Ted,2006 chevrolet hhr,1,chevrolet hhr,chevrolet hhr,9,"$218,815,487",Universal Pictures,2012,0,3,3,9,1
Hope Springs,2010 chevrolet impala,3,chevrolet impala,chevrolet impala,47,"$63,536,011",Sony Pictures Entertainment (SPE),2012,2,26,28,47,3
Ted,2008 chevrolet malibu,2,chevrolet malibu,chevrolet malibu,9,"$218,815,487",Universal Pictures,2012,0,6,6,9,2
Looper,2010 chevrolet silverado,3,chevrolet silverado,chevrolet silverado,41,"$66,475,042",TriStar Pictures,2012,1,6,7,41,3
This Means War,2000 chevrolet suburban,3,chevrolet suburban,chevrolet suburban,56,"$54,760,791",Twentieth Century Fox,2012,1,11,12,56,3
21 Jump Street,2000 chevrolet tahoe,2,chevrolet tahoe,chevrolet tahoe,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,0,7,7,18,2
The Amazing Spider-Man,2002 chevrolet trailblazer ext,1,chevrolet trailblazer,chevrolet trailblazer,6,"$262,030,663",Sony Pictures Entertainment (SPE),2012,0,3,3,6,1
The Watch,2010 chevrolet traverse,4,chevrolet traverse,chevrolet traverse,94,"$35,353,000",Twentieth Century Fox,2012,1,1,2,94,4
Think Like a Man,2011 chevrolet volt,1,chevrolet volt,chevrolet volt,28,"$91,547,205",Screen Gems,2012,0,1,1,28,1
Total Recall,2012 chrysler 200,1,chrysler 200,chrysler 200,52,"$58,877,969",Sony Pictures Entertainment (SPE),2012,0,4,4,52,1
The Amazing Spider-Man,2005 chrysler 300,1,chrysler 300,chrysler 300,6,"$262,030,663",Sony Pictures Entertainment (SPE),2012,0,4,4,6,1
American Reunion,2007 chrysler aspen,1,chrysler aspen,chrysler aspen,54,"$57,011,521",Universal Pictures,2012,0,1,1,54,1
Skyfall,2003 chrysler pt cruiser,1,chrysler pt cruiser,chrysler pt cruiser,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,2,2,4,1
The Avengers,2004 chrysler sebring,1,chrysler sebring,chrysler sebring,1,"$623,357,910",Walt Disney Studios Motion Pictures,2012,0,2,2,1,1
Madea's Witness Protection,2009 chrysler town & country,3,chrysler town & country,chrysler town & country,42,"$65,653,242",Lionsgate,2012,2,7,9,42,3
That's My Boy,2007 dodge caliber,1,dodge caliber,dodge caliber,92,"$36,931,089",Sony Pictures Entertainment (SPE),2012,0,1,1,92,1
The Lucky One,2009 dodge challenger,3,dodge challenger,dodge challenger,50,"$60,457,138",Warner Bros.,2012,1,1,2,50,3
Journey 2: The Mysterious Island,2006 dodge charger,3,dodge charger,dodge charger,26,"$103,860,290",Warner Bros.,2012,2,6,8,26,3
Underworld: Awakening,2005 dodge dakota,2,dodge dakota,dodge dakota,49,"$62,321,039",Screen Gems,2012,0,5,5,49,2
Argo,1971 dodge dart,1,dodge dart,dodge dart,25,"$108,720,920",Warner Bros.,2012,0,2,2,25,1
The Bourne Legacy,2011 dodge durango,2,dodge durango,dodge durango,24,"$113,203,870",Universal Pictures,2012,0,1,1,24,2
Project X,2005 dodge grand caravan,3,dodge grand caravan,dodge grand caravan,57,"$54,731,865",Warner Bros.,2012,1,5,6,57,3
Pitch Perfect,2009 dodge journey,1,dodge journey,dodge journey,46,"$64,427,368",Universal Pictures,2012,0,1,1,46,1
American Reunion,2009 dodge nitro,2,dodge nitro,dodge nitro,54,"$57,011,521",Universal Pictures,2012,0,1,1,54,2
Red Dawn,1991 dodge ram,4,dodge ram,dodge ram,79,"$43,468,052",FilmDistrict,2012,5,7,12,79,4
Parental Guidance,2012 fiat 500,2,fiat 500,fiat 500,98,"$33,993,350",Twentieth Century Fox,2012,0,3,3,98,2
End of Watch,1999 ford crown victoria,4,ford crown victoria,ford crown victoria,85,"$40,766,734",Open Road Films (II),2012,7,46,53,85,4
Contraband,2006 ford e-series,3,ford e-,ford e-series,40,"$66,528,000",Universal Pictures,2012,2,11,13,40,3
The Lucky One,2007 ford edge,2,ford edge,ford edge,50,"$60,457,138",Warner Bros.,2012,0,2,2,50,2
Journey 2: The Mysterious Island,2009 ford escape,2,ford escape,ford escape,26,"$103,860,290",Warner Bros.,2012,0,10,10,26,2
The Dark Knight Rises,2008 ford expedition gen.3,2,ford expedition,ford expedition,2,"$448,139,099",Warner Bros.,2012,0,3,3,2,2
Diary of a Wimpy Kid: Dog Days,2002 ford explorer,3,ford explorer,ford explorer,67,"$49,008,662",Twentieth Century Fox,2012,1,12,13,67,3
Magic Mike,2012 ford f-150,4,ford f-,ford f-series,23,"$113,721,571",Warner Bros.,2012,9,29,38,23,4
Skyfall,2001 ford fiesta mkiv,1,ford fiesta,ford fiesta,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,3,3,4,1
We Bought a Zoo,2009 ford flex,3,ford flex,ford flex,88,"$38,785,097",Twentieth Century Fox,2012,1,1,2,88,3
This Means War,2000 ford focus,2,ford focus,ford focus,56,"$54,760,791",Twentieth Century Fox,2012,0,12,12,56,2
Skyfall,2006 ford fusion,1,ford fusion,ford fusion,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,3,3,4,1
Contraband,2005 ford gt,1,ford gt,ford gt,40,"$66,528,000",Universal Pictures,2012,0,1,1,40,1
21 Jump Street,1991 ford mustang,3,ford mustang,ford mustang,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,4,23,27,18,3
The Odd Life of Timothy Green,1998 ford ranger,2,ford ranger,ford ranger,62,"$51,816,367",Walt Disney Studios Motion Pictures,2012,0,7,7,62,2
Men in Black 3,2010 ford taurus sho,3,ford taurus,ford taurus,12,"$179,020,854",Sony Pictures Entertainment (SPE),2012,2,15,17,12,3
Ghost Rider: Spirit of Vengeance,2007 ford transit mkv,3,ford transit,ford transit,63,"$51,774,002",Sony Pictures Entertainment (SPE),2012,1,6,7,63,3
Jack Reacher,2010 ford transit connect,3,ford transit connect,ford transit connect,70,"$47,550,642",Paramount Pictures,2012,1,0,1,70,3
This Is 40,2007 gmc acadia,1,gmc acadia,gmc acadia,87,"$38,951,960",Universal Pictures,2012,0,1,1,87,1
Pitch Perfect,2002 gmc envoy,1,gmc envoy,gmc envoy,46,"$64,427,368",Universal Pictures,2012,0,2,2,46,1
Savages,2003 gmc savana,3,gmc savana,gmc savana,71,"$47,382,068",Universal Pictures,2012,1,2,3,71,3
Act of Valor,1997 gmc sierra,3,gmc sierra,gmc sierra,38,"$70,012,847",Relativity Media,2012,1,3,4,38,3
This Means War,2000 gmc yukon,3,gmc yukon,gmc yukon,56,"$54,760,791",Twentieth Century Fox,2012,2,2,4,56,3
The Descendants,2006 honda accord,4,honda accord,honda accord,76,"$44,209,129",Fox Searchlight Pictures,2012,1,17,18,76,4
Think Like a Man,1996 honda civic coupé,3,honda civic,honda civic,28,"$91,547,205",Screen Gems,2012,1,22,23,28,3
21 Jump Street,2002 honda cr-v,1,honda cr-v,honda cr-v,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,0,8,8,18,1
This Is 40,2007 honda element,1,honda element,honda element,87,"$38,951,960",Universal Pictures,2012,0,1,1,87,1
Looper,2007 honda fit,2,honda fit,honda fit,41,"$66,475,042",TriStar Pictures,2012,0,2,2,41,2
21 Jump Street,2008 honda odyssey,1,honda odyssey,honda odyssey,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,0,2,2,18,1
Project X,1994 honda passport,1,honda passport,honda passport,57,"$54,731,865",Warner Bros.,2012,0,1,1,57,1
Project X,2003 honda pilot,1,honda pilot,honda pilot,57,"$54,731,865",Warner Bros.,2012,0,2,2,57,1
The Watch,2001 honda s2000,1,honda s2000,honda s2000,94,"$35,353,000",Twentieth Century Fox,2012,0,1,1,94,1
Looper,2005 hummer h2 sut,2,hummer h2,hummer h2,41,"$66,475,042",TriStar Pictures,2012,0,1,1,41,2
The Avengers,2009 hummer h3t,3,hummer h3,hummer h3,1,"$623,357,910",Walt Disney Studios Motion Pictures,2012,1,1,2,1,3
21 Jump Street,2003 hyundai accent,3,hyundai accent,hyundai accent,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,1,6,7,18,3
Ted,2006 hyundai azera,1,hyundai azera,hyundai azera,9,"$218,815,487",Universal Pictures,2012,0,1,1,9,1
Safe House,1996 hyundai elantra,2,hyundai elantra,hyundai elantra,21,"$126,373,434",Universal Pictures,2012,0,6,6,21,2
Ted,2009 hyundai genesis,1,hyundai genesis,hyundai genesis,9,"$218,815,487",Universal Pictures,2012,0,1,1,9,1
The Bourne Legacy,2007 hyundai santa fe,1,hyundai santa fe,hyundai santa fe,24,"$113,203,870",Universal Pictures,2012,0,5,5,24,1
Underworld: Awakening,1989 hyundai sonata,2,hyundai sonata,hyundai sonata,49,"$62,321,039",Screen Gems,2012,0,5,5,49,2
The Dark Knight Rises,hyundai tucson,2,hyundai tucson,hyundai tucson,2,"$448,139,099",Warner Bros.,2012,0,2,2,2,2
This Is 40,2008 infiniti g37,2,infiniti g,infiniti g,87,"$38,951,960",Universal Pictures,2012,0,6,6,87,2
Madea's Witness Protection,2008 jaguar xf [x250],3,jaguar xf,jaguar xf,42,"$65,653,242",Lionsgate,2012,1,1,2,42,3
Skyfall,2011 jaguar xj l [x351],3,jaguar xj,jaguar xj,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,1,3,4,4,3
Looper,2007 jaguar xkr [x150],2,jaguar xk,jaguar xk,41,"$66,475,042",TriStar Pictures,2012,0,2,2,41,2
Red Dawn,1996 jeep cherokee,3,jeep cherokee,jeep cherokee,79,"$43,468,052",FilmDistrict,2012,1,6,7,79,3
Safe House,1996 jeep grand cherokee,3,jeep grand cherokee,jeep grand cherokee,21,"$126,373,434",Universal Pictures,2012,3,10,13,21,3
Underworld: Awakening,2008 jeep liberty,1,jeep liberty,jeep liberty,49,"$62,321,039",Screen Gems,2012,0,2,2,49,1
Battleship,jeep wrangler unlimited,3,jeep wrangler,jeep wrangler,43,"$65,422,625",Universal Pictures,2012,4,4,8,43,3
Jack Reacher,2004 kia amanti,1,kia amanti,kia amanti,70,"$47,550,642",Paramount Pictures,2012,0,1,1,70,1
Battleship,2009 kia borrego,1,kia borrego,kia borrego,43,"$65,422,625",Universal Pictures,2012,0,1,1,43,1
Skyfall,2012 kia optima,1,kia optima,kia optima,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,2,2,4,1
Underworld: Awakening,2010 kia rio,2,kia rio,kia rio,49,"$62,321,039",Screen Gems,2012,0,4,4,49,2
Battleship,2002 kia sedona,2,kia sedona,kia sedona,43,"$65,422,625",Universal Pictures,2012,0,4,4,43,2
Skyfall,2010 kia sorento,2,kia sorento,kia sorento,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,2,2,4,2
21 Jump Street,2010 kia soul,1,kia soul,kia soul,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,0,1,1,18,1
Battleship,2007 kia spectra,1,kia spectra,kia spectra,43,"$65,422,625",Universal Pictures,2012,0,3,3,43,1
Skyfall,2007 kia sportage,1,kia sportage,kia sportage,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,4,4,4,1
Skyfall,2007 land-rover defender 110 crew cab,3,land-rover defender,land rover defender,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,5,2,7,4,3
Safe House,1991 land-rover discovery series i,3,land-rover discovery ,land rover discovery ,21,"$126,373,434",Universal Pictures,2012,1,7,8,21,3
The Expendables 2,2010 land-rover range rover series iii,3,land-rover range rover,land rover range rover,33,"$85,028,192",Lionsgate,2012,1,5,6,33,3
Skyfall,2011 land-rover range rover evoque,1,land-rover range rover evoque,land rover range rover evoque,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,1,1,4,1
Safe House,2006 land-rover range rover sport,3,land-rover range rover sport,land rover range rover sport,21,"$126,373,434",Universal Pictures,2012,2,4,6,21,3
The Bourne Legacy,1997 lexus es 300,1,lexus es,lexus es/es350,24,"$113,203,870",Universal Pictures,2012,0,1,1,24,1
Flight,lexus gs 300,1,lexus gs,lexus gs,27,"$91,978,551",Paramount Pictures,2012,0,2,2,27,1
This Is 40,lexus is,1,lexus is,lexus is,87,"$38,951,960",Universal Pictures,2012,0,2,2,87,1
The Avengers,1990 lexus ls 400,1,lexus ls,lexus ls,1,"$623,357,910",Walt Disney Studios Motion Pictures,2012,0,5,5,1,1
This Is 40,2008 lexus rx 350,3,lexus rx,lexus rx,87,"$38,951,960",Universal Pictures,2012,1,2,3,87,3
The Avengers,1995 lincoln continental,1,lincoln continental,lincoln continental,1,"$623,357,910",Walt Disney Studios Motion Pictures,2012,0,6,6,1,1
Savages,2007 lincoln navigator l,3,lincoln navigator,lincoln navigator,71,"$47,382,068",Universal Pictures,2012,1,0,1,71,3
21 Jump Street,1998 lincoln town car stretched limousine,3,lincoln town car,lincoln town car,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,4,17,21,18,3
The Campaign,2008 maserati granturismo,1,maserati granturismo,maserati granturismo,31,"$86,907,746",Warner Bros.,2012,0,1,1,31,1
The Dark Knight Rises,maserati quattroporte v,1,maserati quattroporte,maserati quattroporte,2,"$448,139,099",Warner Bros.,2012,0,1,1,2,1
The Bourne Legacy,1993 mazda 323,1,mazda 3,mazda 3,24,"$113,203,870",Universal Pictures,2012,0,3,3,24,1
Pitch Perfect,2006 mazda 5,1,mazda 5,mazda 5,46,"$64,427,368",Universal Pictures,2012,0,1,1,46,1
The Avengers,2000 mazda 626,1,mazda 6,mazda 6,1,"$623,357,910",Walt Disney Studios Motion Pictures,2012,0,3,3,1,1
Looper,1993 mazda mx-5 miata,3,mazda mx-5 miata,mazda mx-5 miata,41,"$66,475,042",TriStar Pictures,2012,1,0,1,41,3
Red Dawn,2003 mazda tribute,1,mazda tribute,mazda tribute,79,"$43,468,052",FilmDistrict,2012,0,1,1,79,1
Skyfall,2006 mercedes-benz a 150 [w169],1,mercedes-benz a,mercedes-benz a-class,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,3,3,4,1
Jack Reacher,2011 mercedes-benz c 250 cdi [c204],3,mercedes-benz c,mercedes-benz c-class,70,"$47,550,642",Paramount Pictures,2012,1,8,9,70,3
The Girl with the Dragon Tattoo,1997 mercedes-benz clk [c208],1,mercedes-benz clk,mercedes-benz clk-class,61,"$52,177,103",Sony Pictures Entertainment (SPE),2012,0,2,2,61,1
The Campaign,2006 mercedes-benz cls 500 [c219],2,mercedes-benz cls,mercedes-benz cls-class,31,"$86,907,746",Warner Bros.,2012,0,3,3,31,2
The Girl with the Dragon Tattoo,2003 mercedes-benz e 320 [w211],3,mercedes-benz e,mercedes-benz e-class,61,"$52,177,103",Sony Pictures Entertainment (SPE),2012,1,15,16,61,3
The Twilight Saga: Breaking Dawn - Part 2,2003 mercedes-benz g-klasse [w463],1,mercedes-benz g,mercedes-benz g-class,5,"$286,422,893",Lionsgate,2012,0,2,2,5,1
Mission: Impossible - Ghost Protocol,2007 mercedes-benz gl [x164],1,mercedes-benz gl,mercedes-benz gl-class,30,"$87,050,578",Paramount Pictures,2012,0,2,2,30,1
Taken 2,1998 mercedes-benz ml [w163],3,mercedes-benz m,mercedes-benz m-class,17,"$138,936,379",Twentieth Century Fox,2012,1,2,3,17,3
The Girl with the Dragon Tattoo,2006 mercedes-benz r-klasse [w251],2,mercedes-benz r,mercedes-benz r-class,61,"$52,177,103",Sony Pictures Entertainment (SPE),2012,0,1,1,61,2
21 Jump Street,1975 mercedes-benz s-klasse [w116],3,mercedes-benz s,mercedes-benz s-class,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,3,17,20,18,3
Mission: Impossible - Ghost Protocol,2009 mercedes-benz sl 65 amg [r230],1,mercedes-benz sl,mercedes-benz sl-class,30,"$87,050,578",Paramount Pictures,2012,0,6,6,30,1
Skyfall,2000 mercedes-benz slk [r170],1,mercedes-benz slk,mercedes-benz slk-class,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,1,1,4,1
Think Like a Man,2011 mercedes-benz sls amg [c197],2,mercedes-benz sls amg,mercedes-benz sls amg,28,"$91,547,205",Screen Gems,2012,0,1,1,28,2
Skyfall,2006 mercedes-benz sprinter [t1n],1,mercedes-benz sprinter,mercedes-benz sprinter,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,3,3,4,1
Safe House,1997 mercedes-benz vito [w638],3,mercedes-benz vito,mercedes-benz metris/vito,21,"$126,373,434",Universal Pictures,2012,1,0,1,21,3
The Avengers,1998 mercury grand marquis,1,mercury grand marquis,mercury grand marquis,1,"$623,357,910",Walt Disney Studios Motion Pictures,2012,0,1,1,1,1
Jack Reacher,2004 mercury sable,1,mercury sable,mercury sable,70,"$47,550,642",Paramount Pictures,2012,0,2,2,70,1
American Reunion,mini cooper s,3,mini cooper,mini cooper,54,"$57,011,521",Universal Pictures,2012,3,4,7,54,3
Think Like a Man,2011 mini countryman cooper s,1,mini countryman,mini countryman,28,"$91,547,205",Screen Gems,2012,0,1,1,28,1
Act of Valor,2001 mitsubishi eclipse spyder 3g,1,mitsubishi eclipse,mitsubishi eclipse/spyder,38,"$70,012,847",Relativity Media,2012,0,3,3,38,1
21 Jump Street,2006 mitsubishi endeavor,1,mitsubishi endeavor,mitsubishi endeavor,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,0,1,1,18,1
The Bourne Legacy,1993 mitsubishi galant,2,mitsubishi galant,mitsubishi galant,24,"$113,203,870",Universal Pictures,2012,0,5,5,24,2
The Dictator,2012 mitsubishi i-miev,1,mitsubishi i-miev,mitsubishi i-miev,51,"$59,650,222",Paramount Pictures,2012,0,1,1,51,1
Mission: Impossible - Ghost Protocol,2006 mitsubishi lancer,2,mitsubishi lancer,mitsubishi lancer,30,"$87,050,578",Paramount Pictures,2012,0,5,5,30,2
Looper,1997 mitsubishi mirage,2,mitsubishi mirage,mitsubishi mirage,41,"$66,475,042",TriStar Pictures,2012,0,1,1,41,2
Safe House,2007 mitsubishi outlander,1,mitsubishi outlander,mitsubishi outlander,21,"$126,373,434",Universal Pictures,2012,0,1,1,21,1
Mission: Impossible - Ghost Protocol,2006 nissan 350z,1,nissan 350z,nissan 370z/350z,30,"$87,050,578",Paramount Pictures,2012,0,1,1,30,1
The Three Stooges,2010 nissan altima,2,nissan altima,nissan altima,75,"$44,338,224",Twentieth Century Fox,2012,0,11,11,75,2
Jack Reacher,2005 nissan frontier,1,nissan frontier,nissan frontier,70,"$47,550,642",Paramount Pictures,2012,0,1,1,70,1
The Three Stooges,2011 nissan juke,1,nissan juke,nissan juke,75,"$44,338,224",Twentieth Century Fox,2012,0,1,1,75,1
Parental Guidance,2011 nissan leaf,3,nissan leaf,nissan leaf,98,"$33,993,350",Twentieth Century Fox,2012,1,0,1,98,3
Chronicle,1989 nissan maxima,2,nissan maxima,nissan maxima,45,"$64,575,175",Twentieth Century Fox,2012,0,5,5,45,2
Mission: Impossible - Ghost Protocol,2003 nissan murano,1,nissan murano,nissan murano,30,"$87,050,578",Paramount Pictures,2012,0,3,3,30,1
Skyfall,2005 nissan pathfinder,1,nissan pathfinder,nissan pathfinder,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,6,6,4,1
Contraband,1993 nissan sentra,2,nissan sentra,nissan sentra,40,"$66,528,000",Universal Pictures,2012,0,11,11,40,2
The Twilight Saga: Breaking Dawn - Part 2,2004 nissan titan,1,nissan titan,nissan titan,5,"$286,422,893",Lionsgate,2012,0,1,1,5,1
Underworld: Awakening,2010 nissan versa,2,nissan versa,nissan versa,49,"$62,321,039",Screen Gems,2012,0,7,7,49,2
21 Jump Street,2001 nissan xterra,1,nissan xterra,nissan xterra,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,0,1,1,18,1
The Amazing Spider-Man,2006 pontiac g6 coupe,1,pontiac g6,pontiac g6,6,"$262,030,663",Sony Pictures Entertainment (SPE),2012,0,2,2,6,1
Project X,1997 pontiac grand prix,2,pontiac grand prix,pontiac grand prix,57,"$54,731,865",Warner Bros.,2012,0,1,1,57,2
The Amazing Spider-Man,2003 pontiac vibe,1,pontiac vibe,pontiac vibe,6,"$262,030,663",Sony Pictures Entertainment (SPE),2012,0,1,1,6,1
Ted,2011 porsche 911 turbo s cabrio [997],1,porsche 911,porsche 911,9,"$218,815,487",Universal Pictures,2012,0,4,4,9,1
21 Jump Street,1997 porsche boxster [986],3,porsche boxster,porsche boxster,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,1,0,1,18,3
Ghost Rider: Spirit of Vengeance,porsche cayenne [955],3,porsche cayenne,porsche cayenne,63,"$51,774,002",Sony Pictures Entertainment (SPE),2012,1,1,2,63,3
Good Deeds,2010 porsche panamera [970],3,porsche panamera,porsche panamera,96,"$35,025,791",Lionsgate,2012,1,1,2,96,3
21 Jump Street,2004 saab 9-3 cabrio,1,saab 9-3,saab 9-3,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,0,3,3,18,1
Skyfall,1999 saab 9-5 estate,1,saab 9-5,saab 9-5,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,4,4,4,1
Parental Guidance,2008 saturn outlook,1,saturn outlook,saturn outlook,98,"$33,993,350",Twentieth Century Fox,2012,0,1,1,98,1
The Lucky One,2006 saturn vue,1,saturn vue,saturn vue,50,"$60,457,138",Warner Bros.,2012,0,1,1,50,1
21 Jump Street,2005 scion tc,1,scion tc,scion tc,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,0,3,3,18,1
