Release,Year,Car,url,Stars
Inception,2010,2005 citroën c4,vehicle_1203998-Citroen-C4-2005.html,1
Inception,2010,1998 citroën xantia,vehicle_355620-Citroen-Xantia-1998.html,1
Inception,2010,daihatsu hijet,vehicle_323949-Daihatsu-Hijet-S80.html,2
Inception,2010,ducati streetfighter,vehicle_310267-Ducati-Streetfighter.html,2
Inception,2010,2002 fiat ducato,vehicle_355623-Fiat-Ducato-2002.html,1
Inception,2010,2006 fiat grande punto,vehicle_355612-Fiat-Grande-Punto-199-2006.html,1
Inception,2010,2003 ford e-350,vehicle_319274-Ford-E-350-2003.html,4
Inception,2010,1983 ford thunderbird,vehicle_310265-Ford-Thunderbird-1983.html,1
Inception,2010,1980 gmc rts,vehicle_355634-GMC-RTS-1980.html,1
Inception,2010,hummer,vehicle_319275-Hummer.html,3
Inception,2010,1996 infiniti i30,vehicle_1204000-Infiniti-I30-A32-1996.html,1
Inception,2010,1990 infiniti q45,vehicle_355644-Infiniti-Q45-G50-1990.html,1
Inception,2010,2003 kia carens,vehicle_1203995-Kia-Carens-2003.html,1
Inception,2010,2005 land-rover range rover sport,vehicle_355631-Land-Rover-Range-Rover-Sport-2005.html,2
Inception,2010,1987 mack mid-liner,vehicle_355637-Mack-Mid-Liner-1987.html,1
Inception,2010,2003 maybach 57 [w240],vehicle_324595-Maybach-57-W240-2003.html,2
Inception,2010,2005 mercedes-benz a-klasse [w169],vehicle_1203996-Mercedes-Benz-A-Klasse-W169-2005.html,1
Inception,2010,2009 mercedes-benz e-klasse [w212],vehicle_355624-Mercedes-Benz-E-Klasse-W212-2009.html,1
Inception,2010,2007 mercedes-benz gl [x164],vehicle_319276-Mercedes-Benz-GL-X164-2007.html,3
Inception,2010,2003 mercedes-benz s 320 [w220],vehicle_319273-Mercedes-Benz-S-320-W220-2003.html,2
Inception,2010,1993 mercury villager,vehicle_355632-Mercury-Villager-VX54-1993.html,1
Inception,2010,1980 mini 1000 mkiv,vehicle_355622-Mini-1000-ADO20-1980.html,1
Inception,2010,nissan micra,vehicle_1299481-Nissan-Micra-K11.html,1
Inception,2010,1999 oldsmobile alero,vehicle_355645-Oldsmobile-Alero-3NL37-1999.html,1
Inception,2010,2009 peugeot 107,vehicle_1299486-Peugeot-107-2009.html,1
Inception,2010,1999 peugeot 206,vehicle_355626-Peugeot-206-1999.html,1
Inception,2010,peugeot 306,vehicle_1299470-Peugeot-306.html,1
Inception,2010,2008 peugeot 308,vehicle_355618-Peugeot-308-T7-2008.html,1
Inception,2010,1997 peugeot 406 coupé,vehicle_355619-Peugeot-406-Coupe-1997.html,1
Inception,2010,renault 18,vehicle_1299477-Renault-18-X34.html,1
Inception,2010,2010 renault clio 3,vehicle_355615-Renault-Clio-X85-2010.html,1
Inception,2010,1998 renault master,vehicle_310268-Renault-Master-1998.html,1
Inception,2010,1993 renault twingo,vehicle_310269-Renault-Twingo-X06-1993.html,1
Inception,2010,1987 saab 900,vehicle_323761-SAAB-900-1987.html,1
Inception,2010,saab 9000 cd,vehicle_310266-SAAB-9000-CD.html,1
Inception,2010,1976 simca 1308,vehicle_355627-Simca-1308-C6-1976.html,1
Inception,2010,sterling acterra,vehicle_355635-Sterling-Acterra.html,1
Inception,2010,1990 toyota celica,vehicle_870786-Toyota-Celica-T180-1990.html,1
Inception,2010,1989 toyota truck,vehicle_355642-Toyota-Truck-RN80-1989.html,1
Inception,2010,1982 volkswagen derby ii [typ 86c],vehicle_355629-Volkswagen-Derby-Typ-86C-1982.html,1
Inception,2010,1999 volkswagen new beetle [typ 1c],vehicle_355641-Volkswagen-New-Beetle-Typ-1C-1999.html,1
Inception,2010,1986 volvo 740,vehicle_355640-Volvo-740-745-1986.html,1
Inception,2010,1986 volvo 760,vehicle_355643-Volvo-760-764-1986.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,2002 bmw 3 [e46],vehicle_455548-BMW-3-E46-2002.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,2000 bmw 330i [e46],vehicle_390047-BMW-330i-E46-2000.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,1996 bmw 5 [e39],vehicle_455549-BMW-5-E39-1996.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,2001 daf lf 45,vehicle_454290-DAF-LF-45-FA-2001.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,dennis dart slf,vehicle_454308-Dennis-Dart-SLF.html,2
Harry Potter and the Deathly Hallows: Part 1,2010,1997 ford puma,vehicle_390037-Ford-Puma-1997.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,iveco eurocargo,vehicle_350932-Iveco-Eurocargo.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,lti txii,vehicle_455553-LTI-TXII.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,mercedes-benz c-klasse [w204],vehicle_454300-Mercedes-Benz-C-Klasse-W204.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,mercedes-benz clk [a208],vehicle_454298-Mercedes-Benz-CLK-A208.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,mitsubishi l-200,vehicle_454285-Mitsubishi-L-200-K70.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,peugeot partner,vehicle_454313-Peugeot-Partner.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,2007 renault trafic,vehicle_454287-Renault-Trafic-X83-2007.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,2009 royal enfield bullet,vehicle_365427-Royal-Enfield-Bullet-2009.html,3
Harry Potter and the Deathly Hallows: Part 1,2010,2007 škoda fabia,vehicle_454286-Skoda-Fabia-Typ-5J-2007.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,2004 škoda octavia,vehicle_390042-Skoda-Octavia-Typ-1Z-2004.html,2
Harry Potter and the Deathly Hallows: Part 1,2010,2004 smart forfour,vehicle_455545-smart-Forfour-454-2004.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,2003 toyota avensis,vehicle_454317-Toyota-Avensis-T250-2003.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,2006 toyota previa,vehicle_390041-Toyota-Previa-ACR30-2006.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,2006 toyota yaris,vehicle_390044-Toyota-Yaris-XP90-2006.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,2006 vauxhall vectra mkii,vehicle_390039-Vauxhall-Vectra-2006.html,2
Harry Potter and the Deathly Hallows: Part 1,2010,2005 vauxhall zafira mkii,vehicle_455544-Vauxhall-Zafira-2005.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,1955 vélosolex 660,vehicle_455554-VeloSoleX-660-1955.html,1
Harry Potter and the Deathly Hallows: Part 1,2010,1997 volvo olympian,vehicle_350912-Volvo-Olympian-1997.html,2
The Karate Kid,2010,2006 bmw 7 [e65],vehicle_331623-BMW-7-E65-2006.html,1
The Karate Kid,2010,2000 buick gl8,vehicle_371561-Buick-GL8-2000.html,1
The Karate Kid,2010,custom made,vehicle_331631-Custom-Made.html,2
The Karate Kid,2010,2008 dongfeng xiaokang,vehicle_331619-Dongfeng-Xiaokang-2008.html,2
The Karate Kid,2010,2008 dongfeng-nissan tiida,vehicle_331625-Dongfeng-Nissan-Tiida-C11-2008.html,1
The Karate Kid,2010,2007 foton ollin,vehicle_371558-Foton-Ollin-2007.html,1
The Karate Kid,2010,georgie boy cruise air,vehicle_331618-Georgie-Boy-Cruise-Air.html,1
The Karate Kid,2010,jinghua bk 6180,vehicle_613735-Jinghua-BK-6180.html,1
The Karate Kid,2010,nanjing-fiat palio,vehicle_331635-Nanjing-Fiat-Palio-178.html,1
The Karate Kid,2010,nissan cedric,vehicle_331632-Nissan-Cedric-Y31.html,1
The Karate Kid,2010,1999 pontiac montana,vehicle_314646-Pontiac-Montana-GMT200-1999.html,2
The Karate Kid,2010,1986 shanghai-volkswagen santana b2 [typ 32b],vehicle_331636-Shanghai-Volkswagen-Santana-Typ-32B-1986.html,1
The Karate Kid,2010,1983 volkswagen scirocco mkii [typ 53b],vehicle_331652-Volkswagen-Scirocco-Typ-53B-1983.html,3
Grown Ups,2010,bmw 5 [e60],vehicle_351082-BMW-5-E60.html,1
Grown Ups,2010,1996 cadillac eldorado,vehicle_351083-Cadillac-Eldorado-1996.html,3
Grown Ups,2010,1956 mack b-85,vehicle_351092-Mack-B-85-1956.html,1
Grown Ups,2010,1973 mg b gt,vehicle_351090-MG-B-GT-ADO23-1973.html,2
Grown Ups,2010,1972 volkswagen karmann ghia coupé [typ 14],vehicle_351091-Volkswagen-Karmann-Ghia-Coupe-Typ-14-1972.html,2
Megamind,2010,1949 buick,vehicle_393497-Buick-1949.html,3
Megamind,2010,ford pinto,vehicle_393504-Ford-Pinto.html,1
Shutter Island,2010,1947 buick roadmaster,vehicle_289158-Buick-Roadmaster-76-S-1947.html,2
Shutter Island,2010,1946 dodge custom,vehicle_289161-Dodge-Custom-D-24-1946.html,2
Shutter Island,2010,1942 dodge wc 52,vehicle_289159-Dodge-WC-52-1942.html,2
Shutter Island,2010,willys m38 a1,vehicle_289160-Willys-M38-A1.html,3
The Other Guys,2010,blue bird ultra lmb,vehicle_295639-Blue-Bird-Ultra-LMB.html,2
The Other Guys,2010,2002 bmw 3 [e46],vehicle_347002-BMW-3-E46-2002.html,1
The Other Guys,2010,2004 bmw 5 [e60],vehicle_1183754-BMW-5-E60-2004.html,1
The Other Guys,2010,1995 bmw 740i [e38],vehicle_350133-BMW-740i-E38-1995.html,1
The Other Guys,2010,1992 buick roadmaster,vehicle_350132-Buick-Roadmaster-1992.html,1
The Other Guys,2010,2000 cadillac deville flower car,vehicle_543409-Cadillac-DeVille-Flower-Car-2000.html,1
The Other Guys,2010,2000 cadillac deville stretched limousine,vehicle_350113-Cadillac-DeVille-Stretched-Limousine-2000.html,1
The Other Guys,2010,caterpillar it-18,vehicle_350110-Caterpillar-IT-18.html,1
The Other Guys,2010,1971 chevrolet chevelle,vehicle_295633-Chevrolet-Chevelle-1971.html,3
The Other Guys,2010,1972 chevrolet chevelle,vehicle_350090-Chevrolet-Chevelle-1972.html,2
The Other Guys,2010,1996 chevrolet monte carlo,vehicle_350107-Chevrolet-Monte-Carlo-GM10-1996.html,1
The Other Guys,2010,2000 chevrolet monte carlo,vehicle_350134-Chevrolet-Monte-Carlo-GMX230-2000.html,1
The Other Guys,2010,2001 chevrolet prizm,vehicle_350101-Chevrolet-Prizm-2001.html,1
The Other Guys,2010,chevrolet step-van,vehicle_350116-Chevrolet-Step-Van.html,2
The Other Guys,2010,1996 dodge caravan,vehicle_350082-Dodge-Caravan-NS-1996.html,2
The Other Guys,2010,2002 dodge intrepid,vehicle_350131-Dodge-Intrepid-LH-2002.html,1
The Other Guys,2010,2003 ford e-250,vehicle_295636-Ford-E-250-2003.html,3
The Other Guys,2010,2008 ford e-350,vehicle_350111-Ford-E-350-2008.html,2
The Other Guys,2010,1998 ford escort,vehicle_350115-Ford-Escort-1998.html,1
The Other Guys,2010,1982 ford f-350,vehicle_350074-Ford-F-350-1982.html,2
The Other Guys,2010,freightliner fld,vehicle_350127-Freightliner-FLD.html,1
The Other Guys,2010,2002 international 4000-series,vehicle_350108-International-4000-Series-2002.html,1
The Other Guys,2010,2008 kawasaki zx-10r ninja,vehicle_350137-Kawasaki-ZX-10R-Ninja-2008.html,3
The Other Guys,2010,2006 land-rover range rover series iii,vehicle_347003-Land-Rover-Range-Rover-L322-2006.html,3
The Other Guys,2010,2007 lincoln mark lt,vehicle_350097-Lincoln-Mark-LT-P221-2007.html,1
The Other Guys,2010,1999 mazda millenia,vehicle_350128-Mazda-Millenia-TA-1999.html,1
The Other Guys,2010,mazda protegé,vehicle_1183798-Mazda-Protege-BG.html,1
The Other Guys,2010,1997 mazda protegé,vehicle_543410-Mazda-Protege-BH-1997.html,1
The Other Guys,2010,1987 mercedes-benz 190 e [w201],vehicle_350122-Mercedes-Benz-190-E-W201-1987.html,1
The Other Guys,2010,1990 mercedes-benz 300 e [w124],vehicle_350093-Mercedes-Benz-300-E-W124-1990.html,1
The Other Guys,2010,mercedes-benz ml [w163],vehicle_1183251-Mercedes-Benz-ML-W163.html,1
The Other Guys,2010,2007 mercedes-benz s-klasse [w221],vehicle_1183250-Mercedes-Benz-S-Klasse-W221-2007.html,1
The Other Guys,2010,1988 mercury cougar,vehicle_310536-Mercury-Cougar-1988.html,1
The Other Guys,2010,2000 pierce dash,vehicle_543408-Pierce-Dash-2000.html,1
The Other Guys,2010,1998 saturn sl1,vehicle_350098-Saturn-SL1-1998.html,1
The Other Guys,2010,1991 saturn sl2,vehicle_350121-Saturn-SL2-1991.html,1
The Other Guys,2010,suzuki dr-z 400 sm,vehicle_350106-Suzuki-DR-Z-400-SM.html,2
The Other Guys,2010,tadano gr-500 xl-1,vehicle_350081-Tadano-GR-500-XL-1.html,2
The Other Guys,2010,2001 toyota echo,vehicle_350100-Toyota-Echo-NCP12-2001.html,1
Salt,2010,2004 bmw 5 [e60],vehicle_1182467-BMW-5-E60-2004.html,1
Salt,2010,2001 bmw 5 touring [e39],vehicle_1182435-BMW-5-Touring-E39-2001.html,1
Salt,2010,2000 cadillac deville funeral coach,vehicle_359953-Cadillac-DeVille-Funeral-Coach-2000.html,1
Salt,2010,1993 cadillac fleetwood stretched limousine,vehicle_359952-Cadillac-Fleetwood-Stretched-Limousine-1993.html,1
Salt,2010,1992 chevrolet caprice,vehicle_359542-Chevrolet-Caprice-1992.html,2
Salt,2010,2000 chevrolet monte carlo,vehicle_1182472-Chevrolet-Monte-Carlo-GMX230-2000.html,1
Salt,2010,daewoo solar,vehicle_1182513-Daewoo-Solar.html,1
Salt,2010,2001 dodge caravan,vehicle_1182510-Dodge-Caravan-RS-2001.html,2
Salt,2010,2004 ford e-450,vehicle_359540-Ford-E-450-2004.html,1
Salt,2010,1992 ford econoline,vehicle_1182732-Ford-Econoline-1992.html,1
Salt,2010,2009 ford f-150,vehicle_359962-Ford-F-150-P415-2009.html,1
Salt,2010,1988 ford tempo,vehicle_1182477-Ford-Tempo-1988.html,1
Salt,2010,freightliner business class m2,vehicle_1182509-Freightliner-Business-Class-M2.html,1
Salt,2010,1966 gaz 21 volga,vehicle_527770-GAZ-21-Volga-1966.html,1
Salt,2010,gkn defence fv 432,vehicle_329207-GKN-Defence-FV-432.html,1
Salt,2010,harley-davidson,vehicle_359958-Harley-Davidson.html,1
Salt,2010,harley-davidson flhpi road king,vehicle_359954-Harley-Davidson-FLHPI-Road-King.html,1
Salt,2010,2007 hyundai entourage,vehicle_359972-Hyundai-Entourage-VQ-2007.html,1
Salt,2010,international 9000-series eagle,vehicle_359966-International-9000-Series-Eagle.html,2
Salt,2010,land-rover defender 110 station wagon,vehicle_359955-Land-Rover-Defender-110-Station-Wagon.html,2
Salt,2010,mack cf,vehicle_1182729-Mack-CF.html,1
Salt,2010,mack ch,vehicle_1182486-Mack-CH.html,1
Salt,2010,1999 mazda millenia,vehicle_359969-Mazda-Millenia-TA-1999.html,1
Salt,2010,1997 mazda protegé,vehicle_1182459-Mazda-Protege-BH-1997.html,1
Salt,2010,2002 mazda protegé 5,vehicle_1182460-Mazda-Protege-5-BJ-2002.html,1
Salt,2010,mci d 4505,vehicle_1182436-MCI-D-4505.html,1
Salt,2010,2001 mercedes-benz c-klasse [w203],vehicle_1182482-Mercedes-Benz-C-Klasse-W203-2001.html,1
Salt,2010,1996 mercedes-benz e-klasse [w210],vehicle_1182474-Mercedes-Benz-E-Klasse-W210-1996.html,1
Salt,2010,mercedes-benz l-series [l59],vehicle_1182437-Mercedes-Benz-L-Series-L59.html,1
Salt,2010,mitsubishi montero sport,vehicle_1182439-Mitsubishi-Montero-Sport.html,1
Salt,2010,peterbilt 379,vehicle_311847-Peterbilt-379.html,2
Salt,2010,2000 pontiac bonneville,vehicle_1182466-Pontiac-Bonneville-2000.html,1
Salt,2010,pontiac firebird,vehicle_1182479-Pontiac-Firebird.html,1
Salt,2010,2008 prevost x3-45,vehicle_359957-Prevost-X3-45-2008.html,2
Salt,2010,2009 triumph street triple r,vehicle_359960-Triumph-Street-Triple-R-2009.html,3
Salt,2010,2001 volkswagen new beetle [typ 1c],vehicle_1182434-Volkswagen-New-Beetle-Typ-1C-2001.html,1
Salt,2010,volvo vn 300,vehicle_359959-Volvo-VN-300.html,1
TRON: Legacy,2010,2008 bmw 5 [e60],vehicle_741703-BMW-5-E60-2008.html,1
TRON: Legacy,2010,2006 bmw r 1200 rt-p,vehicle_386593-BMW-R-1200-RT-P-2006.html,3
TRON: Legacy,2010,1978 ducati 900 ss,vehicle_389017-Ducati-900-SS-1978.html,2
TRON: Legacy,2010,2006 ducati sport 1000,vehicle_345555-Ducati-Sport-1000-2006.html,3
Jackass 3D,2010,2005 bentley arnage t,vehicle_383683-Bentley-Arnage-T-2005.html,1
Jackass 3D,2010,2003 ford e-350,vehicle_383682-Ford-E-350-2003.html,1
Jackass 3D,2010,2001 ford f-150,vehicle_1306814-Ford-F-150-PN96-2001.html,1
Jackass 3D,2010,2006 ford lcf,vehicle_383692-Ford-LCF-2006.html,1
Jackass 3D,2010,genuine buddy 50,vehicle_383694-Genuine-Buddy-50.html,2
Jackass 3D,2010,2006 honda nss 250 reflex,vehicle_383684-Honda-NSS-250-Reflex-2006.html,2
Jackass 3D,2010,honda nx 250,vehicle_383697-Honda-NX-250.html,2
Jackass 3D,2010,2002 honda silver wing,vehicle_1306810-Honda-Silver-Wing-2002.html,1
Jackass 3D,2010,hyster e 3.00 xl,vehicle_383698-Hyster-E-300-XL.html,2
Jackass 3D,2010,2005 lamborghini murciélago roadster,vehicle_383688-Lamborghini-Murcielago-Roadster-2005.html,2
Jackass 3D,2010,1973 pontiac grand ville,vehicle_1306818-Pontiac-Grand-Ville-1973.html,2
Jackass 3D,2010,suzuki burgman 650,vehicle_1306808-Suzuki-Burgman-650.html,1
Jackass 3D,2010,suzuki rm 250,vehicle_383693-Suzuki-RM-250.html,2
Jackass 3D,2010,yamaha c3,vehicle_383685-Yamaha-C3.html,3
Jackass 3D,2010,1992 yamaha fj 1200,vehicle_1306809-Yamaha-FJ-1200-1992.html,1
Valentine's Day,2010,1994 bmw 5 [e34],vehicle_316148-BMW-5-E34-1994.html,1
Valentine's Day,2010,carpenter cadet,vehicle_316141-Carpenter-Cadet.html,1
Valentine's Day,2010,1948 chevrolet advance-design,vehicle_339426-Chevrolet-Advance-Design-1948.html,1
Valentine's Day,2010,1990 chevrolet c/k-series,vehicle_316151-Chevrolet-C-K-Series-1990.html,2
Valentine's Day,2010,1992 ford f-150,vehicle_316149-Ford-F-150-1992.html,2
Valentine's Day,2010,1999 gmc safari,vehicle_316132-GMC-Safari-1999.html,4
Valentine's Day,2010,lance charming,vehicle_316142-Lance-Charming.html,2
Valentine's Day,2010,land-rover range rover sport,vehicle_316131-Land-Rover-Range-Rover-Sport-L320.html,2
Valentine's Day,2010,2007 mercedes-benz cl 550 [c216],vehicle_316140-Mercedes-Benz-CL-550-C216-2007.html,1
Valentine's Day,2010,2004 nabi 45c lfw cng,vehicle_316135-NABI-45C-LFW-CNG-2004.html,2
Valentine's Day,2010,1983 nissan 720,vehicle_316154-Nissan-720-720-1983.html,2
Valentine's Day,2010,pierce dash,vehicle_316155-Pierce-Dash.html,1
Valentine's Day,2010,rolls-royce silver seraph,vehicle_316143-Rolls-Royce-Silver-Seraph.html,1
Valentine's Day,2010,sterling acterra,vehicle_316127-Sterling-Acterra.html,1
Valentine's Day,2010,1969 volkswagen convertible [typ 1],vehicle_316145-Volkswagen-Convertible-Typ-1-1969.html,3
The Expendables,2010,am general m-35,vehicle_336158-AM-General-M-35-G742.html,3
The Expendables,2010,1997 cadillac catera,vehicle_336163-Cadillac-Catera-1997.html,1
The Expendables,2010,1947 chevrolet advance-design 6700,vehicle_368046-Chevrolet-Advance-Design-6700-1947.html,1
The Expendables,2010,chevrolet c-series,vehicle_336156-Chevrolet-C-Series.html,1
The Expendables,2010,1997 chevrolet venture,vehicle_368047-Chevrolet-Venture-GMT200-1997.html,2
The Expendables,2010,ducati desmosedici rr,vehicle_331241-Ducati-Desmosedici-RR.html,3
The Expendables,2010,1987 ford bronco,vehicle_336169-Ford-Bronco-1987.html,3
The Expendables,2010,1955 ford f-100,vehicle_328576-Ford-F-100-1955.html,3
The Expendables,2010,ford f-1000,vehicle_336157-Ford-F-1000.html,3
The Expendables,2010,ford f-75,vehicle_336956-Ford-F-75.html,2
The Expendables,2010,1987 ford l-series,vehicle_336168-Ford-L-Series-1987.html,2
The Expendables,2010,grumman-olson kurbmaster,vehicle_336161-Grumman-Olson-Kurbmaster.html,2
The Expendables,2010,harley-davidson chopper,vehicle_336155-Harley-Davidson-Chopper.html,2
The Expendables,2010,land-rover defender 130 crew cab,vehicle_336159-Land-Rover-Defender-130-Crew-Cab.html,3
The Expendables,2010,1970 mercedes-benz 280 s [w108],vehicle_338882-Mercedes-Benz-280-S-W108-1970.html,2
The Expendables,2010,1993 oldsmobile cutlass ciera,vehicle_336166-Oldsmobile-Cutlass-Ciera-1993.html,1
The Expendables,2010,peterbilt 362,vehicle_336165-Peterbilt-362.html,1
The Expendables,2010,piaggio vespa,vehicle_336957-Piaggio-Vespa.html,1
The Expendables,2010,1975 volkswagen sedan [typ 1],vehicle_336959-Volkswagen-Sedan-Typ-1-1975.html,1
The Expendables,2010,1960 willys overland aero willys,vehicle_336954-Willys-Overland-Aero-Willys-1960.html,1
Due Date,2010,case 521 d,vehicle_373927-Case-521-D.html,1
Due Date,2010,1981 chevrolet c/k-10,vehicle_373930-Chevrolet-C-K-10-1981.html,1
Due Date,2010,1977 dodge power wagon,vehicle_325356-Dodge-Power-Wagon-AW-1977.html,3
Due Date,2010,2003 dodge sprinter,vehicle_373950-Dodge-Sprinter-VA-2003.html,1
Due Date,2010,2007 fleetwood bounder,vehicle_373931-Fleetwood-Bounder-2007.html,1
Due Date,2010,1983 ford ltd country squire,vehicle_355113-Ford-LTD-Country-Squire-1983.html,2
Due Date,2010,international durastar,vehicle_373942-International-DuraStar.html,1
Due Date,2010,2010 land-rover range rover series iii,vehicle_325355-Land-Rover-Range-Rover-L322-2010.html,3
Due Date,2010,mack r-series,vehicle_373928-Mack-R-Series.html,1
Due Date,2010,1989 mercedes-benz 190 e [w201],vehicle_373945-Mercedes-Benz-190-E-W201-1989.html,1
Due Date,2010,2010 mercedes-benz s-klasse [w221],vehicle_373944-Mercedes-Benz-S-Klasse-W221-2010.html,2
Due Date,2010,1996 pontiac bonneville,vehicle_373936-Pontiac-Bonneville-1996.html,1
Due Date,2010,1999 pontiac grand am,vehicle_373940-Pontiac-Grand-Am-GMX130-1999.html,1
Due Date,2010,2000 saturn l-series,vehicle_373938-Saturn-L-Series-2000.html,1
Due Date,2010,2003 setra s 417 tc,vehicle_374040-Setra-S-417-TC-2003.html,1
Due Date,2010,1984 toyota truck,vehicle_373924-Toyota-Truck-RN60-1984.html,1
Alvin and the Chipmunks: The Squeakquel,2010,2003 buick lesabre,vehicle_361096-Buick-LeSabre-GMX220-2003.html,1
Alvin and the Chipmunks: The Squeakquel,2010,1994 cadillac deville concours,vehicle_361097-Cadillac-DeVille-Concours-1994.html,3
Alvin and the Chipmunks: The Squeakquel,2010,mercedes-benz 190 e [w201],vehicle_361102-Mercedes-Benz-190-E-W201.html,1
Alvin and the Chipmunks: The Squeakquel,2010,1996 mercury villager,vehicle_361104-Mercury-Villager-VX54-1996.html,1
Alvin and the Chipmunks: The Squeakquel,2010,utilimaster aeromaster,vehicle_361098-Utilimaster-Aeromaster.html,2
Date Night,2010,1993 infiniti j30,vehicle_318235-Infiniti-J30-Y32-1993.html,1
